id,front,back,example
210,amplifier,Augmenter la force ou l'effet de quelque chose.,"Les réseaux sociaux peuvent amplifier le débat public, mais aussi propager rapidement la désinformation."
211,anticiper,Prédire ou anticiper quelque chose avant que cela ne se produise.,Les décideurs politiques doivent anticiper les évolutions démographiques futures lorsqu'ils planifient les services publics.
212,apparent,Clairement visible ou évident ; qui semble vrai.,Il est évident que l'accès à une éducation de qualité reste inégal selon les classes sociales.
213,attribut,Considérer quelque chose comme étant causé par un facteur.,Les chercheurs attribuent l'augmentation de l'obésité principalement à de mauvaises habitudes alimentaires et à la sédentarité.
214,autonome,"Agir de manière indépendante, sans contrôle extérieur.",Les véhicules autonomes devraient transformer l'industrie mondiale des transports.
215,biodiversité,Diversité de la faune et de la flore dans un habitat.,La déforestation constitue une menace importante pour la biodiversité des forêts tropicales humides.
216,fardeau,Une lourde charge ou responsabilité ; surcharger.,La hausse des coûts des soins de santé représente un fardeau considérable pour les particuliers comme pour les gouvernements.
217,capacité,La quantité maximale qu'un objet peut contenir ou faire.,Les pays en développement doivent renforcer leurs capacités institutionnelles pour lutter efficacement contre le changement climatique.
218,empreinte carbone,Total des gaz à effet de serre produits par une entité.,Les individus peuvent réduire considérablement leur empreinte carbone en adoptant un régime alimentaire à base de plantes.
219,chronique,Persistant longtemps ; récurrent constamment.,Le chômage chronique en milieu rural contribue à la pauvreté généralisée et à l'exclusion sociale.
220,civique,En lien avec les citoyens et leurs responsabilités.,L'engagement civique est essentiel au maintien d'une démocratie saine et fonctionnelle.
221,collaboration,Travailler en collaboration avec d'autres pour atteindre un objectif.,La collaboration internationale est nécessaire pour relever les défis mondiaux tels que le changement climatique.
222,compétence,La capacité de faire quelque chose efficacement.,Les employeurs valorisent de plus en plus les compétences numériques au même titre que les qualifications académiques traditionnelles.
223,conformité,"Se conformer aux règles, aux normes ou aux lois.",Le strict respect des réglementations environnementales est essentiel au développement industriel durable.
224,complet,Y compris tous les aspects ; de manière approfondie et complète.,Une approche globale de la santé publique doit prendre en compte à la fois la prévention et le traitement.
225,contrainte,Une limitation ou une restriction d'action.,Les contraintes budgétaires empêchent souvent les gouvernements d'investir suffisamment dans les infrastructures publiques.
226,consommation,"L'utilisation de biens, de ressources ou d'énergie.",Réduire la consommation d'énergie est une stratégie clé pour lutter contre le changement climatique à l'échelle mondiale.
227,contemporain,Existant ou se produisant au présent.,La société contemporaine est confrontée à des défis sans précédent liés aux technologies numériques et à la protection de la vie privée.
228,controversé,Provoquer de forts désaccords ou débats.,Le recours à l'énergie nucléaire demeure un sujet très controversé dans les débats environnementaux.
229,corrélatif,Pour montrer une relation mutuelle entre deux choses.,Les recherches montrent que des niveaux d'éducation plus élevés sont fortement corrélés à de meilleurs résultats économiques.
230,programme d'études,Matières enseignées dans une école ou un cours.,De nombreux éducateurs estiment que le programme scolaire national devrait inclure davantage de compétences en matière de pensée critique.
231,déboisement,Déboisement à grande échelle par l'homme.,La déforestation en Amazonie est principalement due à l'expansion agricole et à l'élevage bovin.
232,démographique,Données statistiques relatives à un groupe de population.,L’évolution démographique vers une population vieillissante exercera une pression considérable sur les systèmes de retraite.
233,épuiser,Réduire ou épuiser les stocks de quelque chose.,La surpêche continue d'épuiser les ressources marines à un rythme alarmant et non durable.
234,détériorer,Se dégrader progressivement.,"Sans intervention urgente, les conditions environnementales dans les zones urbaines continueront de se détériorer."
235,numérique,Relatif à l'informatique et à Internet.,La fracture numérique entre pays riches et pays pauvres risque d'aggraver encore les inégalités mondiales.
236,diminuer,Réduire ou diminuer son importance.,L'automatisation pourrait réduire la demande de main-d'œuvre peu qualifiée dans les secteurs manufacturiers.
237,divergence,Une différence entre des choses qui devraient correspondre.,Il existe un décalage notable entre les objectifs affichés par le gouvernement et ses politiques réelles.
238,discrimination,Traitement injuste fondé sur l'appartenance à un groupe.,La discrimination au travail à l'égard des femmes demeure un obstacle important à l'égalité des sexes.
239,disparité,Une grande différence entre les choses ou les groupes.,L'accroissement des inégalités de richesse entre les citoyens les plus riches et les plus pauvres menace la cohésion sociale.
240,déplacement,Expulsion forcée des personnes de leur domicile.,Les conflits armés ont provoqué le déplacement de millions de personnes à travers le Moyen-Orient.
241,perturbation,Une perturbation qui interrompt l'activité normale.,L'innovation numérique a profondément bouleversé les modèles commerciaux et les industries traditionnels.
242,dominant,"Le plus puissant, le plus important ou le plus influent.",L'anglais est devenu la langue dominante du commerce international et de la recherche universitaire.
243,sécheresse,Une période prolongée de précipitations anormalement faibles.,La sécheresse prolongée en Afrique subsaharienne a dévasté la production agricole et la sécurité alimentaire.
244,écologique,Relatif aux relations entre les organismes et leur environnement.,Les pratiques agricoles industrielles ont causé de graves dommages écologiques aux sols et aux cours d'eau.
245,accent,Importance particulière accordée à quelque chose.,On accorde une importance croissante au développement des compétences transversales dans les programmes scolaires modernes.
246,épidémie,Une maladie qui se propage largement dans une région.,L'épidémie d'obésité dans les pays riches est liée à la sédentarité et à une mauvaise alimentation.
247,égalité,L'état d'égalité des droits et des chances.,Parvenir à l'égalité des sexes sur le lieu de travail nécessite à la fois une réforme législative et un changement culturel.
248,éthique,Relatif aux principes moraux et à la bonne conduite.,L’utilisation de l’intelligence artificielle soulève d’importantes questions éthiques concernant la vie privée et la responsabilité.
249,dépense,La somme d'argent dépensée pour quelque chose.,L'augmentation des dépenses publiques en matière d'éducation peut engendrer d'importants bénéfices économiques à long terme.
250,exploiter,Utiliser une ressource de manière abusive ou en faire un mauvais usage.,Les entreprises multinationales ont été critiquées pour leur exploitation de la main-d'œuvre bon marché dans les pays en développement.
251,extinction,La disparition complète d'une espèce.,L'activité humaine pousse de nombreuses espèces végétales et animales vers une extinction rapide.
252,faciliter,Faciliter une action ou un processus.,L'amélioration des infrastructures de transport peut faciliter le commerce et stimuler considérablement le développement économique.
253,fiscal,Relatif aux recettes et à la fiscalité publiques.,Les gouvernements doivent adopter des politiques budgétaires prudentes afin d'éviter une accumulation excessive de la dette nationale.
254,flexible,Capable de s'adapter facilement aux conditions changeantes.,Il a été démontré que des modalités de travail flexibles améliorent le bien-être et la productivité des employés.
255,combustibles fossiles,Source d'énergie formée à partir de matière organique ancienne.,La combustion continue des énergies fossiles est la principale cause du changement climatique mondial.
256,fragile,Facilement cassable ou endommageable ; délicat et vulnérable.,"Les petits États insulaires possèdent des écosystèmes particulièrement fragiles, menacés par la montée du niveau de la mer."
257,cadre,Une structure ou un système de base pour guider l'action.,Un cadre juridique clair est nécessaire pour réglementer de manière éthique l'utilisation de l'intelligence artificielle.
258,fondamental,Constituer une base ou un noyau essentiel.,L'accès à l'eau potable est un droit humain fondamental dont beaucoup de personnes sont encore privées.
259,mondialisation,Intégration économique et culturelle mondiale croissante.,"La mondialisation a créé de nouvelles opportunités commerciales, mais elle a également accru la concurrence économique."
260,soins de santé,Fourniture organisée de services médicaux à la population.,"L'accès universel aux soins de santé garantit à tous les citoyens l'accès à des soins médicaux, quel que soit leur revenu."
261,hypothèse,Une explication proposée qui nécessite des tests supplémentaires.,Le chercheur a émis l'hypothèse que l'alimentation influence directement le développement cognitif chez l'enfant.
262,identique,Identiques en tous points.,L'étude a révélé des résultats quasi identiques dans deux groupes ayant des niveaux d'éducation différents.
263,implication,Une conséquence probable ou une signification suggérée.,L'essor de l'automatisation a des conséquences importantes sur l'emploi et la répartition des revenus à l'avenir.
264,incitation,Quelque chose qui encourage une action souhaitée.,Les incitations fiscales peuvent encourager les entreprises à investir dans les technologies des énergies renouvelables.
265,inégalité,Répartition inégale des ressources ou des opportunités.,L’accroissement des inégalités de revenus est l’un des défis sociaux les plus urgents de l’ère moderne.
266,inévitable,C'est certain ; impossible à éviter.,Certains économistes affirment que le chômage technologique est une conséquence inévitable de l'automatisation.
267,inflation,Une hausse générale des prix au fil du temps.,Une forte inflation érode le pouvoir d'achat et touche de manière disproportionnée les ménages à faibles revenus.
268,innovation,"Introduction de nouvelles idées, méthodes ou produits.",L'innovation continue dans le domaine des énergies renouvelables est essentielle à la réalisation des objectifs mondiaux de développement durable.
269,interaction,Action ou communication réciproque entre les parties.,L'interaction en face à face est essentielle au développement des compétences sociales fondamentales chez les jeunes enfants.
270,intervention,Mesures prises pour améliorer ou prévenir une situation.,Une intervention gouvernementale rapide est essentielle pour éviter l'aggravation d'une crise financière.
271,investissement,Allouer des ressources en prévision de bénéfices futurs.,Les investissements directs étrangers jouent un rôle crucial dans l'accélération de la croissance économique des pays en développement.
272,législation,Lois ou ensemble de lois promulguées par le gouvernement.,Une législation plus stricte est nécessaire pour protéger les travailleurs contre les conditions de travail dangereuses.
273,alphabétisation,"La capacité de lire, d'écrire ou d'utiliser une compétence.",Des taux d'alphabétisation élevés sont fortement associés à une meilleure productivité économique et à de meilleurs résultats sociaux.
274,marginaliser,Traiter un groupe comme étant sans importance ou périphérique.,Les politiques économiques qui ignorent les zones rurales ont tendance à marginaliser davantage des communautés déjà vulnérables.
275,mécanisme,Un système ou un processus permettant d'obtenir un résultat.,Des mécanismes de régulation efficaces sont indispensables pour prévenir les pratiques monopolistiques sur les marchés libres.
276,méthodologie,Un système de méthodes utilisées en recherche.,Les conclusions de l'étude ont été remises en question en raison de failles importantes dans sa méthodologie de recherche.
277,migration,Déplacement de personnes d'un lieu à un autre.,L'exode rural économique vers les centres urbains s'est accéléré dans de nombreux pays en développement au cours des dernières décennies.
278,état d'esprit,Un ensemble établi d'attitudes ou de croyances.,Un état d'esprit de croissance encourage les élèves à considérer les erreurs comme des occasions d'apprentissage.
279,mobilité,La possibilité de se déplacer librement entre les positions.,L'éducation est largement considérée comme le principal moteur de la mobilité sociale dans les sociétés modernes.
280,mortalité,Le taux de mortalité au sein d'une population.,L'amélioration des conditions sanitaires a permis de réduire considérablement les taux de mortalité infantile dans les pays en développement.
281,motivation,La raison ou la motivation qui sous-tend l'action d'une personne.,Les élèves dotés d'une forte motivation intrinsèque ont tendance à obtenir de meilleurs résultats que ceux qui sont motivés uniquement par des récompenses externes.
282,municipal,Relatif à l'administration d'une ville ou d'une municipalité.,Les autorités municipales sont responsables de la gestion des systèmes de collecte des déchets et de transport public.
283,narratif,Un récit oral ou écrit des événements.,Les médias jouent un rôle déterminant dans la construction du discours public sur l'immigration.
284,négocier,Parvenir à un accord par la discussion.,Les dirigeants mondiaux doivent négocier des accords contraignants pour lutter efficacement contre le changement climatique mondial.
285,obésité,L'état d'obésité excessive.,Les taux d'obésité infantile ont fortement augmenté dans de nombreux pays en raison de mauvaises habitudes alimentaires.
286,obligation,Un devoir moral ou légal de faire quelque chose.,Les pays riches ont l'obligation morale d'aider les pays les plus touchés par le changement climatique.
287,obstacle,Ce qui bloque la progression ou la réussite.,Le manque de financement demeure un obstacle majeur à la réforme de l'éducation dans de nombreux pays.
288,opposition,Résistance ou conflit contre quelque chose.,Le projet d'élargissement de la route s'est heurté à une vive opposition de la part des groupes environnementaux locaux.
289,organique,Produit sans produits chimiques artificiels ; d'origine naturelle.,"La demande en aliments biologiques a considérablement augmenté, les consommateurs étant de plus en plus soucieux de leur santé."
290,surpeuplement,Trop de monde dans un espace restreint.,L'urbanisation rapide a entraîné un surpeuplement grave dans les grandes villes des pays en développement.
291,pandémie,Une maladie qui se propage à travers des pays entiers dans le monde entier.,La pandémie de COVID-19 a mis en lumière des faiblesses critiques dans l'infrastructure mondiale de santé publique.
292,peine,Une punition pour avoir enfreint une règle ou une loi.,L’introduction de sanctions financières plus lourdes en cas de pollution pourrait dissuader les industries de commettre des infractions environnementales.
293,perception,Une croyance ou une interprétation de quelque chose.,La perception du public concernant l'immigration est souvent façonnée par la couverture médiatique plutôt que par des données statistiques.
294,perspective,Un point de vue particulier ou une façon de voir les choses.,Il est essentiel d'examiner la question du point de vue des personnes les plus directement concernées.
295,phénomène,"Un fait ou un événement observable, souvent remarquable.",L'urbanisation est un phénomène mondial qui présente à la fois des opportunités et des défis importants.
296,pauvreté,L'état d'extrême pauvreté.,L’éradication de l’extrême pauvreté demeure l’un des objectifs les plus importants du développement international.
297,préjugé,"Une opinion injuste, non fondée sur la raison.",Lutter contre les préjugés raciaux exige à la fois une réforme juridique et des initiatives éducatives de grande envergure.
298,priorité,Quelque chose de considéré comme le plus important.,Améliorer l'accès à une éducation de qualité devrait être la priorité absolue de tout gouvernement responsable.
299,productivité,L'efficacité de la production par unité d'entrée.,Investir dans la formation des employés est l'un des moyens les plus efficaces d'accroître la productivité au travail.
300,progressif,Favorable aux réformes et au progrès social.,Un système d'imposition progressif garantit que les contribuables aux revenus les plus élevés contribuent davantage.
301,proportion,Une partie d'un tout ; un rapport comparatif.,Une part disproportionnée de la richesse nationale est détenue par une petite proportion de la population.
302,psychologique,Relatif à l'esprit et aux processus mentaux.,"Le chômage peut avoir de graves conséquences psychologiques, notamment la dépression et la perte d'identité."
303,récession,Une période de déclin économique important.,"En période de récession, la hausse du chômage et la baisse des dépenses de consommation créent un cercle vicieux."
304,réhabilitation,Processus de rétablissement de la santé ou d'une vie normale.,Investir dans des programmes de réhabilitation réduit plus efficacement les taux de récidive que l'emprisonnement seul.
305,renouvelable,Une ressource qui peut se renouveler naturellement.,L'investissement dans les sources d'énergie renouvelables est essentiel pour réduire la dépendance aux combustibles fossiles à l'échelle mondiale.
306,restriction,Une règle ou une condition qui limite l'activité.,Les restrictions de voyage imposées pendant la pandémie ont fortement perturbé le tourisme mondial.
307,revenu,Revenus générés par un gouvernement ou une entreprise.,Les gouvernements dépendent des recettes fiscales pour financer les services publics essentiels tels que la santé et l'éducation.
308,révolution,Un changement radical et fondamental dans la société.,La révolution industrielle a fondamentalement transformé l'économie mondiale et les modes de travail humain.
309,sanitaire,Systèmes de maintien de l'hygiène et de gestion des déchets.,L'insuffisance des services d'assainissement dans les zones urbaines densément peuplées contribue à la propagation des maladies infectieuses.
310,rareté,Approvisionnement insuffisant en une ressource nécessaire.,La pénurie d'eau constitue l'une des menaces les plus graves pour la survie de l'humanité au cours des prochaines décennies.
311,sceptique,Enclin à remettre en question ou à douter des affirmations.,De nombreux économistes restent sceptiques quant à la viabilité à long terme des dépenses publiques actuelles.
312,mobilité sociale,Capacité à passer d'une classe sociale à l'autre.,L'éducation est largement considérée comme l'outil le plus puissant pour améliorer la mobilité sociale.
313,stéréotype,Une image figée et simplifiée à l'extrême d'un groupe.,Les représentations médiatiques renforcent souvent des stéréotypes néfastes sur les communautés minoritaires.
314,stimulus,Quelque chose qui provoque une réaction ou une activité.,Le gouvernement a lancé un vaste plan de relance pour redynamiser l'économie après la récession.
315,banlieue,Un quartier résidentiel en périphérie d'une ville.,L'expansion des banlieues a accru la dépendance à la voiture et contribué à l'étalement urbain.
316,surveillance,"Surveillance étroite, notamment par les autorités.",La surveillance de masse exercée par les gouvernements soulève de sérieuses inquiétudes quant au respect de la vie privée et des libertés civiles.
317,imposition,Le système de prélèvement des impôts sur les citoyens.,Une fiscalité juste et progressive est essentielle pour financer les services publics et réduire les inégalités.
318,transition,Un changement d'état.,Une transition rapide vers les énergies renouvelables est essentielle pour limiter la hausse des températures mondiales.
319,transparence,Ouverture et clarté des processus ou de la gouvernance.,Une plus grande transparence dans les dépenses publiques peut contribuer à réduire la corruption et à renforcer la confiance du public.
320,chômage,L'état de personne sans emploi rémunéré.,Le chômage structurel causé par l'automatisation représente un défi majeur pour les gouvernements du monde entier.
321,urbanisation,Proportion croissante de personnes vivant en ville.,"L'urbanisation rapide en Asie a créé des mégapoles, mais aussi de graves problèmes d'infrastructures."
322,vaccination,Un traitement qui confère une immunité contre la maladie.,Les programmes de vaccination de masse ont permis d'éradiquer des maladies comme la variole et de contrôler la poliomyélite à l'échelle mondiale.
323,volontaire,"Fait volontairement, sans contrainte extérieure.",Les organisations du secteur bénévole jouent un rôle crucial dans le soutien aux membres vulnérables de la société.
324,vulnérabilité,Être exposé à un danger ou à une difficulté.,Les petits États insulaires sont extrêmement vulnérables aux conséquences de la montée du niveau de la mer.
325,répandu,Trouvé ou réparti sur une vaste zone.,L'accès généralisé à Internet a transformé la communication et l'accès à l'information à l'échelle mondiale.
326,effectifs,Toutes les personnes disponibles pour un emploi.,Le vieillissement de la population active pose des défis importants aux systèmes de retraite des pays développés.
327,rendement,Produire ou fournir un résultat ou une récolte.,L'amélioration des techniques agricoles a permis aux agriculteurs d'obtenir des récoltes plus abondantes dans les régions sujettes à la sécheresse.
328,exacerber,Aggraver un problème ou une situation.,Le changement climatique devrait aggraver les problèmes de sécurité alimentaire déjà existants dans les régions vulnérables.
329,allocation,La répartition des ressources dans un but précis.,Une allocation efficace des fonds publics est essentielle pour améliorer les résultats nationaux en matière de santé publique.
330,intégration,Le processus qui consiste à combiner des parties pour former un tout.,La réussite de l'intégration sociale des migrants nécessite des investissements dans l'enseignement des langues et le soutien communautaire.
331,responsabilité,Responsabilité de ses actes et de ses décisions.,Une plus grande responsabilisation des institutions publiques est essentielle pour maintenir la confiance des citoyens envers le gouvernement.
332,adaptatif,Capable de s'adapter à de nouvelles conditions.,Les stratégies de gestion adaptatives permettent aux organisations de répondre efficacement à des environnements en constante évolution.
333,aggraver,Pour aggraver un problème ou une situation.,Une réponse gouvernementale inadéquate peut aggraver les conséquences sociales d'une récession économique.
334,anthropique,Causé ou produit par l'activité humaine.,Les scientifiques s'accordent à dire que les émissions anthropiques de gaz à effet de serre sont la principale cause du réchauffement climatique.
335,assimilation,L'absorption d'un groupe par une culture dominante.,L’assimilation culturelle forcée des peuples autochtones a été largement condamnée par les organisations de défense des droits de l’homme.
336,austérité,Réduction drastique des dépenses publiques pour diminuer la dette.,Les mesures d'austérité imposées après la crise financière ont entraîné de fortes réductions des services publics.
337,automation,Utilisation de la technologie pour automatiser les tâches.,L'automatisation des processus de fabrication a considérablement réduit le besoin en main-d'œuvre non qualifiée.
338,biodégradable,Décomposable par des organismes naturels.,Remplacer le plastique par des emballages biodégradables est une étape clé pour réduire la pollution environnementale.
339,bureaucratie,Un système complexe de règles et de procédures officielles.,Une bureaucratie excessive au sein des institutions publiques peut entraver la prestation efficace des services essentiels.
340,catalyseur,Un élément qui déclenche ou accélère un processus.,La pandémie a agi comme catalyseur pour l'adoption généralisée du télétravail à l'échelle mondiale.
341,engagement civique,Participation active à la vie communautaire et politique.,Le faible niveau d'engagement civique chez les jeunes constitue une menace importante pour la gouvernance démocratique.
342,coexistence,Vivre ensemble pacifiquement malgré les différences.,Parvenir à une coexistence pacifique entre diverses communautés ethniques exige le respect et la compréhension mutuels.
343,cognitif,Relatif aux processus mentaux de la pensée et de l'apprentissage.,L'éducation préscolaire a un impact profond sur le développement cognitif à long terme et les performances scolaires.
344,cohésion,La qualité de former un tout uni.,Des inégalités importantes sapent la cohésion sociale et augmentent le risque de troubles civils.
345,marchandiser,Traiter quelque chose comme un produit commercial.,Les critiques affirment que les gouvernements ne devraient pas marchandiser l'éducation en la traitant comme un produit commercial.
346,obligatoire,Obligatoire en vertu de la loi ou des règlements ; obligatoire.,Les lois sur l'instruction obligatoire ont joué un rôle déterminant dans l'amélioration des taux d'alphabétisation à travers le monde.
347,concevoir,Former ou développer une idée ou un plan.,Il est difficile d'imaginer un avenir durable sans un changement radical dans la consommation d'énergie.
348,consolider,Se combiner ou se renforcer en un tout unifié.,La fusion a permis aux deux entreprises de consolider leurs ressources et d'améliorer leur efficacité opérationnelle.
349,contamination,La présence de polluants nocifs dans une substance.,Les déchets industriels ont provoqué une contamination généralisée des eaux souterraines dans les communautés rurales environnantes.
350,contention,Un point de désaccord ou une dispute animée.,La politique d'immigration demeure un sujet de discorde majeur dans les débats politiques de nombreux pays.
351,décentraliser,Transférer le pouvoir du centre aux collectivités locales.,Les efforts de décentralisation de la gouvernance peuvent renforcer le pouvoir des communautés locales et améliorer la prestation des services publics.
352,volontaire,Fait intentionnellement ; à bien réfléchir.,L'exclusion des voix minoritaires des discussions politiques semble être une stratégie politique délibérée.
353,dépendance,L'état de dépendance excessive à quelque chose.,De nombreux pays en développement peinent à réduire leur dépendance économique à l'égard d'un seul produit d'exportation.
354,privation,Un manque préjudiciable de produits de première nécessité.,Les enfants élevés dans des zones de grande précarité ont beaucoup moins de chances de réussir scolairement.
355,désertification,Dégradation des terres en conditions désertiques.,La désertification menace les moyens de subsistance de millions de personnes vivant dans les régions semi-arides du monde entier.
356,détérioration,Un processus d'aggravation progressive.,La dégradation des infrastructures urbaines pose de sérieux risques pour la sécurité des habitants de nombreuses villes.
357,disproportionné,Trop grand ou trop petit par rapport à autre chose.,Les communautés marginalisées supportent de manière disproportionnée les conséquences de la pollution environnementale.
358,électoral,Relatif aux élections ou au processus de vote.,La réforme électorale est essentielle pour garantir que tous les citoyens soient équitablement représentés au sein du gouvernement.
359,émigration,Quitter son pays pour s'installer ailleurs.,Des taux d'émigration élevés peuvent priver les pays en développement de leurs citoyens les plus qualifiés et les plus instruits.
360,empirique,Fondé sur l'observation et les preuves plutôt que sur la théorie.,Les décisions politiques judicieuses doivent se fonder sur des preuves empiriques plutôt que sur des hypothèses idéologiques.
361,approbation,Déclaration publique de soutien ou d'approbation.,Le soutien d'une célébrité peut influencer considérablement l'opinion publique sur des questions sociales et politiques importantes.
362,l'entrepreneuriat,L'activité de création et de gestion d'entreprises.,Les gouvernements peuvent stimuler la croissance économique en créant des conditions favorables à l'entrepreneuriat et à l'innovation.
363,dilemme éthique,Un conflit nécessitant un choix entre des principes moraux.,Les progrès du génie génétique posent à la société de profonds dilemmes éthiques qui exigent une réflexion approfondie.
364,exacerbation,Le processus qui consiste à aggraver un problème.,La croissance démographique rapide exacerbe les pénuries de ressources dans des régions déjà en difficulté.
365,exclusion,Le fait de refuser l'accès ou l'adhésion.,L'exclusion sociale des groupes vulnérables constitue un obstacle majeur à la réalisation d'une véritable égalité sociale.
366,exploitation,Utilisation abusive d'une personne ou d'une chose à des fins lucratives.,L’exploitation de la main-d’œuvre bon marché dans les pays en développement par les sociétés multinationales soulève de graves questions d’éthique.
367,exponentiel,Augmenter ou diminuer à un rythme d'accélération rapide.,La croissance exponentielle de l'utilisation des médias sociaux a transformé la façon dont les gens consomment l'information à l'échelle mondiale.
368,fluctuation,Variation ou changement irrégulier au fil du temps.,De fortes fluctuations des prix mondiaux du pétrole peuvent déstabiliser les économies des pays dépendants du pétrole.
369,formuler,Créer ou concevoir de manière systématique.,Les gouvernements doivent élaborer avec soin des politiques qui concilient croissance économique et protection de l'environnement.
370,fragmentation,La décomposition de quelque chose en petites parties isolées.,La fragmentation des partis politiques rend de plus en plus difficile la formation de gouvernements stables.
371,produit intérieur brut,Valeur monétaire totale de la production annuelle d'un pays.,De nombreux économistes affirment que le produit intérieur brut est une mesure inadéquate du bien-être national.
372,hégémonie,Domination d'un groupe sur les autres.,L'hégémonie culturelle des nations occidentales a considérablement influencé les médias mondiaux et les préférences des consommateurs.
373,homogénéisation,Rendre les choses uniformes ou similaires partout.,Les critiques affirment que la mondialisation conduit à l'homogénéisation culturelle des sociétés au détriment de la diversité.
374,humanitaire,Soucieux d'améliorer le bien-être et de soulager la souffrance humaine.,L'aide humanitaire internationale est vitale pour soutenir les populations touchées par les conflits armés et les catastrophes.
375,idéologie,Un système de croyances qui sous-tend l'action politique.,La politique économique est souvent davantage façonnée par l'idéologie politique que par des données empiriques et des recherches.
376,imposer,Imposer quelque chose à autrui par l'autorité.,Les instances internationales peuvent imposer des sanctions aux gouvernements qui violent les accords relatifs aux droits de l'homme.
377,incarcération,L'état d'être emprisonné.,Les taux d'incarcération élevés observés dans certains pays soulèvent de sérieuses questions concernant la justice et la réinsertion.
378,création,Le début ou l'établissement de quelque chose.,"Depuis sa création, l'organisation a réalisé des progrès significatifs dans la lutte contre la pauvreté mondiale."
379,compris,Sans exclure aucun groupe ni individu.,Un système éducatif inclusif garantit que les enfants handicapés bénéficient de chances égales d'apprentissage.
380,indigène,Originaire naturellement d'une région particulière.,Les droits des peuples autochtones sur leurs terres ancestrales doivent être protégés par le droit international.
381,industrialisation,Transition vers une production industrielle à grande échelle.,"L'industrialisation des pays en développement a engendré une croissance économique, mais aussi d'importants dommages environnementaux."
382,inefficacité,Ne pas optimiser l'utilisation du temps ou des ressources.,L'inefficacité bureaucratique généralisée empêche les gouvernements de fournir des services de manière efficace et équitable.
383,institutionnel,Relatif aux organisations ou systèmes établis.,Le racisme institutionnel ancré dans les systèmes juridiques continue de désavantager les communautés minoritaires dans le monde entier.
384,interdépendance,Dépendance mutuelle entre deux ou plusieurs groupes.,La pandémie mondiale a démontré la profonde interdépendance des économies nationales dans le monde moderne.
385,intimidation,Utiliser la peur ou les menaces pour contraindre quelqu'un.,L’intimidation des électeurs compromet le processus démocratique et empêche la tenue d’élections libres et équitables.
386,juridiction,L'autorité officielle chargée d'appliquer les lois.,La cybercriminalité présente des défis complexes car elle se produit fréquemment dans plusieurs juridictions juridiques.
387,juxtaposer,Placer deux choses côte à côte pour faire ressortir le contraste.,Le rapport met en parallèle les modes de vie de l'élite fortunée et ceux des personnes vivant dans l'extrême pauvreté.
388,légitime,Conforme à la loi ou aux normes acceptées.,Un gouvernement légitime doit rendre des comptes à ses citoyens et respecter les droits fondamentaux de la personne.
389,malnutrition,Une mauvaise santé due à une alimentation insuffisante ou déséquilibrée.,La malnutrition généralisée dans les zones de conflit représente une crise humanitaire mondiale grave et urgente.
390,manifestation,Un signe visible ou une expression de quelque chose.,Le phénomène des sans-abri est une manifestation flagrante de l'échec des politiques de logement dans de nombreuses villes développées.
391,marginalisation,Le processus consistant à traiter un groupe comme périphérique.,La marginalisation des minorités ethniques sur le marché du travail perpétue les cycles de pauvreté et d'inégalité.
392,méritocratie,Un système où la progression est basée sur les compétences.,Les critiques affirment qu'une véritable méritocratie est impossible tant que les inégalités systémiques ne sont pas prises en compte.
393,atténuation,Action visant à réduire la gravité d'un élément nuisible.,Des stratégies d'atténuation efficaces sont nécessaires de toute urgence pour limiter les pires conséquences du changement climatique mondial.
394,monopole,Contrôle exclusif d'un marché par une seule entité.,Les monopoles non contrôlés réduisent la concurrence et entraînent finalement une hausse des prix pour les consommateurs.
395,multilatéral,Impliquant plus de deux parties ou nations.,"Pour lutter efficacement contre le changement climatique, une coopération multilatérale entre tous les principaux pays émetteurs est indispensable."
396,négligence,Négliger de prendre soin de quelque chose ou de s'en occuper.,Des années de négligence politique ont laissé de nombreuses communautés rurales sans soins de santé ni éducation adéquats.
397,néolibéral,"En faveur des marchés libres, de la privatisation et de la déréglementation.",Les critiques affirment que les politiques économiques néolibérales ont creusé l'écart entre riches et pauvres à l'échelle mondiale.
398,normes,Normes de comportement acceptées dans une société.,L'évolution des normes sociales relatives aux rôles de genre a progressivement transformé le monde du travail moderne.
399,obsolète,N'est plus utilisé ; obsolète et remplacé.,Les progrès technologiques rapides ont rendu obsolètes de nombreuses compétences manufacturières traditionnelles.
400,oppression,Autorité ou contrôle injuste et prolongé sur autrui.,L'oppression historique des groupes minoritaires a créé des inégalités profondément ancrées qui persistent encore aujourd'hui.
401,épidémie,Une apparition soudaine de maladie ou de violence.,L'apparition d'une nouvelle maladie virale a immédiatement déclenché des mesures d'urgence sanitaire internationale.
402,par habitant,Pour chaque personne au sein d'une population donnée.,Le PIB par habitant est couramment utilisé pour comparer le niveau de vie moyen entre différents pays.
403,polarisation,Division en deux groupes fortement contrastés.,La polarisation politique a rendu la coopération bipartite sur les grandes questions nationales de plus en plus difficile.
404,privatisation,Transfert des actifs publics à des propriétaires privés.,La privatisation des services publics tels que l'eau et l'énergie a été largement critiquée pour avoir réduit l'accessibilité.
405,prolifération,Augmentation rapide du nombre de quelque chose.,La prolifération de la désinformation sur les réseaux sociaux constitue une grave menace pour les processus démocratiques.
406,proximité,"Proximité spatiale, temporelle ou relationnelle.",La proximité géographique des centres économiques influence considérablement le développement et la croissance d'une région.
