id,front,back,example
224,всесторонний,Включая все аспекты; тщательно и полно.,"Комплексный подход к общественному здравоохранению должен включать как профилактику, так и лечение."
225,ограничение,Ограничение или запрет на действия.,Бюджетные ограничения часто не позволяют правительствам вкладывать достаточные средства в общественную инфраструктуру.
226,потребление,"Использование товаров, ресурсов или энергии.",Сокращение потребления энергии является ключевой стратегией борьбы с изменением климата в глобальном масштабе.
227,современный,Существующий или происходящий в настоящее время.,"Современное общество сталкивается с беспрецедентными вызовами, связанными с цифровыми технологиями и конфиденциальностью."
228,спорный,Вызывает серьезные разногласия или споры.,Использование ядерной энергии остается крайне спорной темой в экологических дебатах.
229,коррелировать,Показать взаимосвязь между двумя вещами.,"Исследования показывают, что более высокий уровень образования тесно коррелирует с лучшими экономическими показателями."
230,учебный план,"Предметы, преподаваемые в школе или на курсе.","Многие педагоги утверждают, что национальная учебная программа должна включать больше навыков критического мышления."
231,вырубка лесов,Масштабная вырубка лесов человеком.,Вырубка лесов в Амазонии в значительной степени обусловлена ​​расширением сельскохозяйственных угодий и разведением крупного рогатого скота.
232,демографические,"Статистические данные, относящиеся к определенной группе населения.",Демографические сдвиги в сторону старения населения создадут значительную нагрузку на пенсионные системы.
233,истощить,Уменьшить или исчерпать запас чего-либо.,Чрезмерный вылов рыбы продолжает истощать морские ресурсы с пугающей и неустойчивой скоростью.
234,ухудшаться,Постепенное ухудшение качества.,Без срочного вмешательства экологическая обстановка в городах будет продолжать ухудшаться.
235,цифровой,Относится к компьютерным технологиям и интернету.,Цифровое неравенство между богатыми и бедными странами рискует еще больше усугубить глобальное неравенство.
236,уменьшаться,"Сделать или уменьшиться, стать менее значимым.",Автоматизация может снизить спрос на низкоквалифицированную рабочую силу в обрабатывающей промышленности.
237,несоответствие,"Разница между вещами, которые должны совпадать.",Между заявленными целями правительства и его фактической политикой наблюдается заметное несоответствие.
238,дискриминация,Несправедливое обращение на основе принадлежности к определенной группе.,Дискриминация женщин на рабочем месте остается серьезным препятствием на пути к гендерному равенству.
239,неравенство,Существенная разница между вещами или группами.,Растущее неравенство в доходах между богатейшими и беднейшими гражданами угрожает социальной сплоченности.
240,перемещение,Принудительное выселение людей из их домов.,Вооруженные конфликты привели к перемещению миллионов людей по всему Ближнему Востоку.
241,сбой,"Нарушение, которое прерывает нормальную деятельность.",Цифровые инновации привели к масштабным изменениям традиционных бизнес-моделей и отраслей.
242,доминантный,"Самый могущественный, важный или влиятельный.",Английский язык стал доминирующим языком в международном бизнесе и академических исследованиях.
243,засуха,Длительный период аномально низкого уровня осадков.,Длительная засуха в странах Африки к югу от Сахары нанесла сокрушительный удар по сельскохозяйственному производству и продовольственной безопасности.
244,экологический,Относящийся к взаимосвязи между организмами и окружающей средой.,Промышленные методы ведения сельского хозяйства нанесли серьезный экологический ущерб почве и водным ресурсам.
245,акцент,Особое значение чему-либо придаётся.,В современных образовательных программах все больше внимания уделяется развитию «мягких навыков».
246,эпидемия,Широко распространенное заболевание в регионе.,Эпидемия ожирения в богатых странах связана с малоподвижным образом жизни и неправильным питанием.
247,равенство,"Состояние, обеспечивающее равные права и возможности.","Для достижения гендерного равенства на рабочем месте необходимы как законодательные реформы, так и культурные изменения."
248,этический,Относящийся к моральным принципам и правильному поведению.,"Использование искусственного интеллекта поднимает важные этические вопросы, касающиеся конфиденциальности и подотчетности."
249,расходы,"Сумма денег, потраченная на что-либо.",Увеличение государственных расходов на образование может принести значительные долгосрочные экономические выгоды.
250,эксплойт,Использовать ресурс несправедливо или злоупотреблять им.,Транснациональные корпорации подвергаются критике за эксплуатацию дешевой рабочей силы в развивающихся странах.
251,вымирание,Полное прекращение существования вида.,Деятельность человека ведет к стремительному вымиранию многочисленных видов растений и животных.
252,способствовать,Облегчить действие или процесс.,Улучшение транспортной инфраструктуры может значительно облегчить торговлю и стимулировать экономическое развитие.
253,фискальный,Относится к государственным доходам и налогообложению.,"Правительствам необходимо проводить осмотрительную фискальную политику, чтобы избежать чрезмерного накопления государственного долга."
254,гибкий,Способен легко адаптироваться к меняющимся условиям.,"Доказано, что гибкий график работы улучшает самочувствие и производительность сотрудников."
255,ископаемое топливо,"Источник энергии, образованный из древней органической материи.",Непрерывное сжигание ископаемого топлива является основной причиной глобального изменения климата.
256,хрупкий,Легко ломается или повреждается; хрупкий и уязвимый.,"У малых островных государств особенно хрупкие экосистемы, которым угрожает повышение уровня моря."
257,рамки,Базовая структура или система для управления действиями.,Необходима четкая правовая основа для этичного регулирования использования искусственного интеллекта.
258,фундаментальный,Формирование важнейшего фундамента или ядра.,"Доступ к чистой воде — это основополагающее право человека, которого многие люди до сих пор лишены."
259,глобализация,Усиление мировой экономической и культурной интеграции.,"Глобализация создала новые возможности для торговли, но также усилила экономическую конкуренцию."
260,здравоохранение,Организованное предоставление медицинских услуг населению.,"Всеобщее здравоохранение гарантирует, что все граждане получают медицинскую помощь независимо от уровня дохода."
261,гипотеза,Предложенное объяснение требует дальнейшей проверки.,"Исследователь выдвинул гипотезу о том, что диета напрямую влияет на когнитивное развитие детей."
262,идентичный,В точности такие же во всех деталях.,Исследование выявило практически идентичные результаты в двух группах с разным уровнем образования.
263,импликация,Вероятное последствие или предполагаемый смысл.,Рост автоматизации имеет существенные последствия для будущей занятости и распределения доходов.
264,стимул,"Что-то, что побуждает к желаемому действию.",Налоговые льготы могут стимулировать предприятия инвестировать в технологии возобновляемой энергии.
265,неравенство,Неравномерное распределение ресурсов или возможностей.,Растущее неравенство в доходах является одной из наиболее острых социальных проблем современной эпохи.
266,неизбежный,Это неизбежно произойдет; избежать этого невозможно.,"Некоторые экономисты утверждают, что технологическая безработица является неизбежным следствием автоматизации."
267,инфляция,Общий рост цен с течением времени.,Высокая инфляция снижает покупательную способность и непропорционально сильно затрагивает домохозяйства с низким уровнем дохода.
268,инновации,"Внедрение новых идей, методов или продуктов.",Дальнейшие инновации в области возобновляемой энергии имеют решающее значение для достижения глобальных целей устойчивого развития.
269,взаимодействие,Взаимные действия или общение между сторонами.,Личное общение имеет решающее значение для развития основных социальных навыков у маленьких детей.
270,вмешательство,"Действия, предпринятые для улучшения или предотвращения ситуации.",Своевременное вмешательство правительства имеет решающее значение для предотвращения усугубления финансового кризиса.
271,инвестиции,Распределение ресурсов с расчетом на будущую выгоду.,Прямые иностранные инвестиции играют решающую роль в ускорении экономического роста в развивающихся странах.
272,законодательство,"Законы или свод законов, принятых правительством.",Необходимо ужесточить законодательство для защиты работников от небезопасных условий труда.
273,грамотность,"Умение читать, писать или применять полученные навыки.",Высокий уровень грамотности тесно связан с повышением экономической производительности и улучшением социальных показателей.
274,маргинализировать,Относиться к какой-либо группе как к незначительной или второстепенной.,"Экономическая политика, игнорирующая сельские районы, как правило, еще больше маргинализирует и без того уязвимые сообщества."
275,механизм,Система или процесс для достижения результата.,Эффективные механизмы регулирования имеют решающее значение для предотвращения монополистической практики на свободных рынках.
276,методология,"Система методов, используемых в исследованиях.",Выводы исследования были поставлены под сомнение из-за существенных недостатков в его методологии.
277,миграция,Перемещение людей из одного места в другое.,В последние десятилетия во многих развивающихся странах ускорилась экономическая миграция в городские центры.
278,образ мышления,Устоявшийся набор взглядов или убеждений.,Установка на развитие побуждает студентов рассматривать ошибки как возможности для обучения.
279,мобильность,Способность свободно перемещаться между позициями.,Образование широко признано основным фактором социальной мобильности в современных обществах.
280,смертность,Показатель смертности в популяции.,Улучшение санитарных условий значительно снизило уровень детской смертности в развивающихся странах.
281,мотивация,"Причина или мотив, побуждающий человека к действию.","Учащиеся с высокой внутренней мотивацией, как правило, показывают лучшие результаты, чем те, кто мотивирован только внешними вознаграждениями."
282,муниципальный,Относящийся к городскому или муниципальному управлению.,Муниципальные власти несут ответственность за управление системами сбора отходов и общественного транспорта.
283,повествование,Устное или письменное изложение событий.,Средства массовой информации играют важную роль в формировании общественного мнения по вопросу иммиграции.
284,вести переговоры,Достичь соглашения путем обсуждения.,Мировые лидеры должны заключать обязательные соглашения для эффективного решения проблемы глобального изменения климата.
285,ожирение,"Состояние, при котором человек имеет избыточный вес.",В многих странах резко возросло число случаев детского ожирения из-за нездоровых пищевых привычек.
286,обязательство,Моральный или юридический долг что-либо сделать.,"Богатые страны несут моральную обязанность оказывать помощь странам, наиболее пострадавшим от изменения климата."
287,препятствие,"Что-то, что препятствует прогрессу или достижению целей.",Недостаток финансирования остается серьезным препятствием для реформы образования во многих странах.
288,оппозиция,Сопротивление или конфликт против чего-либо.,Предложенное расширение дороги встретило ожесточенное сопротивление со стороны местных экологических групп.
289,органический,Произведено без использования искусственных химикатов; природного происхождения.,"Спрос на органические продукты питания значительно вырос, поскольку потребители стали больше заботиться о своем здоровье."
290,перенаселенность,Слишком много людей на ограниченном пространстве.,Стремительная урбанизация привела к серьезной перенаселенности крупных городов развивающихся стран.
291,пандемия,"Болезнь, распространяющаяся по целым странам мира.",Пандемия COVID-19 выявила критические недостатки в глобальной инфраструктуре общественного здравоохранения.
292,штраф,Наказание за нарушение правила или закона.,Введение более суровых финансовых санкций за загрязнение окружающей среды может отпугнуть промышленные предприятия от нарушений природоохранного законодательства.
293,восприятие,Убеждение или интерпретация чего-либо.,"Общественное восприятие иммиграции зачастую формируется скорее освещением в СМИ, чем статистическими данными."
294,перспектива,Определенная точка зрения или способ восприятия вещей.,"Крайне важно рассмотреть этот вопрос с точки зрения тех, кто непосредственно затронут этой проблемой."
295,феномен,"Наблюдаемый факт или событие, часто примечательное.","Урбанизация — это глобальное явление, которое предоставляет как возможности, так и значительные вызовы."
296,бедность,Состояние крайней нищеты.,Искоренение крайней нищеты остается одной из важнейших целей международного развития.
297,предрассудки,"Несправедливое мнение, не основанное на разуме.","Для борьбы с расовыми предрассудками необходимы как правовая реформа, так и широкомасштабные образовательные инициативы."
298,приоритет,"Что-то, что считается наиболее важным.",Улучшение доступа к качественному образованию должно быть первоочередной задачей любого ответственного правительства.
299,производительность,Эффективность выпуска продукции на единицу затраченных ресурсов.,Инвестиции в обучение сотрудников — один из наиболее эффективных способов повышения производительности труда.
300,прогрессивный,Выступая за реформы и социальный прогресс.,"Прогрессивная система налогообложения гарантирует, что лица с более высокими доходами будут вносить большую долю налогов."
301,пропорция,Часть целого; сравнительное соотношение.,Непропорционально большая часть национального богатства принадлежит небольшой доле населения.
302,психологический,Относящийся к разуму и психическим процессам.,"Безработица может иметь серьезные психологические последствия, включая депрессию и потерю самоидентичности."
303,рецессия,Период значительного экономического спада.,В период рецессии рост безработицы и снижение потребительских расходов создают замкнутый круг.
304,реабилитация,Процесс восстановления здоровья или нормальной жизни.,"Инвестиции в реабилитационные программы снижают уровень повторных правонарушений более эффективно, чем одно лишь тюремное заключение."
305,возобновляемый,"Ресурс, который может быть восполнен естественным путем.",Инвестиции в возобновляемые источники энергии имеют решающее значение для снижения зависимости от ископаемого топлива в глобальном масштабе.
306,ограничение,"Правило или условие, ограничивающее деятельность.",Введенные во время пандемии ограничения на поездки вызвали значительные сбои в сфере мирового туризма.
307,доход,"Доход, получаемый государством или бизнесом.","Правительства полагаются на налоговые поступления для финансирования важнейших государственных услуг, таких как здравоохранение и образование."
308,революция,Драматические и фундаментальные изменения в обществе.,Промышленная революция коренным образом изменила мировую экономику и структуру человеческого труда.
309,санитария,Системы для поддержания гигиены и управления отходами.,Недостаточные санитарные условия в густонаселенных городских районах способствуют распространению инфекционных заболеваний.
310,дефицит,Недостаточное предложение необходимого ресурса.,Нехватка воды представляет собой одну из самых серьезных угроз для выживания человечества в ближайшие десятилетия.
311,скептически,Склонен подвергать сомнению или оспаривать утверждения.,Многие экономисты по-прежнему скептически относятся к долгосрочной устойчивости нынешних государственных расходов.
312,социальная мобильность,Способность перемещаться между социальными классами.,Образование повсеместно считается наиболее мощным инструментом повышения социальной мобильности.
313,стереотип,Фиксированное упрощенное изображение группы.,В средствах массовой информации часто подкрепляются вредные стереотипы о меньшинствах.
314,стимул,"Что-либо, что провоцирует реакцию или действие.",Правительство запустило масштабный пакет мер по стимулированию экономики для ее восстановления после рецессии.
315,пригород,Жилой район на окраине города.,Рост пригородов привел к увеличению зависимости от автомобилей и способствовал разрастанию городов.
316,наблюдение,"Пристальное наблюдение, особенно со стороны властей.",Массовая слежка со стороны правительств вызывает серьезные опасения по поводу неприкосновенности частной жизни и гражданских свобод.
317,налогообложение,Система взимания налогов с граждан.,Справедливое и прогрессивное налогообложение имеет важное значение для финансирования государственных услуг и сокращения неравенства.
318,переход,Переход из одного состояния в другое.,Для ограничения глобального повышения температуры крайне важен быстрый переход к возобновляемым источникам энергии.
319,прозрачность,Открытость и ясность в процессах или управлении.,Повышение прозрачности государственных расходов может способствовать снижению коррупции и укреплению доверия населения.
320,безработица,Состояние отсутствия оплачиваемой работы.,"Структурная безработица, вызванная автоматизацией, представляет собой серьезную проблему для правительств во всем мире."
321,урбанизация,"Увеличение доли населения, проживающего в городах.","Стремительная урбанизация в Азии привела к появлению мегаполисов, но также и к серьезным проблемам с инфраструктурой."
322,вакцинация,"Лечение, обеспечивающее иммунитет против болезней.","Программы массовой вакцинации позволили искоренить такие заболевания, как оспа, и взять под контроль полиомиелит во всем мире."
323,добровольный,"Совершено добровольно, без внешнего принуждения.",Добровольческие организации играют решающую роль в поддержке уязвимых слоев населения.
324,уязвимость,Подверженность опасности или трудностям.,Малые островные государства крайне уязвимы перед последствиями повышения уровня моря.
325,широко распространенный,Обнаружено или распространено на большой территории.,Широкое распространение интернета изменило способы общения и доступ к информации во всем мире.
326,рабочая сила,"Всех людей, готовых к трудоустройству.",Старение рабочей силы создает серьезные проблемы для пенсионных систем развитых стран.
327,урожай,Производить или обеспечивать результат или урожай.,Усовершенствованные методы ведения сельского хозяйства помогли фермерам получать более высокие урожаи в засушливых регионах.
328,усугубить,Усугубить проблему или ситуацию.,"Ожидается, что изменение климата усугубит существующие проблемы продовольственной безопасности в уязвимых регионах."
329,распределение,Распределение ресурсов в определенных целях.,Эффективное распределение государственных средств имеет решающее значение для улучшения показателей здравоохранения в стране.
330,интеграция,Процесс объединения частей в целое.,Для успешной социальной интеграции мигрантов необходимы инвестиции в языковое образование и поддержку со стороны местного сообщества.
331,подотчетность,Ответственность за свои действия и решения.,Повышение подотчетности государственных институтов имеет важное значение для поддержания доверия граждан к правительству.
332,адаптивный,Способен адаптироваться к новым условиям.,Стратегии адаптивного управления позволяют организациям эффективно реагировать на быстро меняющуюся среду.
333,усугубить,Усугубить проблему или ситуацию.,Неадекватные меры реагирования правительства могут усугубить социальные последствия экономического спада.
334,антропогенный,Вызвано или создано деятельностью человека.,"Ученые сходятся во мнении, что антропогенные выбросы парниковых газов являются основной причиной глобального потепления."
335,ассимиляция,Поглощение группы доминирующей культурой.,Принудительная культурная ассимиляция коренных народов получила широкое осуждение со стороны правозащитных организаций.
336,режим жесткой экономии,Жесткое сокращение государственных расходов для снижения государственного долга.,"Меры жесткой экономии, введенные после финансового кризиса, привели к серьезному сокращению государственных услуг."
337,автоматизация,Использование технологий для автоматического выполнения задач.,Автоматизация производственных процессов значительно сократила потребность в неквалифицированной рабочей силе.
338,биоразлагаемый,Способен разлагаться природными организмами.,Замена пластиковой упаковки на биоразлагаемую — ключевой шаг на пути к снижению загрязнения окружающей среды.
339,бюрократия,Сложная система правил и официальных процедур.,Избыточная бюрократия в государственных учреждениях может препятствовать эффективному предоставлению основных услуг.
340,катализатор,"Что-либо, что запускает или ускоряет процесс.",Пандемия послужила катализатором для повсеместного внедрения удаленной работы во всем мире.
341,гражданская активность,Активное участие в общественной и политической жизни.,Низкий уровень гражданской активности среди молодежи представляет собой серьезную угрозу для демократического управления.
342,сосуществование,"Мирное сосуществование, несмотря на различия.",Для достижения мирного сосуществования между различными этническими общинами необходимы взаимное уважение и понимание.
343,когнитивный,Относящийся к мыслительным процессам и обучению.,Дошкольное образование оказывает глубокое влияние на долгосрочное когнитивное развитие и успеваемость.
344,сплоченность,Способность образовывать единое целое.,Высокий уровень неравенства подрывает социальную сплоченность и повышает риск гражданских беспорядков.
345,коммерциализировать,Рассматривать что-либо как коммерческий продукт.,"Критики утверждают, что правительства не должны превращать образование в товар, рассматривая его как рыночный продукт."
346,принудительный,Требуется законом или правилами; обязательно.,Законы об обязательном образовании сыграли решающую роль в повышении уровня грамотности во всем мире.
347,зачать,Сформировать или развить идею или план.,Трудно представить себе устойчивое будущее без радикального изменения энергопотребления.
348,консолидировать,Объединить или укрепить в единое целое.,Слияние позволило двум компаниям консолидировать ресурсы и повысить операционную эффективность.
349,загрязнение,Наличие вредных загрязняющих веществ в веществе.,Промышленные отходы привели к широкомасштабному загрязнению грунтовых вод в окружающих сельских районах.
350,спор,Предмет спора или предмет ожесточенного спора.,Иммиграционная политика остается одним из главных спорных вопросов в политических дебатах во многих странах.
351,децентрализация,Передача полномочий от центральных властей местным органам власти.,Усилия по децентрализации управления могут расширить возможности местных сообществ и улучшить предоставление государственных услуг.
352,преднамеренный,Сделано намеренно; тщательно обдумать.,"Исключение голосов меньшинств из политических дискуссий, по всей видимости, является преднамеренной политической стратегией."
353,зависимость,Состояние сильной зависимости от чего-либо.,Многие развивающиеся страны сталкиваются с трудностями в снижении своей экономической зависимости от одного экспортного товара.
354,лишение,Ужасающая нехватка предметов первой необходимости.,"Дети, выросшие в районах с крайне низким уровнем жизни, значительно реже добиваются успехов в учебе."
355,опустынивание,"Деградация земель до состояния, подобного пустыне.","Опустынивание угрожает средствам к существованию миллионов людей, живущих в полузасушливых регионах по всему миру."
356,ухудшение,Процесс постепенного ухудшения состояния.,Ухудшение состояния городской инфраструктуры создает серьезную угрозу безопасности для жителей многих городов.
357,непропорциональный,Слишком большой или слишком маленький по сравнению с чем-либо ещё.,Маргинализированные сообщества несут непропорционально большую часть бремени последствий загрязнения окружающей среды.
358,избирательный,Относящийся к выборам или процессу голосования.,Избирательная реформа необходима для обеспечения справедливого представительства всех граждан в правительстве.
359,эмиграция,Покидать свою страну и поселиться в другом месте.,Высокие темпы эмиграции могут лишить развивающиеся страны их наиболее квалифицированных и образованных граждан.
360,эмпирический,"Основано на наблюдениях и доказательствах, а не на теории.","Обоснованные политические решения должны основываться на эмпирических данных, а не на идеологических предположениях."
361,поддержка,Публичное заявление о поддержке или одобрении.,Поддержка со стороны знаменитостей может существенно повлиять на общественное мнение по важным социальным и политическим вопросам.
362,предпринимательство,Деятельность по созданию и ведению бизнеса.,"Правительства могут стимулировать экономический рост, создавая условия, благоприятствующие предпринимательству и инновациям."
363,этическая дилемма,"Конфликт, требующий выбора между моральными принципами.","Достижения в области генной инженерии ставят перед обществом серьезные этические дилеммы, требующие тщательного обсуждения."
364,обострение,Процесс усугубления проблемы.,Быстрый рост населения приводит к обострению дефицита ресурсов в и без того испытывающих трудности регионах.
365,исключение,"Действие, заключающееся в отказе в доступе или членстве.",Социальная изоляция уязвимых групп населения является серьезным препятствием на пути к достижению подлинного равенства в обществе.
366,эксплуатация,Недобросовестное использование кого-либо или чего-либо в корыстных целях.,Эксплуатация дешевой рабочей силы в развивающихся странах транснациональными корпорациями вызывает серьезные этические опасения.
367,экспоненциальный,Увеличение или уменьшение с быстро возрастающей скоростью.,Экспоненциальный рост использования социальных сетей изменил способы потребления информации людьми во всем мире.
368,колебания,Нерегулярные изменения или колебания во времени.,"Резкие колебания мировых цен на нефть могут дестабилизировать экономику стран, зависящих от нефти."
369,сформулировать,Создавать или разрабатывать систематически.,"Правительствам необходимо тщательно разрабатывать политику, которая обеспечивает баланс между экономическим ростом и защитой окружающей среды."
370,фрагментация,"Разложение чего-либо на мелкие, изолированные части.",Раздробленность политических партий значительно затрудняет формирование стабильных правительств.
371,валовой внутренний продукт,Общая денежная стоимость годового объема производства страны.,"Многие экономисты утверждают, что валовой внутренний продукт является неадекватным показателем национального благосостояния."
372,гегемония,Преобладание одной группы над другими.,Культурная гегемония западных стран оказала значительное влияние на мировые СМИ и потребительские предпочтения.
373,гомогенизация,Обеспечение единообразия или схожести во всем.,"Критики утверждают, что глобализация приводит к культурной гомогенизации обществ за счет уменьшения разнообразия."
374,гуманитарный,Заинтересованы в улучшении благосостояния людей и сокращении их страданий.,"Международная гуманитарная помощь имеет жизненно важное значение для поддержки населения, пострадавшего от вооруженных конфликтов и стихийных бедствий."
375,идеология,"Система убеждений, лежащая в основе политических действий.","Экономическая политика зачастую формируется скорее политической идеологией, чем эмпирическими данными и исследованиями."
376,навязывать,"Навязывать что-либо другим силой, используя свою власть.","Международные организации могут вводить санкции против правительств, нарушающих соглашения о правах человека."
377,заключение под стражу,"Состояние, в котором человек находится в заключении.",Высокий уровень тюремного заключения в некоторых странах поднимает серьезные вопросы о правосудии и реабилитации.
378,зарождение,Начало или основание чего-либо.,С момента своего основания организация добилась значительных успехов в борьбе с бедностью во всем мире.
379,инклюзивный,Не исключая ни одну группу или отдельного человека.,"Инклюзивная система образования гарантирует, что дети с ограниченными возможностями получают равные возможности для обучения."
380,местный,Естественного происхождения в определенном регионе.,Права коренных народов на их исконные земли должны быть защищены международным правом.
381,индустриализация,Переход к крупномасштабному промышленному производству.,"Индустриализация развивающихся стран принесла экономический рост, но также и значительный ущерб окружающей среде."
382,неэффективность,Неспособность оптимально использовать время или ресурсы.,Широко распространенная бюрократическая неэффективность препятствует эффективному и справедливому предоставлению государственных услуг.
383,институциональный,Относящийся к существующим организациям или системам.,"Институциональный расизм, укоренившийся в правовых системах, продолжает ставить меньшинства в невыгодное положение во всем мире."
384,взаимозависимость,Взаимная зависимость между двумя или более группами.,Глобальная пандемия продемонстрировала глубокую взаимозависимость национальных экономик в современном мире.
385,запугивание,Использование страха или угроз для принуждения кого-либо.,Запугивание избирателей подрывает демократический процесс и препятствует проведению свободных и справедливых выборов.
386,юрисдикция,"Официальный орган, уполномоченный применять законы.","Киберпреступность представляет собой сложную проблему, поскольку она часто совершается в рамках нескольких правовых юрисдикций."
387,сопоставить,"Соединить два предмета, чтобы подчеркнуть контраст.","В докладе сопоставляется образ жизни богатой элиты с образом жизни людей, живущих в крайней нищете."
388,законный,Соответствует закону или общепринятым стандартам.,Легитимное правительство должно быть подотчетно своим гражданам и уважать основные права человека.
389,недоедание,Плохое состояние здоровья вследствие недостаточного или несбалансированного питания.,Широко распространенное недоедание в зонах конфликтов представляет собой серьезный и неотложный глобальный гуманитарный кризис.
390,проявление,Видимый знак или выражение чего-либо.,Бездомность — это яркое проявление провала жилищной политики во многих развитых городах.
391,маргинализация,"Процесс, при котором группа рассматривается как периферийная.",Маргинализация этнических меньшинств на рынке труда увековечивает циклы бедности и неравенства.
392,меритократия,"Система, в которой продвижение по службе основано на способностях.","Критики утверждают, что подлинная меритократия невозможна до тех пор, пока не будет решена проблема системного неравенства."
393,смягчение,"Действие, направленное на снижение тяжести вредного воздействия.",Для ограничения наихудших последствий глобального изменения климата срочно необходимы эффективные стратегии смягчения его последствий.
394,монополия,Исключительный контроль над рынком со стороны одной организации.,Бесконтрольные монополии снижают конкуренцию и в конечном итоге приводят к повышению цен для потребителей.
395,многосторонний,Участие более чем двух сторон или государств.,Для эффективного решения проблемы изменения климата необходимо многостороннее сотрудничество между всеми основными странами-эмитентами.
396,пренебрегать,Неспособность позаботиться о чем-либо или уделить этому недостаточно внимания.,"Многолетнее политическое бездействие привело к тому, что многие сельские общины остались без надлежащего здравоохранения и образования."
397,неолиберальный,"Выступает за свободный рынок, приватизацию и дерегулирование.","Критики утверждают, что неолиберальная экономическая политика увеличила разрыв между богатыми и бедными во всем мире."
398,нормы,Принятые нормы поведения в обществе.,"Изменение социальных норм, касающихся гендерных ролей, постепенно трансформировало современное рабочее место."
399,устаревший,Больше не используется; устарело и заменено более старым вариантом.,Стремительный технологический прогресс сделал многие традиционные производственные навыки практически устаревшими.
400,угнетение,Длительное проявление несправедливой власти или контроля над другими.,"Историческое угнетение меньшинств породило глубоко укоренившееся неравенство, которое сохраняется и по сей день."
401,вспышка,Внезапное возникновение болезни или насилия.,Вспышка нового вирусного заболевания привела к незамедлительному принятию международных мер по обеспечению чрезвычайной ситуации в области общественного здравоохранения.
402,на душу населения,Для каждого человека в данной популяции.,ВВП на душу населения обычно используется для сравнения среднего уровня жизни в разных странах.
403,поляризация,Разделение на две резко контрастирующие группы.,Политическая поляризация значительно затруднила двухпартийное сотрудничество по важнейшим национальным вопросам.
404,приватизация,Передача государственных активов в частную собственность.,"Приватизация коммунальных услуг, таких как водоснабжение и энергоснабжение, подвергается широкой критике за снижение доступности."
405,распространение,Быстрое увеличение количества чего-либо.,Распространение дезинформации в социальных сетях представляет серьезную угрозу демократическим процессам.
406,близость,"Близость в пространстве, времени или отношениях.",Географическая близость к экономическим центрам оказывает существенное влияние на развитие и рост региона.
407,ратифицировать,Официально утвердить соглашение или закон.,"Для того чтобы глобальные обязательства в области климата имели значимый эффект, Парижское соглашение должно ратифицировать больше стран."
408,рецидивизм,Склонность к повторным правонарушениям после предыдущей судимости.,"Доказано, что эффективные реабилитационные программы снижают уровень рецидивизма среди бывших правонарушителей."
409,перераспределение,Перераспределение ресурсов для достижения большего равенства.,Прогрессивное налогообложение позволяет перераспределять богатство от самых богатых к самым обездоленным.
410,усилить,Укрепить или поддержать существующую идею или структуру.,Освещение преступности в СМИ может непреднамеренно укреплять негативные стереотипы об определенных социальных группах.
411,устойчивость,Способность быстро восстанавливаться после трудностей.,"Повышение устойчивости сообществ имеет решающее значение для того, чтобы помочь населению противостоять последствиям изменения климата."
412,ответные меры,"Действия, предпринятые в ответ на травму или нападение.",Ответные торговые меры между крупнейшими экономиками могут спровоцировать разрушительный цикл эскалации тарифов.
413,сегрегация,Принудительное разделение групп в обществе.,Расовая сегрегация в системах образования имеет долгосрочные негативные последствия для социального равенства.
414,социально-экономический,"Это связано как с социальными, так и с экономическими факторами.","Социально-экономическое положение ребенка остается одним из наиболее значимых факторов, определяющих его успеваемость."
415,суверенитет,Высшая власть и независимость государства.,Международные соглашения порой противоречат стремлению государств сохранить полный экономический суверенитет.
416,субсидировать,Оказывать финансовую поддержку за счет государственных средств.,"Многие правительства субсидируют возобновляемые источники энергии, чтобы сделать их более конкурентоспособными по сравнению с ископаемым топливом."
417,восприимчивый,"Вероятно, подвержен воздействию чего-либо или уязвим перед чем-либо.","Пожилые люди особенно восприимчивы к тяжелым заболеваниям, вызываемым респираторными инфекционными болезнями."
418,системный,"Относится к системе в целом, а не к какой-либо её части.","Для решения проблемы бедности необходимы системные изменения, а не разрозненные меры, направленные на устранение отдельных симптомов."
419,переформулировать,Выразить или придумать заново в новой форме.,"В свете новых данных правительствам, возможно, потребуется пересмотреть свой подход к политике в области общественного здравоохранения."
420,сокращение,Снижение объёма производства или экономической активности.,Резкое сокращение мировой торговли во время пандемии выявило уязвимость цепочек поставок.
421,аберрация,Отклонение от нормы или ожидаемого результата.,"Некоторые экономисты считают финансовый кризис 2008 года скорее аномалией, чем структурным сбоем рынков."
422,отречься,Невыполнение обязанности или ответственности.,"Правительства, сокращающие государственные услуги, могут быть обвинены в отказе от своих обязанностей перед уязвимыми группами населения."
423,враждебность,Острая враждебность в речи или манере поведения.,Переговоры по Brexit характеризовались значительной ожесточенностью между представителями ЕС и Великобритании.
424,амальгамат,Объединить или связать в единое целое.,Для повышения эффективности административной работы и снижения операционных расходов было проведено объединение нескольких небольших отделов.
425,улучшить,Сделать неприятную ситуацию лучше или более терпимой.,Международные программы помощи направлены на улучшение условий жизни перемещенного населения в зонах конфликтов.
426,анахронизм,Что-то неуместное в свою историческую эпоху.,"Критики утверждают, что неизбираемая верхняя палата парламента стала демократическим анахронизмом в современном обществе."
427,асимметрия,Отсутствие равенства или эквивалентности между частями.,Информационная асимметрия между покупателями и продавцами может привести к сбоям рынка и неэффективным результатам.
428,потертость,Постепенное снижение за счет длительного давления или потери.,"Затяжной конфликт перерос в войну на истощение, которая израсходовала ресурсы обеих противоборствующих сторон."
