id,front,back,example
129,ভূমিকা,কারো বা কিছুর কার্য বা অবস্থান।,সামাজিক বৈষম্য হ্রাস এবং সামাজিক গতিশীলতা বৃদ্ধিতে শিক্ষা গুরুত্বপূর্ণ ভূমিকা পালন করে।
130,গ্রামীণ,শহরের চেয়ে গ্রামাঞ্চলের সাথে সম্পর্কিত।,গ্রামীণ সম্প্রদায়গুলি প্রায়শই শহুরে জনসংখ্যার মতো একই শিক্ষামূলক সম্পদের অ্যাক্সেসের অভাব বোধ করে।
131,সেক্টর,অর্থনীতি বা সমাজের একটি স্বতন্ত্র অংশ।,নাগরিকদের কাছে প্রয়োজনীয় পরিষেবা পৌঁছে দেওয়ার ক্ষেত্রে সরকারি খাত গুরুত্বপূর্ণ ভূমিকা পালন করে।
132,উল্লেখযোগ্য,গুরুত্বপূর্ণ বা প্রভাব ফেলার জন্য যথেষ্ট বড়।,সাম্প্রতিক দশকগুলিতে অপরাধের হার পরিসংখ্যানগতভাবে উল্লেখযোগ্যভাবে হ্রাস পেয়েছে।
133,সমাজ,একসাথে বসবাসকারী মানুষের একটি সম্প্রদায়।,একটি ন্যায্য ও ন্যায়সঙ্গত সমাজের অবশ্যই তার সকল নাগরিকের জন্য সমান সুযোগ নিশ্চিত করতে হবে।
134,সমাধান,সমস্যা সমাধানের একটি উপায়।,বিশ্বব্যাপী জলবায়ু পরিবর্তনের দীর্ঘমেয়াদী সমাধান খুঁজে বের করার জন্য আন্তর্জাতিক সহযোগিতা প্রয়োজন।
135,উৎস,কোনও কিছুর উৎপত্তি বা সরবরাহ।,একাডেমিক কাজে প্রমাণ উপস্থাপনের সময় গবেষকদের অবশ্যই নির্ভরযোগ্য উৎসের উল্লেখ করতে হবে।
136,মান,প্রত্যাশিত মানের বা অর্জনের একটি স্তর।,জাতীয় অর্থনৈতিক প্রতিযোগিতামূলক ক্ষমতা উন্নত করার জন্য শিক্ষার মান বৃদ্ধি অপরিহার্য বলে মনে করা হয়।
137,কৌশল,দীর্ঘমেয়াদী লক্ষ্য অর্জনের জন্য তৈরি একটি পরিকল্পনা।,স্থূলতার ক্রমবর্ধমান মাত্রা মোকাবেলায় সরকার একটি নতুন জাতীয় কৌশল উন্মোচন করেছে।
138,গঠন,কোনও কিছুর অংশগুলির সুসংগঠিত বিন্যাস।,অনমনীয় সামাজিক কাঠামো ঊর্ধ্বমুখী গতিশীলতা রোধ করতে পারে এবং বৈষম্যকে স্থায়ী করতে পারে।
139,পরামর্শ দেওয়া,একটি ধারণা বা সম্ভাবনা সামনে আনা।,"প্রমাণ থেকে জানা যায় যে, শৈশবকালীন শিক্ষার জ্ঞানীয় বিকাশের জন্য দীর্ঘস্থায়ী সুবিধা রয়েছে।"
140,সমর্থন,কোনও কিছুর পক্ষে সহায়তা করা বা যুক্তি দেওয়া।,অর্থনৈতিক মন্দার সময় ক্ষুদ্র ব্যবসার জন্য সরকারি আর্থিক সহায়তা অত্যন্ত গুরুত্বপূর্ণ।
141,টিকিয়ে রাখা,সময়ের সাথে সাথে কিছু বজায় রাখা বা চালিয়ে যাওয়া।,পরিবেশের ক্ষতি না করে অর্থনৈতিক প্রবৃদ্ধি ধরে রাখার নীতি গ্রহণ করা অত্যন্ত গুরুত্বপূর্ণ।
142,সিস্টেম,আন্তঃসম্পর্কিত উপাদানের একটি সংগঠিত সেট।,একটি সুস্থ ও উৎপাদনশীল জনসংখ্যা বজায় রাখার জন্য একটি সু-তহবিলযুক্ত স্বাস্থ্যসেবা ব্যবস্থা অপরিহার্য।
143,লক্ষ্য,বিশেষভাবে লক্ষ্য করা একটি উদ্দেশ্য বা গোষ্ঠী।,২০৫০ সালের মধ্যে গ্রিনহাউস গ্যাস নির্গমন কমানোর জন্য দেশগুলিকে উচ্চাভিলাষী লক্ষ্য নির্ধারণ করতে হবে।
144,প্রযুক্তি,ব্যবহারিক উদ্দেশ্যে প্রয়োগ করা বৈজ্ঞানিক জ্ঞান।,প্রযুক্তির অগ্রগতির ফলে বিশ্বের যেকোনো প্রান্তে তথ্য অ্যাক্সেস করা সম্ভব হয়েছে।
145,ঝোঁক,কোনও কিছুর প্রতি সাধারণ ঝোঁক থাকা।,উন্নয়নশীল দেশগুলির তুলনায় ধনী দেশগুলি মাথাপিছু বেশি কার্বন নির্গমন করে।
146,তত্ত্ব,ঘটনা ব্যাখ্যা করার জন্য ব্যবহৃত ধারণার একটি ব্যবস্থা।,ডারউইনের বিবর্তন তত্ত্ব পৃথিবীতে জীবন সম্পর্কে আমাদের ধারণাকে মৌলিকভাবে বদলে দিয়েছে।
147,ঐতিহ্যবাহী,দীর্ঘস্থায়ী রীতিনীতি এবং অনুশীলনের উপর ভিত্তি করে।,বিশ্বায়ন অনেক সমাজে ঐতিহ্যবাহী মূল্যবোধ এবং সাংস্কৃতিক পরিচয়কে চ্যালেঞ্জ করেছে।
148,রূপান্তর করা,কোনও কিছুর রূপ বা প্রকৃতি সম্পূর্ণরূপে পরিবর্তন করা।,ডিজিটাল প্রযুক্তি মানুষের কাজ এবং যোগাযোগের ধরণকে রূপান্তরিত করার ক্ষমতা রাখে।
149,প্রবণতা,একটি সাধারণ দিক যেখানে কোনও কিছুর বিকাশ ঘটছে।,আগামী দশকগুলিতে নগরায়ণের দিকে বিশ্বব্যাপী প্রবণতা হ্রাস পাওয়ার কোনও লক্ষণ দেখা যাচ্ছে না।
150,নগর,একটি শহরের সাথে সম্পর্কিত বা বৈশিষ্ট্যযুক্ত।,দ্রুত নগর উন্নয়ন গণপরিবহন অবকাঠামোর উপর বিরাট চাপ সৃষ্টি করেছে।
151,মূল্য,কোনও কিছুর জন্য নির্ধারিত গুরুত্ব বা মূল্য।,সমতা ও ন্যায়বিচারের মতো মূল মূল্যবোধগুলি বেশিরভাগ আধুনিক গণতান্ত্রিক সংবিধানের ভিত্তি।
152,পরিবর্তিত হওয়া,অবস্থার উপর নির্ভর করে ভিন্ন হওয়া বা পরিবর্তন করা।,আয় এবং স্বাস্থ্যসেবার মানের উপর নির্ভর করে দেশভেদে আয়ুষ্কাল উল্লেখযোগ্যভাবে পরিবর্তিত হয়।
153,শিকার,অপরাধ বা দুর্ভাগ্যের দ্বারা ক্ষতিগ্রস্ত ব্যক্তি।,পারিবারিক সহিংসতার শিকার ব্যক্তিদের পুনরুদ্ধারে সহায়তা করার জন্য পর্যাপ্ত সহায়তা ব্যবস্থা অবশ্যই স্থাপন করতে হবে।
154,কল্যাণ,"একজন ব্যক্তির স্বাস্থ্য, সুখ এবং মঙ্গল।",কল্যাণ রাষ্ট্র বেকারত্ব বা অসুস্থতার সময় নাগরিকদের জন্য একটি নিরাপত্তা বেষ্টনী প্রদান করে।
155,প্রবেশাধিকার,কিছু পাওয়ার বা ব্যবহারের ক্ষমতা বা অধিকার।,স্বাস্থ্যসেবার সমান সুযোগ নিশ্চিত করা যেকোনো ন্যায়পরায়ণ সরকারের একটি মৌলিক কর্তব্য।
156,মানিয়ে নেওয়া,নতুন অবস্থা বা পরিস্থিতিতে খাপ খাইয়ে নেওয়া।,প্রতিযোগিতামূলক টিকে থাকার জন্য ব্যবসাগুলিকে দ্রুত পরিবর্তনশীল বাজার পরিস্থিতির সাথে ক্রমাগত খাপ খাইয়ে নিতে হবে।
157,ঠিকানা,কোনও সমস্যা মোকাবেলা করা বা সে সম্পর্কে কথা বলা।,নীতিনির্ধারকদের অবশ্যই প্রধান শহরগুলিতে ক্রমবর্ধমান গৃহহীনতার সমস্যাটি জরুরিভাবে সমাধান করতে হবে।
158,পর্যাপ্ত,সন্তোষজনক বা কোনও নির্দিষ্ট উদ্দেশ্যে যথেষ্ট।,প্রতিটি শিশুর পর্যাপ্ত শিক্ষা এবং পুষ্টি পাওয়ার অধিকার রয়েছে।
159,সংস্থা,অন্যের পক্ষে কাজ করে এমন একটি সংস্থা; স্বায়ত্তশাসন।,পরিবেশ সুরক্ষা বিষয়গুলি তদারকি করার জন্য বিশেষভাবে একটি সরকারি সংস্থা প্রতিষ্ঠা করা হয়েছিল।
160,তর্ক করা,একটি অবস্থানের সমর্থনে যুক্তি উপস্থাপন করা।,অনেক অর্থনীতিবিদ যুক্তি দেন যে মুক্ত বাণিজ্য উন্নয়নশীল এবং উন্নত উভয় দেশকেই উপকৃত করে।
161,সচেতন,কোন কিছুর জ্ঞান বা সচেতনতা থাকা।,তরুণরা তাদের ভবিষ্যতের উপর জলবায়ু পরিবর্তনের পরিণতি সম্পর্কে ক্রমশ সচেতন হচ্ছে।
162,ভারসাম্য,একটি সমান বন্টন বা স্থিতিশীল ভারসাম্য।,পরিবেশ রক্ষার পাশাপাশি অর্থনৈতিক প্রবৃদ্ধিকে উৎসাহিত করার জন্য একটি ভারসাম্যপূর্ণ পদ্ধতির প্রয়োজন।
163,বাধা,এমন কিছু যা প্রবেশাধিকার বা অগ্রগতিতে বাধা দেয়।,আর্থিক প্রতিবন্ধকতা অনেক মেধাবী শিক্ষার্থীকে উচ্চশিক্ষা গ্রহণে বাধাগ্রস্ত করছে।
164,আচরণ,একজন ব্যক্তি বা জীব যেভাবে কাজ করে।,শিক্ষামূলক কর্মসূচি কার্যকরভাবে আচরণ পরিবর্তন করতে পারে এবং স্বাস্থ্যকর জীবনধারার পছন্দগুলিকে উৎসাহিত করতে পারে।
165,বাজেট,একটি নির্দিষ্ট সময়ের জন্য আয় এবং ব্যয়ের একটি অনুমান।,সরকারকে জাতীয় বাজেটের পর্যাপ্ত অংশ জনশিক্ষার জন্য বরাদ্দ করতে হবে।
166,মূলধন,সম্পদ আয়ের উৎস হিসেবে ব্যবহৃত হত; একটি দেশের সরকারের আসন।,শিক্ষার মাধ্যমে মানব সম্পদে বিনিয়োগ করলে দীর্ঘমেয়াদী অর্থনৈতিক লাভ হয়।
167,চার্ট,তথ্যের একটি দৃশ্যমান উপস্থাপনা; তথ্য রেকর্ড করার জন্য।,চার্টটি ১৯৮০ থেকে ২০২০ সাল পর্যন্ত বিশ্বব্যাপী গড় তাপমাত্রার ক্রমাগত বৃদ্ধির চিত্র তুলে ধরে।
168,পছন্দ,উপলব্ধ বিকল্পগুলি থেকে তৈরি একটি নির্বাচন।,নাগরিকদের সুপরিচিতি নিশ্চিত করার পাশাপাশি সরকারগুলির ব্যক্তিগত পছন্দকে সম্মান করা উচিত।
169,সংগ্রহ করা,জিনিসপত্র বা তথ্য একসাথে সংগ্রহ করা।,পরিসংখ্যানগত নির্ভরযোগ্যতা নিশ্চিত করার জন্য গবেষকরা হাজার হাজার অংশগ্রহণকারীর কাছ থেকে তথ্য সংগ্রহ করেন।
170,কমিট করা,কোনও কর্মপদ্ধতির জন্য নিজেকে প্রতিশ্রুতিবদ্ধ করা বা উৎসর্গ করা।,গ্রিনহাউস গ্যাস নির্গমন উল্লেখযোগ্যভাবে কমাতে দেশগুলিকে বাধ্যতামূলক চুক্তিতে প্রতিশ্রুতিবদ্ধ হতে হবে।
171,যোগাযোগ করা,কার্যকরভাবে তথ্য ভাগাভাগি বা বিনিময় করা।,শিক্ষাগত এবং পেশাগত জীবনে স্পষ্ট এবং প্ররোচিতভাবে যোগাযোগ করার ক্ষমতা অপরিহার্য।
172,প্রতিযোগিতা করা,একই লক্ষ্যের জন্য অন্যদের বিরুদ্ধে লড়াই করা।,বিশ্ব অর্থনীতিতে কার্যকরভাবে প্রতিযোগিতা করার জন্য জাতিগুলিকে শিক্ষা এবং উদ্ভাবনে বিনিয়োগ করতে হবে।
173,দ্বন্দ্ব,একটি গুরুতর মতবিরোধ বা দীর্ঘস্থায়ী সংগ্রাম।,সশস্ত্র সংঘাত বিশ্বের বিভিন্ন অঞ্চলে লক্ষ লক্ষ মানুষকে বাস্তুচ্যুত করে চলেছে।
174,চুক্তি,পক্ষগুলির মধ্যে একটি আনুষ্ঠানিক আইনি চুক্তি।,যেকোনো নথিতে স্বাক্ষর করার আগে কর্মীদের সর্বদা একটি নিয়োগ চুক্তি সাবধানে পড়া উচিত।
175,সামলান,কঠিন পরিস্থিতির সাথে কার্যকরভাবে মোকাবিলা করার জন্য।,অনেক সম্প্রদায় প্রাকৃতিক দুর্যোগের ক্রমবর্ধমান ফ্রিকোয়েন্সি মোকাবেলা করতে লড়াই করে।
176,দুর্নীতিগ্রস্ত,অসৎ অথবা লাভের জন্য অনৈতিকভাবে কাজ করতে ইচ্ছুক।,সরকারি তহবিলের অপব্যবহারকারী দুর্নীতিবাজ কর্মকর্তারা সরকারের উপর নাগরিকদের আস্থা নষ্ট করে।
177,খরচ,কিছু কিনতে বা করার জন্য প্রয়োজনীয় পরিমাণ।,জীবনযাত্রার ক্রমবর্ধমান ব্যয়ের ফলে নিম্ন আয়ের পরিবারগুলির জন্য আবাসন কেনা ক্রমশ কঠিন হয়ে পড়েছে।
178,অপরাধ,আইন অনুসারে শাস্তিযোগ্য একটি বেআইনি কাজ।,সহিংস অপরাধের হার কমাতে দারিদ্র্যের মূল কারণগুলি মোকাবেলা করা অপরিহার্য।
179,সংকট,তীব্র কষ্ট বা বিপদের সময়।,২০০৮ সালের বৈশ্বিক আর্থিক সংকট দেখিয়েছিল যে আধুনিক অর্থনীতিগুলি কীভাবে আন্তঃসংযুক্ত হয়ে উঠেছে।
180,সমালোচনামূলক,সতর্কতার সাথে বিশ্লেষণ করা; অত্যন্ত গুরুত্বপূর্ণ।,একাডেমিক এবং পেশাগত জীবনের জটিল বিষয় বিশ্লেষণের জন্য সমালোচনামূলক চিন্তাভাবনা একটি অপরিহার্য দক্ষতা।
181,হ্রাস,আকার বা পরিমাণে ছোট করা বা করা।,বিশ্বব্যাপী চরম দারিদ্র্যের মধ্যে বসবাসকারী মানুষের সংখ্যা ক্রমাগত হ্রাস পাচ্ছে।
182,গণতন্ত্র,নির্বাচিত প্রতিনিধিদের দ্বারা পরিচালিত সরকার ব্যবস্থা।,একটি প্রাণবন্ত গণতন্ত্র নির্ভর করে সু-জ্ঞাত নাগরিক এবং মুক্ত সংবাদপত্রের উপর।
183,সনাক্ত করা,কোনও কিছুর উপস্থিতি আবিষ্কার করা বা সনাক্ত করা।,উন্নত স্ক্রিনিং সরঞ্জামগুলি প্রাথমিক এবং আরও চিকিৎসাযোগ্য পর্যায়ে নির্দিষ্ট ক্যান্সার সনাক্ত করতে পারে।
184,রোগ,সংক্রমণ বা ত্রুটির কারণে সৃষ্ট একটি অসুস্থতা।,সংক্রামক রোগের বিস্তার রোধ করার জন্য জনস্বাস্থ্য অবকাঠামোতে উল্লেখযোগ্য বিনিয়োগ প্রয়োজন।
185,ঘরোয়া,নিজের বাড়ি বা দেশের সাথে সম্পর্কিত।,অভ্যন্তরীণ নীতিগত সিদ্ধান্তগুলি একটি জাতির আন্তর্জাতিক অবস্থানের উপর উল্লেখযোগ্য প্রভাব ফেলতে পারে।
186,আধিপত্য বিস্তার করা,অন্যদের উপর সর্বাধিক ক্ষমতা বা প্রভাব থাকা।,খাদ্য উৎপাদনে বিশ্বব্যাপী বাণিজ্যে অল্প সংখ্যক বহুজাতিক কর্পোরেশনের আধিপত্য রয়েছে।
187,অর্থনীতি,একটি দেশের উৎপাদন ও ভোগ ব্যবস্থা।,জাতীয় অর্থনীতির বৈচিত্র্যকরণ পণ্যমূল্যের ধাক্কার প্রতি একটি দেশের ঝুঁকি হ্রাস করে।
188,নির্গমন,বায়ুমণ্ডলে গ্যাসের উৎপাদন এবং মুক্তি।,জলবায়ু পরিবর্তন মোকাবেলায় আন্তর্জাতিক প্রচেষ্টার কেন্দ্রবিন্দুতে কার্বন নিঃসরণ হ্রাস করা।
189,জোর করে প্রয়োগ করা,কোনও আইন বা নিয়ম মেনে চলতে বাধ্য করা।,"পর্যাপ্ত সম্পদ ছাড়া, সরকার পরিবেশ সুরক্ষা আইন কার্যকরভাবে প্রয়োগ করতে পারে না।"
190,চিহ্নিত করা,কোনও কিছুর পরিচয় সনাক্ত করা বা প্রতিষ্ঠা করা।,এই গবেষণার লক্ষ্য হল যুব বেকারত্বের ক্রমবর্ধমান মাত্রার মূল কারণগুলি চিহ্নিত করা।
191,পর্যবেক্ষণ করা,সাবধানে দেখা বা কিছু লক্ষ্য করা।,বাস্তুতন্ত্রকে আরও ভালোভাবে বোঝার জন্য বিজ্ঞানীরা প্রাকৃতিক আবাসস্থলে প্রাণীদের আচরণ পর্যবেক্ষণ করেন।
192,বিভাগ,ভাগ করা গুণাবলী সহ একটি শ্রেণী বা জিনিসের দল।,"প্রতিবেদনটি বর্জ্যকে তিনটি প্রধান শ্রেণীতে ভাগ করে: পুনর্ব্যবহারযোগ্য, জৈব এবং বিপজ্জনক।"
193,নীতি,একটি মৌলিক সত্য বা নিয়ম যা আচরণকে নির্দেশ করে।,আন্তর্জাতিক মানবাধিকার আইন এবং গণতান্ত্রিক শাসনব্যবস্থার ভিত্তি হলো সমতার নীতি।
194,প্রকাশ করা,তথ্য বা কাজ জনসাধারণের কাছে সহজলভ্য করা।,বৈজ্ঞানিক জ্ঞানে অবদান রাখার জন্য গবেষকদের অবশ্যই তাদের গবেষণার ফলাফল বিশ্বাসযোগ্য জার্নালে প্রকাশ করতে হবে।
195,উদ্ভাবন করা,নতুন ধারণা বা পদ্ধতি প্রবর্তন করা।,"যেসব কোম্পানি উদ্ভাবন করতে ব্যর্থ হয়, তারা বাজারে আরও চটপটে প্রতিদ্বন্দ্বীদের দ্বারা প্রতিদ্বন্দ্বিতা করার ঝুঁকিতে থাকে।"
196,একীভূত করা,একটি সম্পূর্ণ অংশে অংশগুলিকে একত্রিত করা বা অন্তর্ভুক্ত করা।,শরণার্থীদের তাদের আশ্রয়দাতা সম্প্রদায়ের সাথে একীভূত করতে সাহায্য করার জন্য কার্যকর নীতিমালা প্রয়োজন।
197,বরাদ্দ করা,একটি নির্দিষ্ট উদ্দেশ্যে সম্পদ বিতরণ করা।,জনস্বাস্থ্য পরিষেবা বজায় রাখা এবং উন্নত করার জন্য সরকারকে পর্যাপ্ত তহবিল বরাদ্দ করতে হবে।
198,সমন্বয় করা,একসাথে কাজ করার জন্য মানুষ বা গোষ্ঠীকে সংগঠিত করা।,আন্তর্জাতিক সংস্থাগুলিকে তাদের দুর্যোগ ত্রাণ প্রচেষ্টার কার্যকারিতা সর্বাধিক করার জন্য সমন্বয় করতে হবে।
199,বিতর্ক,বিরোধী দৃষ্টিভঙ্গির একটি আনুষ্ঠানিক আলোচনা।,বৈষম্যের উপর বিশ্বায়নের দীর্ঘমেয়াদী প্রভাব সম্পর্কে অর্থনীতিবিদদের মধ্যে বিতর্ক চলছে।
200,প্রকাশ করা,কোনও কিছু প্রকাশ করা বা অরক্ষিত রেখে দেওয়া।,"যেসব শিশু গণমাধ্যমে সহিংসতার মুখোমুখি হয়, তাদের মধ্যে ক্ষতির প্রতি সংবেদনশীলতা হ্রাস পেতে পারে।"
201,ত্বরান্বিত করা,গতি বা গতি বৃদ্ধি করা।,প্রযুক্তিগত উদ্ভাবন অনেক উন্নয়নশীল দেশে অর্থনৈতিক প্রবৃদ্ধি ত্বরান্বিত করেছে।
202,থাকার ব্যবস্থা করা,প্রয়োজনের জন্য স্থান প্রদান করা বা খাপ খাইয়ে নেওয়া।,ক্রমবর্ধমান নগর জনসংখ্যার সাথে খাপ খাইয়ে নিতে শহরগুলিকে অবকাঠামো সম্প্রসারণ করতে হবে।
203,জমা করা,সময়ের সাথে সাথে ধীরে ধীরে জড়ো হওয়া বা গড়ে ওঠা।,উন্নত দেশগুলির পরিবারগুলি প্রজন্মের পর প্রজন্ম ধরে আরও বেশি সম্পদ সঞ্চয় করে।
204,স্বীকৃতি দেওয়া,কোন কিছুর অস্তিত্ব স্বীকার করা বা স্বীকার করা।,সামাজিক বৈষম্য দূরীকরণে দারিদ্র্যের ভূমিকা সরকারকে স্বীকার করতে হবে।
205,অধিগ্রহণ,কিছু অর্জন বা অর্জনের কাজ।,একটি শিশুর দীর্ঘমেয়াদী শিক্ষাগত সাফল্যের জন্য প্রাথমিক ভাষা অর্জন অত্যন্ত গুরুত্বপূর্ণ।
206,প্রতিকূল,কার্যকরভাবে ক্ষতিকারক বা প্রতিকূল।,দূষণের দীর্ঘস্থায়ী সংস্পর্শে জনস্বাস্থ্যের উপর বিরূপ প্রভাব ফেলতে পারে।
207,পক্ষপাতী,কোনও কারণ বা নীতিকে প্রকাশ্যে সমর্থন করা।,অনেক শিক্ষক শেখার ফলাফল উন্নত করার জন্য ছোট শ্রেণীর আকারের পক্ষে কথা বলেন।
208,উপশম করা,কষ্ট বা সমস্যাকে কম তীব্র করা।,বৈদেশিক সাহায্য কর্মসূচির লক্ষ্য বিশ্বের স্বল্পোন্নত দেশগুলিতে দারিদ্র্য দূর করা।
209,উচ্চাকাঙ্ক্ষী,চ্যালেঞ্জিং লক্ষ্য অর্জনের তীব্র ইচ্ছা থাকা।,সরকার ২০৩০ সালের মধ্যে কার্বন নির্গমন ৫০% কমানোর উচ্চাভিলাষী লক্ষ্য নির্ধারণ করেছে।
210,প্রশস্ত করা,কোনও কিছুর শক্তি বা প্রভাব বৃদ্ধি করা।,সোশ্যাল মিডিয়া জনসাধারণের আলোচনাকে আরও বাড়িয়ে তুলতে পারে কিন্তু ভুল তথ্যও দ্রুত ছড়িয়ে দিতে পারে।
211,পূর্বাভাস দেওয়া,কিছু ঘটার আগেই আশা করা বা ভবিষ্যদ্বাণী করা।,সরকারি পরিষেবা পরিকল্পনা করার সময় নীতিনির্ধারকদের ভবিষ্যতের জনসংখ্যাগত পরিবর্তনগুলি পূর্বাভাস দিতে হবে।
212,স্পষ্ট,স্পষ্টভাবে দৃশ্যমান বা স্পষ্ট; সত্য বলে মনে হচ্ছে।,এটা স্পষ্ট যে সামাজিক শ্রেণীভেদে মানসম্মত শিক্ষার সুযোগ অসম রয়ে গেছে।
213,বৈশিষ্ট্য,কোনও কিছুকে কোনও কারণের কারণে সৃষ্ট বলে মনে করা।,গবেষকরা স্থূলতা বৃদ্ধির জন্য মূলত খারাপ খাদ্যাভ্যাস এবং নিষ্ক্রিয়তার কারণে দায়ী করেছেন।
214,স্বায়ত্তশাসিত,বাহ্যিক নিয়ন্ত্রণ ছাড়াই স্বাধীনভাবে কাজ করা।,স্বায়ত্তশাসিত যানবাহন বিশ্বব্যাপী পরিবহন শিল্পকে রূপান্তরিত করবে বলে আশা করা হচ্ছে।
215,জীববৈচিত্র্য,একটি আবাসস্থলে উদ্ভিদ এবং প্রাণীর বৈচিত্র্য।,গ্রীষ্মমন্ডলীয় রেইনফরেস্টের জীববৈচিত্র্যের জন্য বন উজাড় একটি উল্লেখযোগ্য হুমকি।
216,বোঝা,ভারী বোঝা বা দায়িত্ব; অতিরিক্ত বোঝা চাপানো।,ক্রমবর্ধমান স্বাস্থ্যসেবা ব্যয় ব্যক্তি এবং সরকার উভয়ের উপরই যথেষ্ট বোঝা চাপিয়ে দেয়।
217,ধারণক্ষমতা,কোনও কিছু সর্বোচ্চ কতটুকু ধরে রাখতে পারে বা করতে পারে।,জলবায়ু পরিবর্তন কার্যকরভাবে মোকাবেলা করার জন্য উন্নয়নশীল দেশগুলিকে তাদের প্রাতিষ্ঠানিক সক্ষমতা গড়ে তুলতে হবে।
218,কার্বন পদচিহ্ন,একটি সত্তা দ্বারা উৎপাদিত মোট গ্রিনহাউস গ্যাস।,উদ্ভিদ-ভিত্তিক খাদ্য গ্রহণের মাধ্যমে ব্যক্তিরা তাদের কার্বন পদচিহ্ন উল্লেখযোগ্যভাবে হ্রাস করতে পারে।
219,দীর্ঘস্থায়ী,দীর্ঘ সময় ধরে থাকা; ক্রমাগত পুনরাবৃত্তি হওয়া।,গ্রামীণ এলাকায় দীর্ঘস্থায়ী বেকারত্ব ব্যাপক দারিদ্র্য এবং সামাজিক বর্জনের কারণ।
220,নাগরিক,নাগরিক এবং তাদের দায়িত্বের সাথে সম্পর্কিত।,একটি সুস্থ ও কার্যকর গণতন্ত্র বজায় রাখার জন্য নাগরিক সম্পৃক্ততা অপরিহার্য।
221,সহযোগিতা,লক্ষ্য অর্জনের জন্য অন্যদের সাথে যৌথভাবে কাজ করা।,জলবায়ু পরিবর্তনের মতো বৈশ্বিক চ্যালেঞ্জ মোকাবেলায় আন্তর্জাতিক সহযোগিতা প্রয়োজন।
222,যোগ্যতা,কার্যকরভাবে কিছু করার ক্ষমতা।,নিয়োগকর্তারা ঐতিহ্যবাহী শিক্ষাগত যোগ্যতার পাশাপাশি ডিজিটাল দক্ষতাকে ক্রমবর্ধমানভাবে মূল্য দিচ্ছেন।
223,সম্মতি,"নিয়ম, মান, বা আইন মেনে চলা।",টেকসই শিল্প উন্নয়নের জন্য পরিবেশগত বিধিমালার কঠোরভাবে মেনে চলা অপরিহার্য।
224,ব্যাপক,সকল দিক সহ; পুঙ্খানুপুঙ্খ এবং সম্পূর্ণ।,জনস্বাস্থ্যের জন্য একটি ব্যাপক পদ্ধতির মাধ্যমে প্রতিরোধ এবং চিকিৎসা উভয়কেই সম্বোধন করা উচিত।
225,সীমাবদ্ধতা,কর্মের উপর একটি সীমাবদ্ধতা বা সীমাবদ্ধতা।,বাজেটের সীমাবদ্ধতা প্রায়শই সরকারকে জনসাধারণের অবকাঠামোতে পর্যাপ্ত বিনিয়োগ করতে বাধা দেয়।
226,খরচ,"পণ্য, সম্পদ বা শক্তির ব্যবহার।",বিশ্বব্যাপী জলবায়ু পরিবর্তন মোকাবেলায় জ্বালানি খরচ হ্রাস করা একটি গুরুত্বপূর্ণ কৌশল।
227,সমসাময়িক,বর্তমান সময়ে বিদ্যমান বা ঘটছে।,সমসাময়িক সমাজ ডিজিটাল প্রযুক্তি এবং গোপনীয়তা সম্পর্কিত অভূতপূর্ব চ্যালেঞ্জের মুখোমুখি।
228,বিতর্কিত,তীব্র মতবিরোধ বা বিতর্ক সৃষ্টি করা।,পরিবেশগত বিতর্কে পারমাণবিক শক্তির ব্যবহার একটি অত্যন্ত বিতর্কিত বিষয় হিসেবে রয়ে গেছে।
229,সম্পর্কযুক্ত করা,দুটি জিনিসের মধ্যে পারস্পরিক সম্পর্ক দেখানোর জন্য।,গবেষণায় দেখা গেছে যে উচ্চশিক্ষার স্তর উন্নত অর্থনৈতিক ফলাফলের সাথে দৃঢ়ভাবে সম্পর্কিত।
230,পাঠ্যক্রম,স্কুল বা কোর্সে পড়ানো বিষয়।,অনেক শিক্ষক যুক্তি দেন যে জাতীয় পাঠ্যক্রমের মধ্যে আরও সমালোচনামূলক চিন্তাভাবনা দক্ষতা অন্তর্ভুক্ত করা উচিত।
231,বন উজাড়,মানুষের দ্বারা ব্যাপকভাবে বন উজাড়।,আমাজনে বন উজাড় মূলত কৃষি সম্প্রসারণ এবং গবাদি পশু পালনের কারণে ঘটে।
232,জনসংখ্যাতাত্ত্বিক,একটি জনসংখ্যা গোষ্ঠীর সাথে সম্পর্কিত পরিসংখ্যানগত তথ্য।,বয়স্ক জনসংখ্যার দিকে জনসংখ্যার পরিবর্তন পেনশন ব্যবস্থার উপর উল্লেখযোগ্য চাপ সৃষ্টি করবে।
233,নিঃশেষ করা,কোনও কিছুর সরবরাহ কমানো বা শেষ করা।,অতিরিক্ত মাছ ধরার ফলে সামুদ্রিক সম্পদ উদ্বেগজনক এবং অস্থিতিশীল হারে হ্রাস পাচ্ছে।
234,অবনতি হওয়া,ক্রমশ মানের দিক থেকে খারাপ হয়ে যাওয়া।,"জরুরি হস্তক্ষেপ ছাড়া, শহরাঞ্চলের পরিবেশগত অবস্থার অবনতি অব্যাহত থাকবে।"
235,ডিজিটাল,কম্পিউটার প্রযুক্তি এবং ইন্টারনেট সম্পর্কিত।,ধনী ও দরিদ্র দেশগুলির মধ্যে ডিজিটাল বিভাজন বিশ্বব্যাপী বৈষম্যকে আরও বাড়িয়ে তোলার ঝুঁকিতে রয়েছে।
