id,front,back,example
305,可再生能源,一种可以自然补充的资源。,投资可再生能源对于减少全球对化石燃料的依赖至关重要。
306,限制,限制活动的规则或条件。,疫情期间实施的旅行限制对全球旅游业造成了严重干扰。
307,收入,政府或企业产生的收入。,政府依靠税收收入来资助医疗保健和教育等基本公共服务。
308,革命,社会发生了剧烈而根本性的变化。,工业革命从根本上改变了全球经济和人类劳动模式。
309,卫生,卫生和废物管理系统。,人口稠密的城市地区卫生条件差，容易导致传染病传播。
310,缺乏,所需资源供应不足。,未来几十年，水资源短缺将对人类生存构成最严重的威胁之一。
311,怀疑论者,倾向于质疑或怀疑各种说法。,许多经济学家仍然对当前政府支出的长期可持续性持怀疑态度。
312,社会流动性,能够跨越不同的社会阶层。,人们普遍认为教育是提高社会流动性的最有力工具。
313,刻板印象,对某个群体的固定且过于简化的描述。,媒体报道往往会强化对少数族裔群体的有害刻板印象。
314,刺激,能够引发某种反应或行为的事物。,经济衰退后，政府推出了一项大规模经济刺激计划，以重振经济。
315,市郊,城市郊区的住宅区。,郊区的发展加剧了人们对汽车的依赖，并导致了城市扩张。
316,监视,密切观察，尤其是当局的观察。,政府的大规模监控引发了人们对个人隐私和公民自由的严重担忧。
317,税收,对公民征税的制度。,公平且累进的税收制度对于公共服务筹资和减少不平等至关重要。
318,过渡,从一种状态转变为另一种状态。,迅速向可再生能源转型对于限制全球气温上升至关重要。
319,透明度,流程或治理的公开性和清晰度。,提高政府支出透明度有助于减少腐败，建立公众信任。
320,失业,没有有偿工作的状态。,自动化造成的结构性失业给世界各国政府带来了重大挑战。
321,城市化,城市人口比例不断增加。,亚洲的快速城市化进程造就了特大城市，但也带来了严峻的基础设施挑战。
322,疫苗接种,能提供疾病免疫力的治疗方法。,大规模疫苗接种计划已经根除了天花等疾病，并在全球范围内控制了脊髓灰质炎。
323,自愿,自愿完成，不受外界胁迫。,志愿组织在支持社会弱势群体方面发挥着至关重要的作用。
324,漏洞,面临伤害或困难。,小岛屿国家极易受到海平面上升的影响。
325,广泛,分布或发现于大片区域。,互联网的广泛普及改变了全球的通信和信息获取方式。
326,劳动力,所有可供雇佣的人员。,劳动力老龄化给发达国家的养老金制度带来了重大挑战。
327,屈服,生产或提供结果或作物。,农业技术的进步帮助农民在干旱地区获得了更高的作物产量。
328,加剧,使问题或情况变得更糟。,气候变化预计将加剧脆弱地区现有的粮食安全挑战。
329,分配,为达到特定目的而分配资源。,有效分配公共资金对于改善国家医疗保健水平至关重要。
330,一体化,将各个部分组合成一个整体的过程。,移民成功融入社会需要对语言教育和社区支持进行投入。
331,问责制,对自己的行为和决定负责。,加强公共机构的问责制对于维护公民对政府的信任至关重要。
332,自适应,能够适应新环境。,适应性管理策略使组织能够有效应对快速变化的环境。
333,加剧,使问题或情况更加严重。,政府应对措施不足会加剧经济衰退带来的社会后果。
334,人为,由人类活动引起或产生。,科学家们一致认为，人为温室气体排放是全球变暖的主要驱动因素。
335,同化,一个群体被主流文化吸收的过程。,强迫土著人民接受文化同化的做法受到了人权组织的广泛谴责。
336,紧缩政策,政府大幅削减开支以减少债务。,金融危机后实施的紧缩措施导致公共服务大幅削减。
337,自动化,利用技术实现任务自动化。,制造过程的自动化大大减少了对非熟练劳动力的需求。
338,可生物降解,能够被自然界的生物体分解。,用可生物降解的包装代替塑料包装是减少环境污染的关键一步。
339,官僚,一套复杂的规则和官方流程体系。,公共机构官僚作风过重会阻碍基本服务的有效提供。
340,催化剂,触发或加速某个过程的因素。,疫情加速了远程办公在全球范围内的普及。
341,公民参与,积极参与社区和政治生活。,青年公民参与度低对民主治​​理构成重大威胁。
342,共存,尽管存在差异，但能够和平共处。,实现不同族裔群体之间的和平共处需要相互尊重和理解。
343,认知的,与思维和学习的心理过程有关。,早期儿童教育对长期的认知发展和学业成绩有着深远的影响。
344,凝聚,形成统一整体的品质。,高度不平等会破坏社会凝聚力，增加社会动荡的风险。
345,商品化,将某物视为商品。,批评人士认为，政府不应该将教育商品化，将其视为市场产品。
346,强制性的,法律或规章要求的；强制性的。,义务教育法在提高世界各地的识字率方面发挥了重要作用。
347,构想,形成或发展一个想法或计划。,如果能源消耗方式不发生根本性转变，就很难想象一个可持续的未来。
348,合并,合并或加强为一个统一的整体。,此次合并使两家公司能够整合资源并提高运营效率。
349,污染,物质中存在有害污染物。,工业废料已造成周边农村社区地下水大范围污染。
350,争论,争议点或激烈争论点。,移民政策仍然是许多国家政治辩论中的一个主要争议点。
351,去中心化,将权力从中央下放至地方政府。,下放治理权力的努力可以赋予地方社区更多权力，并改善公共服务提供。
352,商榷,有意为之；仔细考虑。,将少数群体的声音排除在政策讨论之外，似乎是一种蓄意的政治策略。
353,依赖关系,过度依赖某事物的状态。,许多发展中国家都在努力减少对单一出口商品的经济依赖。
354,剥夺,基本生活必需品严重匮乏。,在严重贫困地区长大的孩子取得学业成功的可能性要低得多。
355,荒漠化,土地退化成类似沙漠的状况。,荒漠化威胁着全球数百万生活在半干旱地区的人们的生计。
356,恶化,一个逐渐恶化的过程。,城市基础设施的恶化给许多城市的居民带来了严重的安全隐患。
357,不成比例的,相对于其他事物而言太大或太小。,边缘化群体承受着环境污染后果的不成比例的负担。
358,选举,与选举或投票过程有关。,选举改革对于确保所有公民在政府中得到公平代表至关重要。
359,移民,离开祖国，到别处定居。,高移民率会使发展中国家失去其最有技能和受过良好教育的公民。
360,经验,基于观察和证据，而非理论。,合理的政策决策应该基于经验证据，而不是意识形态假设。
361,代言,公开表示支持或赞同。,名人代言可以对公众舆论在重要的社会和政治问题上产生重大影响。
362,创业精神,创办和经营企业的活动。,政府可以通过创造有利于创业和创新的条件来刺激经济增长。
363,伦理困境,需要在道德原则之间做出选择的冲突。,基因工程的进步给社会带来了深刻的伦理困境，需要认真思考。
364,恶化,使问题更加严重的过程。,人口快速增长导致本已资源匮乏的地区资源短缺问题更加严重。
365,排除,拒绝准入或会员资格的行为。,弱势群体遭受社会排斥是实现真正社会平等的一大障碍。
366,开发,为谋取私利而滥用他人或物。,跨国公司剥削发展中国家的廉价劳动力引发了严重的道德问题。
367,指数,以极快的速度增加或减少。,社交媒体使用的指数级增长改变了全球人们获取信息的方式。
368,波动,随时间推移发生的不规则变化或波动。,全球油价剧烈波动会破坏石油依赖型国家的经济稳定。
369,制定,有条不紊地创造或设计。,各国政府必须谨慎制定政策，以平衡经济增长与环境保护。
370,碎片化,将某物分解成许多细小的、孤立的部分。,政党的分裂使得组建稳定的政府变得越来越困难。
371,国内生产总值,一个国家年度产出的总货币价值。,许多经济学家认为，国内生产总值不足以衡量国民福祉。
372,霸权,一个群体对其他群体的支配地位。,西方国家的文化霸权对全球媒体和消费者的偏好产生了重大影响。
373,均质化,使所有事物保持一致或相似。,批评人士认为，全球化导致社会文化同质化，牺牲了多样性。
374,人道主义,致力于改善人类福祉，减轻人类痛苦。,国际人道主义援助对于支持受武装冲突和灾害影响的民众至关重要。
375,思想,支撑政治行动的信仰体系。,经济政策的制定往往更多地受到政治意识形态的影响，而不是受到经验证据和研究的影响。
376,强加,利用权威强迫他人接受某事。,国际机构可以对违反人权协议的政府实施制裁。
377,监禁,被监禁的状态。,一些国家的高监禁率引发了人们对司法和改造的严重质疑。
378,盗梦空间,某事物的开始或建立。,自成立以来，该组织在缓解全球贫困方面取得了显著进展。
379,包容性,不排除任何团体或个人。,包容性教育体系确保残疾儿童获得平等的学习机会。
380,土著,起源于特定地区的自然产物。,国际法必须保护土著人民对其祖先土地的权利。
381,工业化,向大规模工业化生产过渡。,发展中国家的工业化带来了经济增长，但也造成了严重的环境破坏。
382,效率低下,未能充分利用时间或资源。,普遍存在的官僚主义低效阻碍了政府有效、公平地提供服务。
383,机构,与已建立的组织或系统有关。,法律体系中根深蒂固的制度性种族主义继续使世界各地的少数族裔群体处于不利地位。
384,相互依存,两个或多个群体之间的相互依赖。,全球疫情凸显了现代世界各国经济之间的深刻相互依存关系。
385,恐吓,利用恐惧或威胁胁迫他人。,恐吓选民会破坏民主进程，阻碍自由公正的选举。
386,管辖权,执行法律的官方权力机构。,网络犯罪面临着复杂的挑战，因为它经常发生在多个司法管辖区。
387,并置,将两件事物放在一起以突出对比。,该报告将富裕精英的生活方式与生活在极端贫困中的人们的生活方式进行了对比。
388,合法的,符合法律或公认标准。,一个合法的政府必须对公民负责，并尊重基本人权。
389,营养不良,饮食不足或不均衡导致健康状况不佳。,冲突地区普遍存在的营养不良问题，构成了一场严重而紧迫的全球人道主义危机。
390,表现,某种事物的可见标志或表现形式。,无家可归现象是许多发达城市住房政策失败的一个鲜明体现。
391,边缘化,将某个群体视为边缘群体的过程。,少数族裔在劳动力市场中的边缘化，使贫困和不平等的恶性循环持续下去。
392,精英统治,以能力为晋升依据的制度。,批评人士认为，如果系统性的不平等问题得不到解决，真正的精英统治就不可能实现。
393,减轻,采取措施减轻有害事物的严重程度。,迫切需要采取有效的缓解策略，以限制全球气候变化带来的最严重影响。
394,垄断,单一实体对市场的独家控制。,不受制约的垄断会减少竞争，最终导致消费者支付更高的价格。
395,多边,涉及两个以上政党或国家。,有效应对气候变化需要所有主要排放国之间的多边合作。
396,忽视,未能照管或关注某事。,多年的政治忽视导致许多农村社区缺乏足够的医疗保健和教育。
397,新自由主义,支持自由市场、私有化和放松管制。,批评人士认为，新自由主义经济政策加剧了全球贫富差距。
398,规范,社会中公认的行为准则。,性别角色相关的社会规范的改变逐渐改变了现代工作场所。
399,过时的,已不再使用；已过时并被取代。,科技的飞速发展使得许多传统制造技能几乎完全过时。
400,压迫,长期对他人行使不公正的权力或控制。,历史上对少数群体的压迫造成了根深蒂固的不平等，这种不平等至今仍然存在。
401,暴发,疾病或暴力事件的突然发生。,一种新型病毒性疾病的爆发促使国际社会立即采取了公共卫生紧急措施。
402,人均,对于特定人群中的每个人。,人均GDP常被用来比较不同国家的平均生活水平。
403,极化,分为两个截然相反的群体。,政治极化使得两党在重大国家问题上的合作越来越困难。
404,私有化,将国有资产转移到私人所有制。,水、电等公共事业的私有化因降低公共事业的可及性而受到广泛批评。
405,增殖,某事物数量的快速增长。,社交媒体上虚假信息的泛滥对民主进程构成严重威胁。
406,邻近,空间、时间或关系上的接近。,地理位置上与经济中心的接近程度对一个地区的发展和增长有着显著的影响。
407,批准,正式批准一项协议或法律。,要使全球气候承诺产生有意义的影响，必须有更多国家批准《巴黎协定》。
408,累犯,有再次犯罪倾向。,有效的改造计划已被证明可以降低前罪犯的再犯率。
409,重新分配,重新分配资源以实现更大的平等。,累进税制能够将财富从最富裕的人重新分配给最弱势的人。
410,加强,加强或支持现有的理念或结构。,媒体对犯罪的报道可能会在无意中强化对特定社会群体的负面刻板印象。
411,弹力,能够迅速从困境中恢复过来。,增强社区韧性对于帮助民众抵御气候变化的影响至关重要。
412,报复,为应对受伤或袭击而采取的行动。,主要经济体之间的贸易报复可能引发关税不断升级的恶性循环。
413,隔离,社会中群体的强制隔离。,教育系统中的种族隔离对社会平等有着长期的负面影响。
414,社会经济,与社会和经济因素均有关。,儿童的社会经济背景仍然是预测其教育成就的最强指标之一。
415,主权,国家的最高权威和独立性。,国际协议有时会与各国维护完全经济主权的愿望发生冲突。
416,资助,以政府资金提供财政支持。,许多政府对可再生能源进行补贴，使其更具竞争力，以对抗化石燃料。
417,易受影响的,可能受到某种事物的影响或易受其影响。,老年人群体特别容易患上呼吸道传染病引起的重症。
418,系统,指的是整个系统，而不是某个部分。,解决贫困问题需要系统性变革，而不是针对个别症状的零散干预。
419,重新配制,以新的形式再次表达或构思。,鉴于新的证据，各国政府可能需要重新制定公共卫生政策方针。
420,收缩,经济产出或活动的减少。,疫情期间全球贸易急剧萎缩，暴露了供应链的脆弱性。
421,像差,与正常或预期情况的偏差。,一些经济学家认为2008年的金融危机是一种异常现象，而不是市场结构性故障。
422,放弃,未能履行职责或义务。,削减公共服务的政府可能会被指责放弃对弱势公民的责任。
423,尖刻,言语或举止充满敌意。,英国脱欧谈判的特点是欧盟和英国代表之间存在相当大的激烈争吵。
424,合并,将……合并或联合成一个整体。,为了提高行政效率和降低运营成本，几个较小的部门被合并。
425,改善,使糟糕的情况好转或更容易忍受。,国际援助计划旨在改善冲突地区流离失所者所面临的处境。
426,时代错置,与历史时期格格不入。,批评人士认为，未经选举产生的上议院在现代社会已成为民主制度的过时产物。
427,不对称,各部分之间缺乏相等性或等效性。,买卖双方之间的信息不对称会导致市场失灵和效率低下。
428,损耗,压力持续下降或损失逐渐增大。,旷日持久的冲突演变成一场消耗战，耗尽了交战双方的资源。
429,分岔,将事物分为两个分支或部分。,日益加剧的不平等导致社会分裂成两个日益脱节的经济群体。
430,规避,找到绕过规则或障碍的方法。,跨国公司被指控利用离岸账户规避国内纳税义务。
431,强制性的,使用武力或威胁迫使他人采取行动。,使用强制手段镇压政治异议违反了基本的民主原则。
432,商品化,将某物视为可销售商品的过程。,高等教育的商品化使大学从公共机构转变为商业企业。
433,自满,尽管存在显而易见的危险，却依然感到沾沾自喜。,面对日益加剧的不平等，政治上的自满情绪使得社会分裂显著扩大。
434,推测,在缺乏充分证据的情况下形成的观点。,如果没有实证数据，关于该政策经济影响的说法仍然只是推测。
435,队伍,取决于不确定的情况或条件。,改革方案的成功取决于持续的政治承诺和充足的资金。
436,证实,用证据证实或支持。,多项独立研究证实，空气污染会显著增加死亡率。
437,限制,大幅减少或限制某事物。,在全国公共卫生危机最严重的时候，颁布了紧急立法来限制公民自由。
438,勾勒,准确、清晰地描述或指出。,国际条约必须明确规定每个缔约国的责任。
439,人口红利,劳动年龄人口增加带来的经济增长。,撒哈拉以南非洲有机会通过投资教育来利用其人口红利。
440,阻止,通过恐惧或怀疑来阻止行动。,加大对环境违法行为的处罚力度，或许能阻止企业非法污染水道。
441,二分法,泾渭分明地分为两个截然不同的类别。,经济增长与环境保护之间的二元对立常常被当作一个伪命题来看待。
442,扩散,某事物在广阔区域内的扩散。,数字技术的快速普及改变了全球信息的生产和消费方式。
443,剥夺选举权,剥夺某人的权利或特权。,复杂的选民登记要求可能会不成比例地剥夺低收入群体和少数族裔群体的选举权。
444,差异,本质上不同，不可比较。,政策必须兼顾经济状况迥异的不同社区的需求。
445,功效,产生预期结果的能力。,新疗法在获准公开使用前，必须经过严格的临床试验来检验其疗效。
446,平等主义,相信或倡导人人平等的权利。,一个真正平等的社会必须同时解决形式上的法律平等和实质上的机会平等。
447,根深蒂固的,根深蒂固，难以改变。,招聘实践中根深蒂固的性别偏见仍然使女性在高级职位上处于不利地位。
448,平衡,对立力量之间的平衡状态。,供求理论认为，随着时间的推移，市场自然会趋向价格均衡。
449,根除,彻底摧毁或消除某物。,世界卫生组织在全球范围内根除脊髓灰质炎的目标需要全民接种疫苗。
450,推断,利用已知数据预测未知情况。,研究人员在试图将小样本的研究结果推断到整个人群时必须谨慎。
451,制造,捏造虚假信息；制造虚假信息。,捏造证据的记者会破坏公众对媒体的信任，损害民主对话。
452,可行性,具有可行性和实用性。,大型基础设施项目获批前，需要进行全面的可行性研究。
453,财政赤字,当政府支出超过其收入时。,不断增长的财政赤字迫使政府要么提高税收，要么削减必要的公共支出。
454,开创性的,具有创新精神和开拓精神；勇于提出新想法。,基因编辑领域的突破性研究为治疗遗传性疾病开辟了新的可能性。
455,整体,要着眼于整个系统，而不是它的组成部分。,公共卫生整体方法必须同时解决社会、经济和环境因素。
456,均质,由相似或相同的元素组成。,日益同质化的城市文化可能会侵蚀传统地方社区丰富的多样性。
457,阻碍,阻碍或妨碍进展或行动。,腐败的官僚作风阻碍经济发展，抑制外国直接投资。
458,初期,开始发生或发展；处于早期阶段。,及早干预对于防止经济衰退初期演变成全面衰退至关重要。
459,不加区分的,缺乏深思熟虑；随意且草率。,滥用杀虫剂会破坏生态系统，并对远超预期目标的物种造成伤害。
460,固有,作为一项永久性的本质特征而存在。,经济增长最大化与环境保护之间存在着固有的矛盾。
461,唆,促成或发起某项行动或事件。,民间社会团体经常通过动员公众向政府机构施压来推动政策变革。
462,缓解,减轻某事的严重程度或影响。,在人口密集的城市中种植树木有助于缓解热岛效应。
463,延续,使某事无限期地持续下去。,反映现有阶级结构的教育体系往往会加剧社会不平等，而不是减少社会不平等。
464,务实,务实地处理问题，而不是纸上谈兵。,务实的移民政策应在人道主义义务与现实社会能力之间取得平衡。
465,岌岌可危,不确定且可能恶化；不稳定。,零工时合同的兴起使许多劳动者陷入了经济不稳定和缺乏保障的境地。
466,先发制人,提前采取行动，防止预期事件发生。,一些政府认为，在面临迫在眉睫的安全威胁时，采取先发制人的军事行动是正当的。
467,后果,事件或行为的间接后果。,贸易战可能对远超直接卷入国的国家造成严重的经济影响。
468,严格,严格、精确、要求高的合规性。,严格的环境法规对于防止企业将污染成本外部化至关重要。
469,破坏,逐渐削弱或损坏某物。,普遍存在的腐败破坏了公众对民主制度和法治的信任。
470,重新校准,根据新情况进行调整或重置。,各国政府可能需要根据快速变化的全球市场状况调整经济政策。
471,文化适应,吸收其他群体的文化特征。,移民群体的文化适应是一个复杂的过程，涉及传统文化与东道国文化规范之间的博弈。
472,裁定,做出正式的判断或决定。,国际法庭的存在是为了裁决国家之间无法通过双边途径解决的争端。
473,对立的,与某事物直接相反或矛盾。,压制言论自由与自由民主治理的基本原则背道而驰。
474,蓬勃发展,快速旺盛地生长或发展。,东南亚迅速崛起的中产阶级正在推动消费需求的空前增长。
475,合并,团结一致，形成一个统一的整体。,不同的维权团体开始围绕环境和社会正义的共同目标团结起来。
476,认知,对某事有所了解或认识。,政策制定者必须充分认识到工业发展对环境的长期影响。
477,适得其反,结果与预期效果相反。,过于严厉的禁毒政策可能会适得其反，导致犯罪率上升而不是减少药物滥用。
478,循环,通过重复序列定期出现。,贫困往往是循环往复的，由于缺乏足够的教育和机会，贫困会代代相传。
479,煽动民粹,利用民粹主义情感诉求进行政治操纵。,民主社会中煽动性言论的兴起对理性、以证据为基础的治理构成了严重威胁。
480,地方性,在特定区域内经常发现且分布广泛。,公共机构中普遍存在的腐败阻碍了向有需要的公民有效提供服务。
481,知识,与知识或其验证程度有关。,认知上的谦逊要求我们在制定公共政策时承认我们知识的局限性。
482,紧急,需要立即采取行动或关注；紧急的。,难民危机的紧迫需求需要国际社会立即做出协调一致的应对。
483,治外法权,超出领土边界或在领土边界之外运作。,有些国家适用域外法，对在国外实施贿赂的公司提起诉讼。
484,地缘政治,与受地理影响的政治有关。,对关键矿产资源的竞争日益加剧大国之间的地缘政治紧张局势。
485,异质,具有多样性或由不同元素组成。,多元化的员工队伍能够带来不同的视角，从而推动组织更大的创新。
486,启发式,通过试验和实践方法促进发现。,行为经济学揭示了认知启发式如何导致个人做出系统性的非理性决策。
487,杂交,将两个不同的元素结合起来的过程。,全球化城市中的文化融合催生出汲取多种传统的新创意形式。
488,不可更改的,始终不变；无法改变。,有些哲学家认为道德真理是永恒不变的，而另一些哲学家则认为道德真理会随着社会的发展而演变。
489,无情的,无法阻止或预防；无情的。,海平面持续上升对世界各地的低洼沿海社区构成生存威胁。
490,阴险,以一种隐蔽而缓慢的方式造成危害。,无意识的偏见会对招聘决策产生潜移默化的影响，加剧职场中的系统性不平等。
491,难以驾驭的,太难管理、解决或处理。,尽管国际社会数十年来进行了外交努力，但以巴冲突仍然难以解决。
492,多面性,具有许多不同的方面或维度。,应对气候变化需要采取多方面措施，结合技术、政治和行为变革。
493,新生,刚刚开始存在或发展。,投资新兴的可再生能源行业可以帮助各国摆脱对化石燃料的依赖。
494,规范,与行为准则有关的或确立行为准则的。,关于性别角色的规范性假设会对教育和工作场所政策的设计产生重大影响。
495,混淆,使某事变得不清楚或难以理解。,政客有时会使用技术术语来掩盖不受欢迎的决定，以免引起公众的不满。
496,矛盾的,看似矛盾，但或许是真的。,信息获取渠道的增加并不总能带来公众政治参与度的提高，这本身就是一个悖论。
497,共生,涉及两个实体之间的互利共赢。,大学与产业之间的共生关系推动了创新和经济竞争力。
498,瞬态,仅持续很短时间；暂时的。,由大宗商品出口驱动的经济繁荣往往是短暂的，无法带来持久的发展。
499,无处不在,同时存在且无处不在。,智能手机已经普及到如此地步，以至于数字鸿沟现在构成了一种严重的社会劣势。
500,霸权,与支配他人的权力有关。,批评人士认为，西方霸权文化规范往往通过全球机构强加于发展中国家。
