id,front,back,example
174,kontrak,Perjanjian sah formal antara pihak-pihak.,Pekerja hendaklah sentiasa membaca kontrak pekerjaan dengan teliti sebelum menandatangani sebarang dokumen.
175,mengatasi,Untuk menangani situasi yang sukar dengan berkesan.,Banyak komuniti bergelut untuk menangani peningkatan kekerapan bencana alam.
176,korup,Tidak jujur ​​atau sanggup bertindak secara tidak beretika untuk keuntungan.,Pegawai yang korup dan menyalahgunakan dana awam menjejaskan kepercayaan rakyat terhadap kerajaan.
177,kos,Amaun yang diperlukan untuk membeli atau melakukan sesuatu.,Kos sara hidup yang semakin meningkat telah menyukarkan keluarga berpendapatan rendah untuk memiliki rumah.
178,jenayah,Perbuatan yang menyalahi undang-undang yang boleh dihukum oleh undang-undang.,Menangani punca kemiskinan adalah penting untuk mengurangkan kadar jenayah kekerasan.
179,krisis,Masa kesukaran atau bahaya yang hebat.,Krisis kewangan global pada tahun 2008 menunjukkan betapa saling berkaitannya ekonomi moden.
180,kritikal,Melibatkan analisis yang teliti; sangat penting.,Pemikiran kritis merupakan kemahiran penting untuk menganalisis isu-isu kompleks dalam kehidupan akademik dan profesional.
181,pengurangan,Untuk menjadi atau mengecilkan saiz atau jumlah.,Terdapat penurunan yang berterusan dalam bilangan orang yang hidup dalam kemiskinan tegar di seluruh dunia.
182,demokrasi,Sistem pemerintahan oleh wakil rakyat yang dipilih.,Demokrasi yang rancak bergantung kepada rakyat yang berpengetahuan luas dan kebebasan akhbar.
183,mengesan,Untuk menemui atau mengenal pasti kehadiran sesuatu.,Alat saringan canggih dapat mengesan kanser tertentu pada peringkat awal dan lebih mudah dirawat.
184,penyakit,Penyakit yang disebabkan oleh jangkitan atau kerosakan.,Mencegah penyebaran penyakit berjangkit memerlukan pelaburan yang besar dalam infrastruktur kesihatan awam.
185,domestik,Berkaitan dengan rumah atau negara sendiri.,Keputusan dasar domestik boleh membawa kesan yang ketara terhadap kedudukan sesebuah negara di peringkat antarabangsa.
186,menguasai,Mempunyai kuasa atau pengaruh yang paling besar ke atas orang lain.,Sebilangan kecil syarikat multinasional menguasai perdagangan global dalam pengeluaran makanan.
187,ekonomi,Sistem pengeluaran dan penggunaan dalam sesebuah negara.,Mempelbagaikan ekonomi negara mengurangkan kerentanan sesebuah negara terhadap kejutan harga komoditi.
188,pelepasan,Pengeluaran dan pembebasan gas ke atmosfera.,Mengurangkan pelepasan karbon adalah penting kepada usaha antarabangsa untuk menangani perubahan iklim.
189,menguatkuasakan,Untuk memaksa pematuhan terhadap undang-undang atau peraturan.,"Tanpa sumber yang mencukupi, kerajaan tidak dapat menguatkuasakan undang-undang perlindungan alam sekitar dengan berkesan."
190,mengenal pasti,Untuk mengenal pasti atau mengenal pasti sesuatu.,Kajian ini bertujuan untuk mengenal pasti faktor-faktor utama yang menyumbang kepada peningkatan tahap pengangguran belia.
191,memerhati,Memerhati atau memerhatikan sesuatu dengan teliti.,Para saintis memerhatikan tingkah laku haiwan di habitat semula jadi untuk lebih memahami sistem ekologi.
192,kategori,Kelas atau sekumpulan benda yang mempunyai kualiti yang dikongsi.,"Laporan itu membahagikan sisa kepada tiga kategori utama: boleh dikitar semula, organik dan berbahaya."
193,prinsip,Kebenaran asas atau peraturan yang membimbing tingkah laku.,Prinsip kesaksamaan mendasari undang-undang hak asasi manusia antarabangsa dan tadbir urus demokratik.
194,terbitkan,Untuk menyediakan maklumat atau karya kepada orang ramai.,Penyelidik mesti menerbitkan dapatan mereka dalam jurnal yang berwibawa untuk menyumbang kepada pengetahuan saintifik.
195,berinovasi,Untuk memperkenalkan idea atau kaedah baharu.,Syarikat yang gagal berinovasi berisiko dikalahkan oleh pesaing yang lebih tangkas di pasaran.
196,mengintegrasikan,Untuk menggabungkan atau menggabungkan bahagian-bahagian menjadi satu keseluruhan.,Dasar yang berkesan diperlukan untuk membantu pelarian berintegrasi ke dalam komuniti tuan rumah mereka.
197,memperuntukkan,Untuk mengagihkan sumber untuk tujuan tertentu.,Kerajaan mesti memperuntukkan dana yang mencukupi untuk mengekalkan dan menambah baik perkhidmatan kesihatan awam.
198,koordinat,Untuk mengatur orang atau kumpulan untuk bekerjasama.,Agensi antarabangsa mesti menyelaras usaha bantuan bencana mereka untuk memaksimumkan keberkesanan.
199,perdebatan,Perbincangan formal tentang pandangan yang bertentangan.,Terdapat perdebatan yang berterusan di kalangan ahli ekonomi tentang kesan jangka panjang globalisasi terhadap ketidaksamaan.
200,mendedahkan,Untuk mendedahkan atau meninggalkan tanpa perlindungan daripada sesuatu.,Kanak-kanak yang terdedah kepada keganasan dalam media mungkin akan membentuk sikap yang tidak peka terhadap bahaya.
201,memecut,Untuk meningkatkan kelajuan atau kadar.,Inovasi teknologi telah mempercepatkan pertumbuhan ekonomi di banyak negara membangun.
202,menampung,Untuk menyediakan ruang atau menyesuaikan diri dengan keperluan.,Bandar-bandar mesti mengembangkan infrastruktur untuk menampung populasi bandar yang semakin meningkat.
203,mengumpul,Secara beransur-ansur terkumpul atau terkumpul dari semasa ke semasa.,Isi rumah di negara maju cenderung untuk mengumpul kekayaan yang lebih besar dari generasi ke generasi.
204,mengakui,Untuk mengenali atau mengakui kewujudan sesuatu.,Kerajaan mesti mengakui peranan kemiskinan dalam mendorong ketidaksamaan sosial.
205,pemerolehan,Perbuatan mendapatkan atau memperoleh sesuatu.,Pemerolehan bahasa awal adalah penting untuk kejayaan akademik jangka panjang kanak-kanak.
206,buruk,Berbahaya atau tidak menguntungkan dari segi kesannya.,Pendedahan berpanjangan kepada pencemaran boleh memberi kesan buruk kepada kesihatan awam.
207,peguam bela,Untuk menyokong sesuatu tujuan atau dasar secara terbuka.,Ramai pendidik menyokong saiz kelas yang lebih kecil untuk meningkatkan hasil pembelajaran.
208,mengurangkan,Untuk mengurangkan penderitaan atau masalah.,Program bantuan asing bertujuan untuk mengurangkan kemiskinan di negara-negara kurang membangun di dunia.
209,bercita-cita tinggi,Mempunyai keinginan yang kuat untuk mencapai matlamat yang mencabar.,Kerajaan telah menetapkan sasaran yang tinggi untuk mengurangkan pelepasan karbon sebanyak 50% menjelang 2030.
210,menguatkan,Untuk meningkatkan kekuatan atau kesan sesuatu.,Media sosial boleh meluaskan wacana awam tetapi juga menyebarkan maklumat salah dengan cepat.
211,menjangka,Menjangkakan atau meramalkan sesuatu sebelum ia berlaku.,Pembuat dasar mesti menjangka perubahan demografi masa depan apabila merancang perkhidmatan awam.
212,ketara,Jelas kelihatan atau ketara; seolah-olah benar.,Jelas sekali bahawa akses kepada pendidikan berkualiti masih tidak sama rata merentasi kelas sosial.
213,atribut,Menganggap sesuatu sebagai disebabkan oleh faktor.,Para penyelidik mengaitkan peningkatan obesiti sebahagian besarnya dengan tabiat pemakanan yang buruk dan tidak aktif.
214,autonomi,Bertindak secara bebas tanpa kawalan luaran.,Kenderaan autonomi dijangka akan mengubah industri pengangkutan global.
215,biodiversiti,Kepelbagaian hidupan tumbuhan dan haiwan dalam sesuatu habitat.,Penebangan hutan menimbulkan ancaman yang ketara kepada biodiversiti di hutan hujan tropika.
216,beban,Beban atau tanggungjawab yang berat; membebankan.,Kos penjagaan kesihatan yang semakin meningkat memberi beban yang besar kepada individu dan kerajaan.
217,kapasiti,Jumlah maksimum yang boleh dipegang atau dilakukan oleh sesuatu.,Negara-negara membangun mesti membina kapasiti institusi mereka untuk menangani perubahan iklim dengan berkesan.
218,jejak karbon,Jumlah gas rumah hijau yang dihasilkan oleh sesebuah entiti.,Individu boleh mengurangkan jejak karbon mereka dengan ketara dengan mengamalkan diet berasaskan tumbuhan.
219,kronik,Berterusan untuk masa yang lama; sentiasa berulang.,Pengangguran kronik di kawasan luar bandar menyumbang kepada kemiskinan yang berleluasa dan pengasingan sosial.
220,sivik,Berkaitan dengan warganegara dan tanggungjawab mereka.,Penglibatan sivik adalah penting untuk mengekalkan demokrasi yang sihat dan berfungsi.
221,kerjasama,Bekerjasama dengan orang lain untuk mencapai sesuatu matlamat.,Kerjasama antarabangsa adalah perlu untuk menangani cabaran global seperti perubahan iklim.
222,kecekapan,Kebolehan untuk melakukan sesuatu dengan berkesan.,Majikan semakin menghargai kecekapan digital di samping kelayakan akademik tradisional.
223,pematuhan,"Mematuhi peraturan, piawaian atau undang-undang.",Pematuhan ketat terhadap peraturan alam sekitar adalah penting untuk pembangunan perindustrian yang mampan.
224,komprehensif,Merangkumi semua aspek; teliti dan lengkap.,Pendekatan menyeluruh terhadap kesihatan awam mesti merangkumi kedua-dua pencegahan dan rawatan.
225,kekangan,Had atau sekatan ke atas tindakan.,Kekangan belanjawan sering menghalang kerajaan daripada melabur secukupnya dalam infrastruktur awam.
226,penggunaan,"Penggunaan barangan, sumber atau tenaga.",Mengurangkan penggunaan tenaga merupakan strategi utama untuk memerangi perubahan iklim di peringkat global.
227,kontemporari,Sedang wujud atau berlaku pada masa kini.,Masyarakat kontemporari menghadapi cabaran yang belum pernah terjadi sebelumnya berkaitan dengan teknologi digital dan privasi.
228,kontroversi,Menyebabkan perselisihan faham atau perdebatan yang sengit.,Penggunaan tenaga nuklear masih menjadi topik yang sangat kontroversial dalam perdebatan alam sekitar.
229,berkorelasi,Untuk menunjukkan hubungan timbal balik antara dua perkara.,Kajian menunjukkan bahawa tahap pendidikan tinggi berkait rapat dengan hasil ekonomi yang lebih baik.
230,kurikulum,Subjek yang diajar di sekolah atau kursus.,Ramai pendidik berpendapat bahawa kurikulum kebangsaan harus merangkumi lebih banyak kemahiran berfikir secara kritis.
231,penebangan hutan,Penebangan hutan secara besar-besaran oleh manusia.,Penebangan hutan di Amazon sebahagian besarnya didorong oleh pengembangan pertanian dan penternakan lembu.
232,demografi,Data statistik yang berkaitan dengan sesuatu kumpulan populasi.,Perubahan demografi ke arah populasi yang semakin tua akan memberi tekanan yang ketara kepada sistem pencen.
233,habiskan,Untuk mengurangkan atau menghabiskan bekalan sesuatu.,Penangkapan ikan yang berlebihan terus mengurangkan sumber marin pada kadar yang membimbangkan dan tidak mampan.
234,merosot,Menjadi semakin buruk dari segi kualiti.,"Tanpa campur tangan segera, keadaan alam sekitar di kawasan bandar akan terus merosot."
235,digital,Berkaitan dengan teknologi komputer dan internet.,Jurang digital antara negara kaya dan miskin berisiko memburukkan lagi ketidaksamaan global.
236,mengurangkan,Untuk menjadikan atau menjadi lebih kecil atau kurang penting.,Automasi boleh mengurangkan permintaan untuk buruh berkemahiran rendah dalam sektor perkilangan.
237,percanggahan,Perbezaan antara perkara yang sepatutnya sepadan.,Terdapat perbezaan yang ketara antara matlamat kerajaan yang dinyatakan dan dasar sebenar.
238,diskriminasi,Layanan tidak adil berdasarkan keahlian kumpulan.,Diskriminasi di tempat kerja terhadap wanita kekal sebagai penghalang ketara kepada kesaksamaan jantina.
239,perbezaan,Perbezaan yang ketara antara benda atau kumpulan.,Jurang kekayaan yang semakin meningkat antara rakyat terkaya dan termiskin mengancam perpaduan sosial.
240,anjakan,Pengusiran paksa orang dari rumah mereka.,Konflik bersenjata telah menyebabkan perpindahan berjuta-juta orang di seluruh Timur Tengah.
241,gangguan,Gangguan yang mengganggu aktiviti biasa.,Inovasi digital telah menyebabkan gangguan meluas kepada model perniagaan dan industri tradisional.
242,dominan,"Paling berkuasa, penting, atau berpengaruh.",Bahasa Inggeris telah menjadi bahasa dominan dalam perniagaan antarabangsa dan penyelidikan akademik.
243,kemarau,Tempoh berpanjangan dengan hujan yang sangat rendah di luar kebiasaan.,Kemarau berpanjangan di sub-Sahara Afrika telah memusnahkan hasil pertanian dan keselamatan makanan.
244,ekologi,Berkaitan dengan hubungan antara organisma dan persekitaran.,Amalan pertanian perindustrian telah menyebabkan kerosakan ekologi yang teruk kepada tanah dan saluran air.
245,penekanan,Kepentingan khusus diberikan kepada sesuatu.,Terdapat penekanan yang semakin meningkat terhadap pembangunan kemahiran insaniah dalam kurikulum pendidikan moden.
246,epidemik,Kejadian penyakit yang berleluasa di sesebuah kawasan.,Wabak obesiti di negara kaya dikaitkan dengan gaya hidup yang tidak aktif dan diet yang tidak sihat.
247,kesaksamaan,Keadaan yang mempunyai hak dan peluang yang sama rata.,Mencapai kesaksamaan jantina di tempat kerja memerlukan pembaharuan perundangan dan perubahan budaya.
248,beretika,Berkaitan dengan prinsip moral dan kelakuan yang betul.,Penggunaan kecerdasan buatan menimbulkan persoalan etika penting mengenai privasi dan akauntabiliti.
249,perbelanjaan,Jumlah wang yang dibelanjakan untuk sesuatu.,Peningkatan perbelanjaan kerajaan untuk pendidikan boleh menghasilkan manfaat ekonomi jangka panjang yang ketara.
250,mengeksploitasi,Menggunakan secara tidak adil atau menggunakan sumber.,Syarikat-syarikat multinasional telah dikritik kerana mengeksploitasi buruh murah di negara-negara membangun.
251,kepupusan,Pengakhiran kewujudan sesuatu spesies sepenuhnya.,Aktiviti manusia telah mendorong pelbagai spesies tumbuhan dan haiwan ke arah kepupusan yang cepat.
252,memudahkan,Untuk memudahkan sesuatu tindakan atau proses.,Infrastruktur pengangkutan yang lebih baik dapat memudahkan perdagangan dan meningkatkan pembangunan ekonomi dengan ketara.
253,fiskal,Berkaitan dengan hasil dan percukaian kerajaan.,Kerajaan mesti mengamalkan dasar fiskal yang berhemat bagi mengelakkan pengumpulan hutang negara yang berlebihan.
254,fleksibel,Mampu menyesuaikan diri dengan keadaan yang berubah-ubah dengan mudah.,Pengaturan kerja yang fleksibel telah terbukti dapat meningkatkan kesejahteraan dan produktiviti pekerja.
255,bahan api fosil,Sumber tenaga yang terbentuk daripada bahan organik purba.,Pembakaran bahan api fosil yang berterusan merupakan pemacu utama perubahan iklim global.
256,rapuh,Mudah pecah atau rosak; halus dan mudah terdedah.,Negara-negara kepulauan kecil mempunyai ekosistem yang sangat rapuh yang terancam oleh peningkatan paras laut.
257,rangka kerja,Struktur atau sistem asas untuk membimbing tindakan.,Kerangka kerja perundangan yang jelas diperlukan untuk mengawal selia penggunaan kecerdasan buatan secara beretika.
258,asas,Membentuk asas atau teras yang penting.,Akses kepada air bersih merupakan hak asasi manusia yang masih kekurangan oleh ramai orang.
259,globalisasi,Meningkatkan integrasi ekonomi dan budaya di seluruh dunia.,Globalisasi telah mewujudkan peluang perdagangan baharu tetapi juga meningkatkan persaingan ekonomi.
260,penjagaan kesihatan,Penyediaan perkhidmatan perubatan yang terancang kepada orang ramai.,Penjagaan kesihatan sejagat memastikan semua rakyat menerima rawatan perubatan tanpa mengira pendapatan.
261,hipotesis,Penjelasan yang dicadangkan memerlukan ujian lanjut.,Penyelidik mencadangkan hipotesis bahawa diet secara langsung mempengaruhi perkembangan kognitif kanak-kanak.
262,serupa,Sama persis dalam setiap perincian.,Kajian itu mendapati hasil yang hampir sama merentasi dua kumpulan dengan latar belakang pendidikan yang berbeza.
263,implikasi,Akibat yang mungkin atau maksud yang dicadangkan.,Kebangkitan automasi mempunyai implikasi yang ketara terhadap pekerjaan dan pengagihan pendapatan pada masa hadapan.
264,insentif,Sesuatu yang menggalakkan tindakan yang diingini.,Insentif cukai boleh menggalakkan perniagaan melabur dalam teknologi tenaga boleh diperbaharui.
265,ketidaksamaan,Pengagihan sumber atau peluang yang tidak sama rata.,Ketidaksamaan pendapatan yang semakin meningkat merupakan salah satu cabaran sosial yang paling mendesak pada era moden.
266,tidak dapat dielakkan,Pasti berlaku; mustahil untuk dielakkan.,Sesetengah ahli ekonomi berpendapat bahawa pengangguran teknologi adalah akibat yang tidak dapat dielakkan daripada automasi.
267,inflasi,Kenaikan harga secara umum dari semasa ke semasa.,Inflasi yang tinggi menghakis kuasa beli dan memberi kesan yang tidak seimbang kepada isi rumah berpendapatan rendah.
268,inovasi,"Pengenalan idea, kaedah atau produk baharu.",Inovasi berterusan dalam tenaga boleh diperbaharui adalah penting untuk mencapai matlamat kemampanan global.
269,interaksi,Tindakan atau komunikasi timbal balik antara pihak-pihak.,Interaksi bersemuka adalah penting untuk mengembangkan kemahiran sosial yang penting dalam kalangan kanak-kanak kecil.
270,campur tangan,Tindakan yang diambil untuk memperbaiki atau mencegah sesuatu keadaan.,Campur tangan kerajaan awal adalah penting untuk mencegah krisis kewangan daripada menjadi lebih teruk.
271,pelaburan,Memperuntukkan sumber dengan menjangkakan manfaat masa hadapan.,Pelaburan langsung asing memainkan peranan penting dalam mempercepat pertumbuhan ekonomi di negara-negara membangun.
272,perundangan,Undang-undang atau himpunan undang-undang yang digubal oleh kerajaan.,Perundangan yang lebih tegas diperlukan untuk melindungi pekerja daripada keadaan yang tidak selamat di tempat kerja.
273,literasi,"Kebolehan membaca, menulis atau menggunakan sesuatu kemahiran.",Kadar literasi yang tinggi berkait rapat dengan peningkatan produktiviti ekonomi dan hasil sosial.
274,meminggirkan,Melayan sesuatu kumpulan sebagai tidak penting atau sampingan.,Dasar ekonomi yang mengabaikan kawasan luar bandar cenderung untuk meminggirkan lagi komuniti yang sedia terdedah.
275,mekanisme,Satu sistem atau proses untuk mencapai sesuatu hasil.,Mekanisme pengawalseliaan yang berkesan adalah penting untuk mencegah amalan monopoli dalam pasaran bebas.
276,metodologi,Satu sistem kaedah yang digunakan dalam penyelidikan.,Kesimpulan kajian itu dipersoalkan kerana terdapat kelemahan yang ketara dalam metodologi penyelidikannya.
277,penghijrahan,Pergerakan manusia dari satu tempat ke tempat yang lain.,Migrasi ekonomi ke pusat bandar telah meningkat di banyak negara membangun dalam beberapa dekad kebelakangan ini.
278,pemikiran,Satu set sikap atau kepercayaan yang telah ditetapkan.,Pemikiran pertumbuhan menggalakkan pelajar melihat kesilapan sebagai peluang untuk belajar.
279,mobiliti,Keupayaan untuk bergerak bebas antara kedudukan.,Pendidikan secara meluas dianggap sebagai pemacu utama mobiliti sosial dalam masyarakat moden.
280,kematian,Kadar kematian dalam sesuatu populasi.,Sanitasi yang lebih baik telah mengurangkan kadar kematian kanak-kanak secara mendadak di negara-negara membangun.
281,motivasi,Sebab atau pendorong di sebalik tindakan seseorang.,Pelajar yang mempunyai motivasi intrinsik yang tinggi cenderung mengatasi mereka yang hanya didorong oleh ganjaran luaran.
282,perbandaran,Berkaitan dengan kerajaan bandar atau bandar.,Pihak berkuasa perbandaran bertanggungjawab menguruskan kutipan sisa dan sistem pengangkutan awam.
283,naratif,Catatan peristiwa secara lisan atau bertulis.,Media memainkan peranan yang penting dalam membentuk naratif awam mengenai imigresen.
284,berunding,Untuk mencapai persetujuan melalui perbincangan.,Para pemimpin dunia mesti merundingkan perjanjian yang mengikat untuk menangani perubahan iklim global dengan berkesan.
285,obesiti,Keadaan berat badan berlebihan yang berlebihan.,Kadar obesiti kanak-kanak telah meningkat mendadak di banyak negara disebabkan oleh tabiat pemakanan yang tidak sihat.
286,kewajipan,Kewajipan moral atau undang-undang untuk melakukan sesuatu.,Negara-negara kaya mempunyai tanggungjawab moral untuk membantu negara-negara yang paling terjejas oleh perubahan iklim.
287,halangan,Sesuatu yang menghalang kemajuan atau pencapaian.,Kekurangan dana masih menjadi penghalang utama kepada pembaharuan pendidikan di banyak negara.
288,pembangkang,Perlawanan atau konflik terhadap sesuatu.,Cadangan perluasan jalan raya itu telah mendapat tentangan hebat daripada kumpulan alam sekitar tempatan.
289,organik,Dihasilkan tanpa bahan kimia tiruan; berlaku secara semula jadi.,Permintaan terhadap makanan organik telah meningkat dengan ketara apabila pengguna menjadi lebih mementingkan kesihatan.
290,kesesakan,Terlalu ramai orang di ruang yang terhad.,Pembandaran yang pesat telah menyebabkan kesesakan yang teruk di bandar-bandar utama di seluruh negara membangun.
291,pandemik,Penyakit yang merebak ke seluruh negara di seluruh dunia.,Pandemik COVID-19 mendedahkan kelemahan kritikal dalam infrastruktur kesihatan awam global.
292,penalti,Hukuman kerana melanggar peraturan atau undang-undang.,Memperkenalkan penalti kewangan yang lebih berat untuk pencemaran boleh menghalang industri daripada melanggar peraturan alam sekitar.
293,persepsi,Kepercayaan atau tafsiran tentang sesuatu.,Persepsi awam tentang imigresen sering dibentuk oleh liputan media dan bukannya bukti statistik.
294,perspektif,Sudut pandangan atau cara tertentu melihat sesuatu.,Adalah penting untuk mempertimbangkan isu ini dari perspektif mereka yang paling terjejas secara langsung.
295,fenomena,"Fakta atau peristiwa yang boleh diperhatikan, selalunya luar biasa.",Pembandaran merupakan fenomena global yang memberikan peluang dan cabaran yang besar.
296,kemiskinan,Keadaan menjadi sangat miskin.,Membasmi kemiskinan tegar kekal sebagai salah satu matlamat terpenting pembangunan antarabangsa.
297,prasangka,Pendapat yang tidak adil yang tidak berdasarkan akal.,Membanteras prasangka kaum memerlukan pembaharuan undang-undang dan inisiatif pendidikan yang meluas.
298,keutamaan,Sesuatu yang dinilai paling penting.,Meningkatkan akses kepada pendidikan berkualiti harus menjadi keutamaan utama mana-mana kerajaan yang bertanggungjawab.
299,produktiviti,Kecekapan output bagi setiap unit input.,Melabur dalam latihan pekerja adalah salah satu cara paling berkesan untuk meningkatkan produktiviti tempat kerja.
300,progresif,Mengutamakan pembaharuan dan kemajuan sosial.,Sistem cukai progresif memastikan golongan berpendapatan tinggi menyumbang dengan kadar yang lebih tinggi.
301,perkadaran,Sebahagian daripada keseluruhan; nisbah perbandingan.,Sebahagian besar kekayaan negara dimiliki oleh sebahagian kecil penduduk.
302,psikologi,Berkaitan dengan minda dan proses mental.,"Pengangguran boleh membawa kesan psikologi yang serius, termasuk kemurungan dan kehilangan identiti."
303,kemelesetan,Tempoh kemerosotan ekonomi yang ketara.,"Semasa kemelesetan, peningkatan pengangguran dan pengurangan perbelanjaan pengguna mewujudkan kitaran negatif."
304,pemulihan,Proses memulihkan kesihatan atau kehidupan normal.,Melabur dalam program pemulihan dapat mengurangkan kadar kesalahan berulang dengan lebih berkesan berbanding penjara sahaja.
305,boleh diperbaharui,Sumber yang boleh diisi semula secara semula jadi.,Pelaburan dalam sumber tenaga boleh diperbaharui adalah penting untuk mengurangkan kebergantungan kepada bahan api fosil di peringkat global.
306,sekatan,Peraturan atau syarat yang mengehadkan aktiviti.,Sekatan perjalanan yang dikenakan semasa pandemik telah menyebabkan gangguan yang ketara kepada pelancongan global.
307,pendapatan,Pendapatan yang dijana oleh kerajaan atau perniagaan.,Kerajaan bergantung pada hasil cukai untuk membiayai perkhidmatan awam yang penting seperti penjagaan kesihatan dan pendidikan.
308,revolusi,Perubahan yang dramatik dan mendasar dalam masyarakat.,Revolusi perindustrian telah mengubah secara asas ekonomi global dan corak buruh manusia.
309,sanitasi,Sistem untuk mengekalkan kebersihan dan pengurusan sisa.,Sanitasi yang tidak mencukupi di kawasan bandar yang padat penduduknya menyumbang kepada penyebaran penyakit berjangkit.
310,kekurangan,Bekalan sumber yang diperlukan tidak mencukupi.,Kekurangan air merupakan salah satu ancaman paling serius kepada kelangsungan hidup manusia dalam beberapa dekad akan datang.
311,skeptikal,Cenderung untuk mempersoalkan atau meragui dakwaan.,Ramai ahli ekonomi masih ragu-ragu tentang kemampanan jangka panjang perbelanjaan kerajaan semasa.
312,mobiliti sosial,Kebolehan untuk beralih antara kelas sosial.,Pendidikan secara meluas dianggap sebagai alat paling ampuh untuk meningkatkan mobiliti sosial.
313,stereotaip,Imej kumpulan yang terlalu ringkas dan tetap.,Perwakilan media sering mengukuhkan stereotaip berbahaya tentang komuniti minoriti.
314,rangsangan,Sesuatu yang menimbulkan tindak balas atau aktiviti.,Kerajaan telah melancarkan pakej rangsangan besar-besaran untuk memulihkan ekonomi selepas kemelesetan ekonomi.
315,pinggir bandar,Sebuah kawasan perumahan di pinggir bandar.,Pertumbuhan kawasan pinggir bandar telah meningkatkan kebergantungan kereta dan menyumbang kepada perluasan bandar.
316,pengawasan,"Pemerhatian rapi, terutamanya oleh pihak berkuasa.",Pengawasan besar-besaran oleh kerajaan menimbulkan kebimbangan serius tentang privasi individu dan kebebasan sivil.
317,percukaian,Sistem pengenaan cukai ke atas rakyat.,Percukaian yang adil dan progresif adalah penting untuk membiayai perkhidmatan awam dan mengurangkan ketidaksamaan.
318,peralihan,Perubahan dari satu negeri ke negeri yang lain.,Peralihan pantas kepada tenaga boleh diperbaharui adalah penting untuk mengehadkan kenaikan suhu global.
319,ketelusan,Keterbukaan dan kejelasan dalam proses atau tadbir urus.,Ketelusan yang lebih tinggi dalam perbelanjaan kerajaan dapat membantu mengurangkan rasuah dan membina kepercayaan orang ramai.
320,pengangguran,Keadaan tanpa pekerjaan bergaji.,Pengangguran struktur yang disebabkan oleh automasi menimbulkan cabaran besar kepada kerajaan di seluruh dunia.
321,pembandaran,Peningkatan kadar penduduk yang tinggal di bandar.,Pembandaran yang pesat di Asia telah mewujudkan bandar-bandar besar tetapi juga cabaran infrastruktur yang teruk.
322,vaksinasi,Rawatan yang memberikan imuniti terhadap penyakit.,Program vaksinasi besar-besaran telah membasmi penyakit seperti cacar dan mengawal polio di seluruh dunia.
323,sukarela,Dilakukan dengan rela hati tanpa paksaan dari luar.,Organisasi sektor sukarelawan memainkan peranan penting dalam menyokong ahli masyarakat yang terdedah.
324,kelemahan,Terdedah kepada bahaya atau kesukaran.,Negara-negara kepulauan kecil menghadapi kerentanan yang melampau terhadap akibat kenaikan paras laut.
325,meluas,Dijumpai atau diedarkan di kawasan yang luas.,Akses internet yang meluas telah mengubah komunikasi dan akses kepada maklumat secara global.
326,tenaga kerja,Semua orang yang tersedia untuk pekerjaan.,Tenaga kerja yang semakin tua memberikan cabaran yang ketara kepada sistem pencen di negara maju.
327,hasil,Untuk menghasilkan atau memberikan hasil atau tanaman.,Teknik pertanian yang lebih baik telah membantu petani menghasilkan tanaman yang lebih besar di kawasan yang terdedah kepada kemarau.
328,memburukkan lagi,Untuk memburukkan lagi masalah atau situasi.,Perubahan iklim dijangka akan memburukkan lagi cabaran keselamatan makanan sedia ada di kawasan yang terdedah.
329,peruntukan,Pengagihan sumber untuk sesuatu tujuan.,Peruntukan dana awam yang berkesan adalah penting untuk meningkatkan hasil penjagaan kesihatan negara.
330,integrasi,Proses menggabungkan bahagian-bahagian menjadi satu keseluruhan.,Integrasi sosial migran yang berjaya memerlukan pelaburan dalam pendidikan bahasa dan sokongan komuniti.
331,akauntabiliti,Tanggungjawab terhadap tindakan dan keputusan seseorang.,Akauntabiliti yang lebih tinggi dalam institusi awam adalah penting untuk mengekalkan kepercayaan rakyat terhadap kerajaan.
332,penyesuaian,Mampu menyesuaikan diri dengan keadaan baharu.,Strategi pengurusan adaptif membolehkan organisasi bertindak balas secara berkesan terhadap persekitaran yang berubah dengan pantas.
333,memburukkan lagi,Untuk menjadikan sesuatu masalah atau situasi lebih serius.,Tindak balas kerajaan yang tidak mencukupi boleh memburukkan lagi kesan sosial akibat kemelesetan ekonomi.
334,antropogenik,Disebabkan atau dihasilkan oleh aktiviti manusia.,Para saintis bersetuju bahawa pelepasan gas rumah hijau antropogenik adalah pemacu utama pemanasan global.
335,asimilasi,Penyerapan sesuatu kumpulan ke dalam budaya dominan.,Asimilasi budaya paksa masyarakat peribumi telah dikutuk secara meluas oleh organisasi hak asasi manusia.
336,penjimatan,Pengurangan perbelanjaan kerajaan yang besar untuk mengurangkan hutang.,Langkah-langkah penjimatan yang dikenakan selepas krisis kewangan mengakibatkan pemotongan teruk kepada perkhidmatan awam.
337,automasi,Penggunaan teknologi untuk melaksanakan tugas secara automatik.,Automasi proses pembuatan telah mengurangkan keperluan tenaga kerja tidak mahir dengan ketara.
338,boleh terbiodegradasi,Mampu diuraikan oleh organisma semula jadi.,Menggantikan plastik dengan pembungkusan terbiodegradasi merupakan langkah penting ke arah mengurangkan pencemaran alam sekitar.
339,birokrasi,Sistem peraturan dan proses rasmi yang kompleks.,Birokrasi yang berlebihan di institusi awam boleh menghalang penyampaian perkhidmatan penting yang cekap.
