id,front,back,example
157,Địa chỉ,Giải quyết hoặc nói về một vấn đề.,Các nhà hoạch định chính sách cần khẩn trương giải quyết vấn đề gia tăng tình trạng vô gia cư tại các thành phố lớn.
158,đủ,Đạt yêu cầu hoặc đáp ứng đủ mục đích cụ thể.,Mỗi đứa trẻ đều có quyền được hưởng một nền giáo dục và dinh dưỡng đạt tiêu chuẩn đầy đủ.
159,hãng,Một tổ chức hành động thay mặt cho một tổ chức khác; quyền tự chủ.,Một cơ quan chính phủ đã được thành lập với mục đích cụ thể là giám sát các vấn đề bảo vệ môi trường.
160,tranh cãi,Đưa ra các lý do để ủng hộ một quan điểm.,Nhiều nhà kinh tế cho rằng thương mại tự do mang lại lợi ích cho cả các nước đang phát triển và các nước phát triển.
161,nhận thức,Có kiến ​​thức hoặc nhận thức về một điều gì đó.,Giới trẻ ngày càng nhận thức rõ hơn về những hậu quả của biến đổi khí hậu đối với tương lai của họ.
162,THĂNG BẰNG,Phân phối đồng đều hoặc trạng thái cân bằng ổn định.,Cần có một cách tiếp cận cân bằng nhằm thúc đẩy tăng trưởng kinh tế đồng thời bảo vệ môi trường.
163,rào cản,Điều gì đó cản trở sự tiếp cận hoặc tiến bộ.,Những rào cản về tài chính vẫn tiếp tục ngăn cản nhiều sinh viên tài năng tiếp cận giáo dục đại học.
164,hành vi,Cách thức hành động của một người hoặc một sinh vật.,Các chương trình giáo dục có thể thay đổi hành vi một cách hiệu quả và thúc đẩy lối sống lành mạnh hơn.
165,ngân sách,Ước tính thu nhập và chi tiêu trong một khoảng thời gian.,Chính phủ phải phân bổ một phần ngân sách quốc gia đủ lớn cho giáo dục công lập.
166,thủ đô,Tài sản được sử dụng để tạo ra thu nhập; nơi đặt trụ sở chính phủ của một quốc gia.,Đầu tư vào nguồn vốn con người thông qua giáo dục mang lại lợi ích kinh tế lâu dài đáng kể.
167,biểu đồ,Hình thức trực quan hóa dữ liệu; dùng để ghi lại dữ liệu.,Biểu đồ minh họa sự gia tăng ổn định của nhiệt độ trung bình toàn cầu từ năm 1980 đến năm 2020.
168,sự lựa chọn,Sự lựa chọn được thực hiện từ các phương án có sẵn.,Chính phủ nên tôn trọng sự lựa chọn cá nhân đồng thời đảm bảo người dân được cung cấp đầy đủ thông tin.
169,sưu tầm,Thu thập các vật phẩm hoặc thông tin lại với nhau.,Các nhà nghiên cứu thu thập dữ liệu từ hàng nghìn người tham gia để đảm bảo độ tin cậy về mặt thống kê.
170,làm,Cam kết hoặc cống hiến hết mình cho một hướng hành động nào đó.,Các quốc gia phải cam kết thực hiện các thỏa thuận ràng buộc để giảm đáng kể lượng khí thải nhà kính của mình.
171,giao tiếp,Để chia sẻ hoặc trao đổi thông tin một cách hiệu quả.,Khả năng giao tiếp rõ ràng và thuyết phục là điều thiết yếu trong đời sống học thuật và nghề nghiệp.
172,hoàn thành,Cùng nhau nỗ lực vượt qua thử thách để đạt được mục tiêu chung.,Các quốc gia cần đầu tư vào giáo dục và đổi mới sáng tạo để cạnh tranh hiệu quả trong nền kinh tế toàn cầu.
173,xung đột,Một sự bất đồng nghiêm trọng hoặc một cuộc đấu tranh kéo dài.,Xung đột vũ trang tiếp tục khiến hàng triệu người phải di dời ở nhiều khu vực trên thế giới.
174,hợp đồng,Một thỏa thuận pháp lý chính thức giữa các bên.,Người lao động luôn nên đọc kỹ hợp đồng lao động trước khi ký bất kỳ văn bản nào.
175,đối phó,Để xử lý hiệu quả một tình huống khó khăn.,Nhiều cộng đồng đang phải vật lộn để đối phó với tần suất ngày càng gia tăng của các thảm họa thiên nhiên.
176,tham nhũng,Không trung thực hoặc sẵn sàng hành động phi đạo đức để đạt được lợi ích.,Các quan chức tham nhũng lạm dụng công quỹ làm suy yếu lòng tin của người dân đối với chính phủ.
177,trị giá,Số tiền cần thiết để mua hoặc làm một việc gì đó.,Chi phí sinh hoạt ngày càng tăng cao khiến các gia đình có thu nhập thấp gặp khó khăn hơn trong việc mua nhà.
178,tội phạm,Hành vi bất hợp pháp có thể bị pháp luật trừng phạt.,Giải quyết tận gốc nguyên nhân gây ra nghèo đói là điều thiết yếu để giảm tỷ lệ tội phạm bạo lực.
179,khủng hoảng,Một thời điểm vô cùng khó khăn hoặc nguy hiểm.,Cuộc khủng hoảng tài chính toàn cầu năm 2008 đã chứng minh nền kinh tế hiện đại ngày càng trở nên liên kết chặt chẽ với nhau.
180,phê bình,Cần phân tích kỹ lưỡng; có tầm quan trọng rất lớn.,Tư duy phản biện là một kỹ năng thiết yếu để phân tích các vấn đề phức tạp trong đời sống học thuật và nghề nghiệp.
181,giảm bớt,Trở nên nhỏ hơn về kích thước hoặc số lượng.,Số người sống trong cảnh nghèo cùng cực trên toàn cầu đã giảm đều đặn.
182,nền dân chủ,Một hệ thống chính phủ do các đại diện được bầu chọn.,Một nền dân chủ sôi động phụ thuộc vào một tầng lớp công dân được thông tin đầy đủ và một nền báo chí tự do.
183,phát hiện,Phát hiện hoặc nhận biết sự hiện diện của một thứ gì đó.,"Các công cụ sàng lọc tiên tiến có thể phát hiện một số loại ung thư ở giai đoạn sớm hơn, giúp việc điều trị dễ dàng hơn."
184,bệnh,Bệnh do nhiễm trùng hoặc rối loạn chức năng gây ra.,Ngăn ngừa sự lây lan của bệnh truyền nhiễm đòi hỏi đầu tư đáng kể vào cơ sở hạ tầng y tế công cộng.
185,nội địa,Liên quan đến nhà cửa hoặc đất nước của một người.,Các quyết định chính sách trong nước có thể gây ra những hậu quả đáng kể đối với vị thế quốc tế của một quốc gia.
186,thống trị,Có quyền lực hoặc tầm ảnh hưởng lớn nhất đối với người khác.,Một số ít tập đoàn đa quốc gia thống trị thương mại toàn cầu trong lĩnh vực sản xuất thực phẩm.
187,kinh tế,Hệ thống sản xuất và tiêu dùng trong một quốc gia.,Đa dạng hóa nền kinh tế quốc gia giúp giảm thiểu sự dễ tổn thương của một quốc gia trước những biến động giá cả hàng hóa.
188,khí thải,Quá trình sản sinh và thải khí vào khí quyển.,Giảm phát thải carbon là yếu tố then chốt trong các nỗ lực quốc tế nhằm giải quyết vấn đề biến đổi khí hậu.
189,thực thi,Buộc tuân thủ luật hoặc quy định.,"Nếu không có đủ nguồn lực, chính phủ không thể thực thi hiệu quả các luật bảo vệ môi trường."
190,nhận dạng,Nhận biết hoặc xác định danh tính của một thứ gì đó.,Nghiên cứu này nhằm mục đích xác định các yếu tố chính góp phần làm gia tăng tỷ lệ thất nghiệp trong giới trẻ.
191,quan sát,Quan sát kỹ lưỡng hoặc để ý đến điều gì đó.,Các nhà khoa học quan sát hành vi của động vật trong môi trường sống tự nhiên để hiểu rõ hơn về các hệ sinh thái.
192,loại,Một lớp hoặc nhóm các sự vật có chung đặc điểm.,"Báo cáo chia chất thải thành ba loại chính: chất thải tái chế, chất thải hữu cơ và chất thải nguy hại."
193,nguyên tắc,Một chân lý hoặc quy tắc cơ bản định hướng hành vi.,Nguyên tắc bình đẳng là nền tảng của luật nhân quyền quốc tế và quản trị dân chủ.
194,xuất bản,Cung cấp thông tin hoặc tác phẩm cho công chúng.,Các nhà nghiên cứu phải công bố kết quả nghiên cứu của mình trên các tạp chí uy tín để đóng góp vào tri thức khoa học.
195,đổi mới,Giới thiệu những ý tưởng hoặc phương pháp mới.,Các công ty không đổi mới sẽ có nguy cơ bị các đối thủ nhanh nhẹn hơn vượt mặt trên thị trường.
196,tích hợp,Kết hợp hoặc gộp các phần lại thành một chỉnh thể.,Cần có những chính sách hiệu quả để giúp người tị nạn hòa nhập vào cộng đồng sở tại.
197,phân bổ,Phân bổ nguồn lực cho một mục đích cụ thể.,Chính phủ phải phân bổ đủ kinh phí để duy trì và cải thiện các dịch vụ y tế công cộng.
198,điều phối,Tổ chức mọi người hoặc các nhóm để cùng nhau làm việc.,Các tổ chức quốc tế phải phối hợp các nỗ lực cứu trợ thiên tai để đạt hiệu quả tối đa.
199,tranh luận,Một cuộc thảo luận chính thức về các quan điểm trái ngược.,Hiện vẫn đang có cuộc tranh luận giữa các nhà kinh tế về những tác động lâu dài của toàn cầu hóa đối với bất bình đẳng.
200,phơi ra,Để lộ ra hoặc không được bảo vệ khỏi điều gì đó.,Trẻ em tiếp xúc với bạo lực trên phương tiện truyền thông có thể hình thành thái độ chai sạn trước những hành vi gây hại.
201,tăng tốc,Tăng tốc độ hoặc tỷ lệ.,Đổi mới công nghệ đã thúc đẩy tăng trưởng kinh tế ở nhiều quốc gia đang phát triển.
202,chứa,Cung cấp không gian hoặc thích ứng với các nhu cầu.,Các thành phố cần mở rộng cơ sở hạ tầng để đáp ứng nhu cầu ngày càng tăng của dân số đô thị.
203,tích lũy,Tích lũy hoặc thu thập dần dần theo thời gian.,Các hộ gia đình ở các nước phát triển có xu hướng tích lũy được nhiều của cải hơn qua nhiều thế hệ.
204,thừa nhận,Nhận biết hoặc thừa nhận sự tồn tại của một điều gì đó.,Các chính phủ phải thừa nhận vai trò của nghèo đói trong việc thúc đẩy bất bình đẳng xã hội.
205,sự mua lại,Hành động giành được hoặc đạt được điều gì đó.,Việc tiếp thu ngôn ngữ sớm đóng vai trò rất quan trọng đối với thành công học tập lâu dài của trẻ.
206,bất lợi,Có tác động bất lợi hoặc gây hại.,Tiếp xúc lâu dài với ô nhiễm có thể gây ra những tác động xấu đến sức khỏe cộng đồng.
207,người ủng hộ,Công khai ủng hộ một lý tưởng hoặc chính sách nào đó.,Nhiều nhà giáo dục ủng hộ việc giảm sĩ số lớp học để cải thiện kết quả học tập.
208,giảm nhẹ,Làm cho nỗi đau khổ hoặc vấn đề trở nên bớt nghiêm trọng hơn.,Các chương trình viện trợ nước ngoài nhằm mục đích giảm nghèo ở các quốc gia kém phát triển nhất thế giới.
209,tham vọng,Có khát vọng mạnh mẽ để đạt được những mục tiêu đầy thách thức.,Chính phủ đã đặt ra mục tiêu đầy tham vọng là giảm lượng khí thải carbon 50% vào năm 2030.
210,khoa trương,Tăng cường sức mạnh hoặc hiệu quả của một चीज nào đó.,Mạng xã hội có thể khuếch đại các cuộc thảo luận công khai nhưng cũng có thể lan truyền thông tin sai lệch một cách nhanh chóng.
211,dự đoán,Mong đợi hoặc dự đoán điều gì đó trước khi nó xảy ra.,Các nhà hoạch định chính sách cần phải dự đoán những thay đổi nhân khẩu học trong tương lai khi lập kế hoạch cung cấp dịch vụ công.
212,rõ ràng,Rõ ràng hoặc hiển nhiên; có vẻ đúng.,Rõ ràng là việc tiếp cận giáo dục chất lượng vẫn còn bất bình đẳng giữa các tầng lớp xã hội.
213,thuộc tính,Coi một sự việc nào đó là do một yếu tố nào đó gây ra.,Các nhà nghiên cứu cho rằng sự gia tăng béo phì chủ yếu là do thói quen ăn uống không lành mạnh và thiếu vận động.
214,tự động,"Hoạt động độc lập, không cần sự kiểm soát từ bên ngoài.",Xe tự lái được kỳ vọng sẽ làm thay đổi ngành vận tải toàn cầu.
215,sự đa dạng sinh học,Đa dạng sinh vật thực vật và động vật trong một môi trường sống.,Nạn phá rừng gây ra mối đe dọa đáng kể đối với đa dạng sinh học trong các khu rừng mưa nhiệt đới.
216,gánh nặng,Gánh nặng hoặc trách nhiệm lớn; quá tải.,Chi phí chăm sóc sức khỏe ngày càng tăng cao gây ra gánh nặng đáng kể cho cả cá nhân và chính phủ.
217,dung tích,Lượng tối đa mà một vật có thể chứa hoặc thực hiện.,Các quốc gia đang phát triển cần xây dựng năng lực thể chế để giải quyết vấn đề biến đổi khí hậu một cách hiệu quả.
218,dấu chân carbon,Tổng lượng khí nhà kính do một thực thể phát thải.,Mỗi cá nhân có thể giảm đáng kể lượng khí thải carbon bằng cách áp dụng chế độ ăn dựa trên thực vật.
219,mãn tính,Kéo dài trong thời gian dài; liên tục tái diễn.,Tình trạng thất nghiệp kinh niên ở vùng nông thôn góp phần gây ra nghèo đói và loại trừ xã ​​hội trên diện rộng.
220,dân sự,Liên quan đến công dân và trách nhiệm của họ.,Sự tham gia của người dân là yếu tố thiết yếu để duy trì một nền dân chủ lành mạnh và hoạt động hiệu quả.
221,sự hợp tác,Cùng hợp tác với người khác để đạt được mục tiêu.,Hợp tác quốc tế là cần thiết để giải quyết các thách thức toàn cầu như biến đổi khí hậu.
222,năng lực,Khả năng thực hiện một việc gì đó một cách hiệu quả.,Các nhà tuyển dụng ngày càng coi trọng năng lực kỹ thuật số bên cạnh các bằng cấp học thuật truyền thống.
223,Tuân thủ,"Tuân thủ các quy tắc, tiêu chuẩn hoặc luật lệ.",Tuân thủ nghiêm ngặt các quy định về môi trường là điều thiết yếu cho sự phát triển công nghiệp bền vững.
224,toàn diện,Bao gồm tất cả các khía cạnh; kỹ lưỡng và đầy đủ.,Một cách tiếp cận toàn diện đối với y tế công cộng cần phải giải quyết cả vấn đề phòng ngừa và điều trị.
225,ràng buộc,Sự hạn chế hoặc ràng buộc đối với hành động.,Những hạn chế về ngân sách thường ngăn cản chính phủ đầu tư đầy đủ vào cơ sở hạ tầng công cộng.
226,sự tiêu thụ,"Việc sử dụng hàng hóa, tài nguyên hoặc năng lượng.",Giảm tiêu thụ năng lượng là một chiến lược quan trọng để chống lại biến đổi khí hậu trên toàn cầu.
227,đồng thời,Tồn tại hoặc xảy ra ở thời điểm hiện tại.,Xã hội đương đại đang đối mặt với những thách thức chưa từng có liên quan đến công nghệ kỹ thuật số và quyền riêng tư.
228,gây tranh cãi,Gây ra sự bất đồng hoặc tranh luận gay gắt.,Việc sử dụng năng lượng hạt nhân vẫn là một chủ đề gây tranh cãi gay gắt trong các cuộc tranh luận về môi trường.
229,tương quan,Để thể hiện mối quan hệ tương hỗ giữa hai sự vật.,Nghiên cứu cho thấy trình độ học vấn cao hơn có mối tương quan chặt chẽ với kết quả kinh tế tốt hơn.
230,chương trình giảng dạy,Các môn học được giảng dạy trong trường học hoặc khóa học.,Nhiều nhà giáo dục cho rằng chương trình giáo dục quốc gia nên bao gồm nhiều kỹ năng tư duy phản biện hơn.
231,phá rừng,Việc con người phá rừng trên quy mô lớn.,Nạn phá rừng ở Amazon chủ yếu do việc mở rộng diện tích canh tác và chăn nuôi gia súc gây ra.
232,nhân khẩu học,Dữ liệu thống kê liên quan đến một nhóm dân số.,Những thay đổi về nhân khẩu học theo hướng dân số già hóa sẽ gây áp lực đáng kể lên hệ thống lương hưu.
233,cạn kiệt,Làm giảm hoặc làm cạn kiệt nguồn cung của một thứ gì đó.,Việc đánh bắt cá quá mức tiếp tục làm cạn kiệt tài nguyên biển với tốc độ đáng báo động và không bền vững.
234,xấu đi,Chất lượng ngày càng trở nên tồi tệ hơn.,"Nếu không có sự can thiệp khẩn cấp, điều kiện môi trường ở các khu vực đô thị sẽ tiếp tục xấu đi."
235,điện tử,Liên quan đến công nghệ máy tính và internet.,Khoảng cách kỹ thuật số giữa các quốc gia giàu và nghèo có nguy cơ làm trầm trọng thêm tình trạng bất bình đẳng toàn cầu.
236,giảm bớt,Làm cho nhỏ hơn hoặc trở nên ít quan trọng hơn.,Tự động hóa có thể làm giảm nhu cầu lao động trình độ thấp trong các ngành sản xuất.
237,sự khác biệt,Sự khác biệt giữa những thứ đáng lẽ phải khớp nhau.,Có sự khác biệt đáng kể giữa các mục tiêu mà chính phủ tuyên bố và các chính sách thực tế của họ.
238,phân biệt,Đối xử bất công dựa trên tư cách thành viên nhóm.,Phân biệt đối xử với phụ nữ tại nơi làm việc vẫn là một rào cản đáng kể đối với bình đẳng giới.
239,sự chênh lệch,Sự khác biệt lớn giữa các sự vật hoặc nhóm.,Sự gia tăng bất bình đẳng giàu nghèo giữa những công dân giàu nhất và nghèo nhất đang đe dọa sự gắn kết xã hội.
240,sự dịch chuyển,Cưỡng bức di dời người dân khỏi nhà của họ.,Xung đột vũ trang đã khiến hàng triệu người phải di dời trên khắp Trung Đông.
241,sự gián đoạn,Một sự xáo trộn làm gián đoạn hoạt động bình thường.,Đổi mới kỹ thuật số đã gây ra sự xáo trộn rộng rãi đối với các mô hình kinh doanh và ngành công nghiệp truyền thống.
242,trội,"Quyền lực nhất, quan trọng nhất hoặc có tầm ảnh hưởng nhất.",Tiếng Anh đã trở thành ngôn ngữ chủ đạo trong kinh doanh quốc tế và nghiên cứu học thuật.
243,hạn hán,Một thời kỳ dài lượng mưa thấp bất thường.,Hạn hán kéo dài ở khu vực cận Sahara châu Phi đã tàn phá sản lượng nông nghiệp và an ninh lương thực.
244,sinh thái,Liên quan đến mối quan hệ giữa sinh vật và môi trường.,Các phương thức canh tác công nghiệp đã gây ra thiệt hại nghiêm trọng về mặt sinh thái đối với đất và nguồn nước.
245,nhấn mạnh,Một điều gì đó được coi trọng đặc biệt.,Ngày càng có nhiều sự chú trọng vào việc phát triển các kỹ năng mềm trong chương trình giáo dục hiện đại.
246,bệnh dịch,Sự bùng phát dịch bệnh trên diện rộng trong một khu vực.,Đại dịch béo phì ở các quốc gia giàu có có liên quan đến lối sống ít vận động và chế độ ăn uống không lành mạnh.
247,bình đẳng,Trạng thái có quyền và cơ hội bình đẳng.,Đạt được bình đẳng giới tại nơi làm việc đòi hỏi cả cải cách pháp luật và thay đổi văn hóa.
248,đạo đức,Liên quan đến các nguyên tắc đạo đức và hành vi đúng đắn.,Việc sử dụng trí tuệ nhân tạo đặt ra những câu hỏi đạo đức quan trọng về quyền riêng tư và trách nhiệm giải trình.
249,chi tiêu,Số tiền đã chi cho một thứ gì đó.,Tăng chi tiêu của chính phủ cho giáo dục có thể mang lại những lợi ích kinh tế lâu dài đáng kể.
250,khai thác,Sử dụng một cách không công bằng hoặc lợi dụng một nguồn lực.,Các tập đoàn đa quốc gia đã bị chỉ trích vì bóc lột lao động giá rẻ ở các nước đang phát triển.
251,sự tuyệt chủng,Sự kết thúc hoàn toàn sự tồn tại của một loài.,Hoạt động của con người đang đẩy nhiều loài thực vật và động vật đến bờ vực tuyệt chủng nhanh chóng.
252,tạo điều kiện,Làm cho một hành động hoặc quy trình trở nên dễ dàng hơn.,Cải thiện cơ sở hạ tầng giao thông có thể tạo điều kiện thuận lợi cho thương mại và thúc đẩy phát triển kinh tế một cách đáng kể.
253,tài chính,Liên quan đến thu ngân sách nhà nước và thuế.,Các chính phủ phải áp dụng các chính sách tài khóa thận trọng để tránh tích lũy nợ quốc gia quá mức.
254,linh hoạt,Có khả năng thích nghi dễ dàng với những điều kiện thay đổi.,Các hình thức làm việc linh hoạt đã được chứng minh là giúp cải thiện sức khỏe và năng suất của nhân viên.
255,nhiên liệu hóa thạch,Nguồn năng lượng được hình thành từ vật chất hữu cơ cổ đại.,Việc tiếp tục đốt nhiên liệu hóa thạch là nguyên nhân chính gây ra biến đổi khí hậu toàn cầu.
256,dễ vỡ,Dễ vỡ hoặc hư hỏng; mỏng manh và dễ bị tổn thương.,Các quốc đảo nhỏ có hệ sinh thái đặc biệt dễ bị tổn thương và đang bị đe dọa bởi mực nước biển dâng cao.
257,khung,Một cấu trúc hoặc hệ thống cơ bản để hướng dẫn hành động.,Cần có một khuôn khổ pháp lý rõ ràng để điều chỉnh việc sử dụng trí tuệ nhân tạo một cách có đạo đức.
258,cơ bản,Tạo nên nền tảng hoặc cốt lõi thiết yếu.,Tiếp cận nước sạch là một quyền cơ bản của con người mà nhiều người vẫn chưa được hưởng.
259,toàn cầu hóa,Tăng cường hội nhập kinh tế và văn hóa toàn cầu.,Toàn cầu hóa đã tạo ra những cơ hội mới cho thương mại nhưng cũng làm gia tăng cạnh tranh kinh tế.
260,chăm sóc sức khỏe,Tổ chức cung cấp các dịch vụ y tế cho người dân.,Hệ thống chăm sóc sức khỏe toàn dân đảm bảo rằng tất cả công dân đều được tiếp cận dịch vụ y tế bất kể thu nhập.
261,giả thuyết,"Đây là một lời giải thích được đề xuất, cần được kiểm chứng thêm.",Nhà nghiên cứu đã đưa ra giả thuyết rằng chế độ ăn uống ảnh hưởng trực tiếp đến sự phát triển nhận thức ở trẻ em.
262,giống hệt nhau,Giống hệt nhau đến từng chi tiết.,Nghiên cứu cho thấy kết quả gần như giống hệt nhau ở hai nhóm có trình độ học vấn khác nhau.
263,hàm ý,Một hệ quả có thể xảy ra hoặc một ý nghĩa được gợi ý.,Sự gia tăng của tự động hóa có những tác động đáng kể đến việc làm và phân phối thu nhập trong tương lai.
264,khích lệ,Điều gì đó khuyến khích một hành động mong muốn.,Các ưu đãi thuế có thể khuyến khích doanh nghiệp đầu tư vào công nghệ năng lượng tái tạo.
265,bất bình đẳng,Phân bổ nguồn lực hoặc cơ hội không đồng đều.,Sự gia tăng bất bình đẳng thu nhập là một trong những thách thức xã hội cấp bách nhất của thời đại hiện đại.
266,không thể tránh khỏi,Chắc chắn sẽ xảy ra; không thể tránh khỏi.,Một số nhà kinh tế cho rằng thất nghiệp do công nghệ là hệ quả tất yếu của tự động hóa.
267,lạm phát,Giá cả nhìn chung tăng lên theo thời gian.,Lạm phát cao làm giảm sức mua và ảnh hưởng không cân xứng đến các hộ gia đình có thu nhập thấp.
268,sự đổi mới,"Giới thiệu những ý tưởng, phương pháp hoặc sản phẩm mới.",Việc tiếp tục đổi mới trong lĩnh vực năng lượng tái tạo là điều thiết yếu để đạt được các mục tiêu phát triển bền vững toàn cầu.
269,sự tương tác,Hành động hoặc sự giao tiếp qua lại giữa các bên.,Giao tiếp trực tiếp đóng vai trò thiết yếu trong việc phát triển các kỹ năng xã hội quan trọng ở trẻ nhỏ.
270,sự can thiệp,Hành động được thực hiện để cải thiện hoặc ngăn ngừa một tình huống.,Sự can thiệp sớm của chính phủ là điều cần thiết để ngăn chặn cuộc khủng hoảng tài chính trở nên trầm trọng hơn.
271,sự đầu tư,Phân bổ nguồn lực với kỳ vọng thu được lợi ích trong tương lai.,Đầu tư trực tiếp nước ngoài đóng vai trò then chốt trong việc thúc đẩy tăng trưởng kinh tế ở các quốc gia đang phát triển.
272,luật pháp,Luật hoặc một tập hợp các luật do chính phủ ban hành.,Cần có luật pháp mạnh mẽ hơn để bảo vệ người lao động khỏi các điều kiện làm việc không an toàn.
273,khả năng đọc viết,"Khả năng đọc, viết hoặc sử dụng một kỹ năng nào đó.",Tỷ lệ biết chữ cao có mối liên hệ mật thiết với năng suất kinh tế và kết quả xã hội được cải thiện.
274,gạt ra ngoài lề,Coi một nhóm người nào đó là không quan trọng hoặc thứ yếu.,Các chính sách kinh tế bỏ qua khu vực nông thôn có xu hướng làm trầm trọng thêm tình trạng yếu thế của các cộng đồng vốn đã dễ bị tổn
275,cơ chế,Một hệ thống hoặc quy trình để đạt được kết quả.,Các cơ chế quản lý hiệu quả là vô cùng quan trọng để ngăn chặn các hành vi độc quyền trong thị trường tự do.
276,phương pháp luận,Một hệ thống các phương pháp được sử dụng trong nghiên cứu.,Kết luận của nghiên cứu đã bị đặt dấu hỏi do những sai sót nghiêm trọng trong phương pháp nghiên cứu.
277,di cư,Sự di chuyển của con người từ nơi này đến nơi khác.,Di cư kinh tế về các trung tâm đô thị đã tăng tốc ở nhiều quốc gia đang phát triển trong những thập kỷ gần đây.
278,tư duy,Một tập hợp các thái độ hoặc niềm tin đã được thiết lập.,Tư duy phát triển khuyến khích học sinh xem sai lầm như những cơ hội để học hỏi.
279,khả năng di chuyển,Khả năng di chuyển tự do giữa các vị trí.,Giáo dục được xem là động lực chính thúc đẩy sự dịch chuyển xã hội trong các xã hội hiện đại.
280,tỷ lệ tử vong,Tỷ lệ tử vong trong một quần thể.,Việc cải thiện điều kiện vệ sinh đã làm giảm đáng kể tỷ lệ tử vong ở trẻ em tại các nước đang phát triển.
281,động lực,Lý do hoặc động lực đằng sau hành động của một người.,Những học sinh có động lực nội tại cao thường đạt kết quả học tập tốt hơn những học sinh chỉ được thúc đẩy bởi phần thưởng bên ngoài.
282,thành phố,Liên quan đến chính quyền thị trấn hoặc thành phố.,Chính quyền thành phố chịu trách nhiệm quản lý việc thu gom rác thải và hệ thống giao thông công cộng.
283,chuyện kể,Bản tường thuật bằng lời nói hoặc bằng văn bản về các sự kiện.,Truyền thông đóng vai trò vô cùng quan trọng trong việc định hình dư luận về vấn đề nhập cư.
284,thương lượng,Đạt được sự đồng thuận thông qua thảo luận.,Các nhà lãnh đạo thế giới cần đàm phán các thỏa thuận ràng buộc để giải quyết hiệu quả vấn đề biến đổi khí hậu toàn cầu.
285,béo phì,Tình trạng thừa cân quá mức.,Tỷ lệ béo phì ở trẻ em đã tăng mạnh ở nhiều quốc gia do thói quen ăn uống không lành mạnh.
286,nghĩa vụ,Một nghĩa vụ đạo đức hoặc pháp lý phải làm điều gì đó.,Các quốc gia giàu có có nghĩa vụ đạo đức phải hỗ trợ những quốc gia bị ảnh hưởng nặng nề nhất bởi biến đổi khí hậu.
287,trở ngại,Những thứ cản trở sự tiến bộ hoặc thành tựu.,Thiếu kinh phí vẫn là trở ngại đáng kể đối với cải cách giáo dục ở nhiều quốc gia.
288,phe đối lập,Sự phản kháng hoặc xung đột chống lại điều gì đó.,Đề xuất mở rộng đường đã vấp phải sự phản đối dữ dội từ các nhóm môi trường địa phương.
289,hữu cơ,Được sản xuất mà không sử dụng hóa chất nhân tạo; có nguồn gốc tự nhiên.,Nhu cầu về thực phẩm hữu cơ đã tăng lên đáng kể khi người tiêu dùng ngày càng quan tâm hơn đến sức khỏe.
290,quá tải,Quá nhiều người trong một không gian hạn hẹp.,Quá trình đô thị hóa nhanh chóng đã dẫn đến tình trạng quá tải dân số nghiêm trọng tại các thành phố lớn trên khắp thế giới đang phát triển.
291,dịch bệnh,Một căn bệnh đang lan rộng khắp các quốc gia trên toàn thế giới.,Đại dịch COVID-19 đã phơi bày những điểm yếu nghiêm trọng trong cơ sở hạ tầng y tế công cộng toàn cầu.
292,phạt,Hình phạt dành cho hành vi vi phạm quy tắc hoặc luật lệ.,Việc áp dụng các hình phạt tài chính nặng hơn đối với hành vi gây ô nhiễm có thể ngăn chặn các ngành công nghiệp vi phạm môi trường.
293,sự nhận thức,Một niềm tin hoặc cách hiểu về điều gì đó.,Nhận thức của công chúng về vấn đề nhập cư thường bị ảnh hưởng bởi các phương tiện truyền thông hơn là bằng chứng thống kê.
294,luật xa gần,Một quan điểm hoặc cách nhìn nhận sự việc cụ thể.,Điều cần thiết là phải xem xét vấn đề từ góc độ của những người bị ảnh hưởng trực tiếp nhất.
295,hiện tượng,"Một sự kiện hoặc hiện tượng có thể quan sát được, thường là đáng chú ý.",Đô thị hóa là một hiện tượng toàn cầu mang lại cả cơ hội và những thách thức đáng kể.
296,nghèo,Tình trạng cực kỳ nghèo khổ.,Xóa bỏ nghèo cùng cực vẫn là một trong những mục tiêu quan trọng nhất của phát triển quốc tế.
297,định kiến,"Một ý kiến ​​không công bằng, không dựa trên lý lẽ.",Việc chống lại định kiến ​​chủng tộc đòi hỏi cả cải cách pháp luật và các sáng kiến ​​giáo dục rộng rãi.
298,sự ưu tiên,Điều được xếp hạng quan trọng nhất.,Cải thiện khả năng tiếp cận giáo dục chất lượng nên là ưu tiên hàng đầu của bất kỳ chính phủ có trách nhiệm nào.
299,năng suất,Hiệu suất đầu ra trên mỗi đơn vị đầu vào.,Đầu tư vào đào tạo nhân viên là một trong những cách hiệu quả nhất để nâng cao năng suất lao động.
300,tiến bộ,Ủng hộ cải cách và tiến bộ xã hội.,Hệ thống thuế lũy tiến đảm bảo rằng những người có thu nhập cao hơn sẽ đóng góp một tỷ lệ lớn hơn vào ngân sách nhà nước.
301,tỷ lệ,Một phần của tổng thể; một tỷ lệ so sánh.,Một phần lớn tài sản quốc gia nằm trong tay một bộ phận nhỏ dân số.
302,tâm lý,Liên quan đến tâm trí và các quá trình tư duy.,"Thất nghiệp có thể gây ra những hậu quả tâm lý nghiêm trọng, bao gồm trầm cảm và mất đi bản sắc cá nhân."
