id,front,back,example
138,ساخت,کسی چیز میں حصوں کا منظم انتظام۔,سخت سماجی ڈھانچے اوپر کی نقل و حرکت کو روک سکتے ہیں اور عدم مساوات کو برقرار رکھ سکتے ہیں۔
139,تجویز کریں,کوئی خیال یا امکان پیش کرنا۔,شواہد بتاتے ہیں کہ ابتدائی بچپن کی تعلیم علمی نشوونما کے لیے دیرپا فوائد رکھتی ہے۔
140,حمایت,مدد دینا یا کسی چیز کے حق میں بحث کرنا۔,معاشی بدحالی کے دوران چھوٹے کاروباروں کے لیے حکومت کی مالی مدد بہت اہم ہے۔
141,برقرار رکھنا,وقت کے ساتھ ساتھ کسی چیز کو برقرار رکھنا یا جاری رکھنا۔,ایسی پالیسیاں اپنانا ضروری ہے جو ماحولیات کو نقصان پہنچائے بغیر معاشی ترقی کو برقرار رکھیں۔
142,نظام,باہم مربوط عناصر کا ایک منظم مجموعہ۔,صحت مند اور پیداواری آبادی کو برقرار رکھنے کے لیے صحت کی دیکھ بھال کا ایک اچھا نظام ضروری ہے۔
143,ہدف,ایک مقصد یا گروپ جس کا مقصد خاص طور پر ہے۔,ممالک کو 2050 تک گرین ہاؤس گیسوں کے اخراج کو کم کرنے کے لیے مہتواکانکشی اہداف کا تعین کرنا چاہیے۔
144,ٹیکنالوجی,سائنسی علم کا اطلاق عملی مقاصد پر ہوتا ہے۔,ٹیکنالوجی کی ترقی نے دنیا میں کہیں بھی معلومات تک رسائی ممکن بنا دی ہے۔
145,رجحان,کسی چیز کی طرف عمومی جھکاؤ رکھنا۔,دولت مند ممالک ترقی پذیر ممالک کے مقابلے فی کس زیادہ کاربن کا اخراج پیدا کرتے ہیں۔
146,نظریہ,خیالات کا ایک نظام جو مظاہر کی وضاحت کے لیے استعمال ہوتا ہے۔,ڈارون کے نظریہ ارتقاء نے زمین پر زندگی کے بارے میں ہماری سمجھ کو بنیادی طور پر بدل دیا۔
147,روایتی,طویل عرصے سے قائم رسوم و رواج پر مبنی۔,عالمگیریت نے بہت سے معاشروں میں روایتی اقدار اور ثقافتی شناخت کو چیلنج کیا ہے۔
148,تبدیل,شکل یا فطرت میں کسی چیز کو مکمل طور پر تبدیل کرنا۔,ڈیجیٹل ٹیکنالوجی لوگوں کے کام کرنے اور بات چیت کرنے کے طریقے کو تبدیل کرنے کی طاقت رکھتی ہے۔
149,رجحان,ایک عام سمت جس میں کچھ ترقی کر رہا ہے۔,شہری کاری کی طرف عالمی رجحان آنے والی دہائیوں میں سست ہونے کے کوئی آثار نہیں دکھاتا ہے۔
150,شہری,کسی شہر سے متعلق یا اس کی خصوصیت۔,تیز شہری ترقی نے پبلک ٹرانسپورٹ کے بنیادی ڈھانچے پر بہت زیادہ دباؤ ڈالا ہے۔
151,قدر,کسی چیز کو تفویض کردہ اہمیت یا قدر۔,بنیادی اقدار جیسا کہ مساوات اور انصاف زیادہ تر جدید جمہوری آئینوں کی بنیاد ہے۔
152,مختلف,مختلف ہونا یا حالات کے لحاظ سے تبدیل ہونا۔,آمدنی اور صحت کی دیکھ بھال کے معیار کی بنیاد پر ممالک کے درمیان متوقع زندگی نمایاں طور پر مختلف ہوتی ہے۔
153,شکار,ایک شخص جسے کسی جرم یا بدقسمتی سے نقصان پہنچا ہے۔,گھریلو تشدد کے متاثرین کی صحت یابی میں مدد کے لیے مناسب سپورٹ سسٹم کا ہونا ضروری ہے۔
154,فلاح و بہبود,ایک شخص کی صحت، خوشی اور تندرستی۔,فلاحی ریاست بے روزگاری یا بیماری کے دوران شہریوں کے لیے حفاظتی جال فراہم کرتی ہے۔
155,رسائی,کسی چیز کو حاصل کرنے یا استعمال کرنے کی صلاحیت یا حق۔,صحت کی دیکھ بھال تک مساوی رسائی کو یقینی بنانا کسی بھی منصف حکومت کی بنیادی ذمہ داری ہے۔
156,موافقت,نئے حالات یا حالات کو ایڈجسٹ کرنے کے لئے.,کاروباری اداروں کو مسابقتی رہنے کے لیے مارکیٹ کے تیزی سے بدلتے ہوئے حالات کے مطابق مسلسل ڈھالنا چاہیے۔
157,پتہ,کسی مسئلے سے نمٹنے یا اس کے بارے میں بات کرنا۔,پالیسی سازوں کو بڑے شہروں میں بڑھتی ہوئی بے گھری کے مسئلے کو فوری طور پر حل کرنا چاہیے۔
158,کافی,کسی خاص مقصد کے لیے تسلی بخش یا کافی۔,ہر بچے کو تعلیم اور غذائیت کا مناسب معیار حاصل کرنے کا حق ہے۔
159,ایجنسی,کسی دوسرے کی طرف سے کام کرنے والی تنظیم؛ خودمختاری,ایک سرکاری ادارہ خاص طور پر ماحولیاتی تحفظ کے معاملات کی نگرانی کے لیے قائم کیا گیا تھا۔
160,بحث,کسی موقف کی حمایت میں دلائل پیش کرنا۔,بہت سے ماہرین اقتصادیات کا کہنا ہے کہ آزاد تجارت سے ترقی پذیر اور ترقی یافتہ دونوں ممالک کو فائدہ ہوتا ہے۔
161,آگاہ,کسی چیز کا علم یا شعور ہونا۔,نوجوان اپنے مستقبل پر موسمیاتی تبدیلیوں کے اثرات سے تیزی سے آگاہ ہو رہے ہیں۔
162,توازن,مساوی تقسیم یا مستحکم توازن۔,ایک متوازن نقطہ نظر کی ضرورت ہے جو ماحول کی حفاظت کرتے ہوئے اقتصادی ترقی کو فروغ دے.
163,رکاوٹ,کوئی ایسی چیز جو رسائی یا ترقی کو روکتی ہے۔,مالی رکاوٹیں بہت سے ہونہار طلباء کو اعلیٰ تعلیم تک رسائی سے روکتی رہتی ہیں۔
164,سلوک,جس طرح سے کوئی شخص یا حیاتیات کام کرتا ہے۔,تعلیمی پروگرام مؤثر طریقے سے رویے کو تبدیل کر سکتے ہیں اور صحت مند طرز زندگی کے انتخاب کو فروغ دے سکتے ہیں۔
165,بجٹ,ایک مدت کے لیے آمدنی اور اخراجات کا تخمینہ۔,حکومتوں کو قومی بجٹ کا کافی حصہ عوامی تعلیم کے لیے مختص کرنا چاہیے۔
166,سرمایہ,آمدنی پیدا کرنے کے لیے استعمال ہونے والی دولت؛ ملک کی حکومت کی نشست۔,تعلیم کے ذریعے انسانی سرمائے میں سرمایہ کاری اہم طویل مدتی معاشی منافع حاصل کرتی ہے۔
167,چارٹ,ڈیٹا کی بصری نمائندگی؛ ڈیٹا ریکارڈ کرنے کے لیے۔,یہ چارٹ 1980 سے 2020 تک عالمی اوسط درجہ حرارت میں مسلسل اضافے کو ظاہر کرتا ہے۔
168,انتخاب,دستیاب متبادلات سے بنایا گیا انتخاب۔,حکومتوں کو انفرادی انتخاب کا احترام کرنا چاہیے جبکہ اس بات کو یقینی بنانا چاہیے کہ شہریوں کو اچھی طرح سے آگاہ کیا جائے۔
169,جمع,اشیاء یا معلومات کو اکٹھا کرنا۔,محققین شماریاتی اعتبار کو یقینی بنانے کے لیے ہزاروں شرکاء سے ڈیٹا اکٹھا کرتے ہیں۔
170,عزم,عہد کرنا یا خود کو کسی عمل کے لیے وقف کرنا۔,اقوام کو اپنی گرین ہاؤس گیسوں کے اخراج کو نمایاں طور پر کم کرنے کے لیے پابند معاہدوں کا عہد کرنا چاہیے۔
171,بات چیت,مؤثر طریقے سے معلومات کا اشتراک یا تبادلہ کرنا۔,تعلیمی اور پیشہ ورانہ زندگی میں واضح اور قائل کرنے کی صلاحیت ضروری ہے۔
172,مقابلہ,اسی مقصد کے لیے دوسروں کے خلاف جدوجہد کرنا۔,اقوام کو عالمی معیشت میں مؤثر طریقے سے مقابلہ کرنے کے لیے تعلیم اور اختراع میں سرمایہ کاری کرنی چاہیے۔
173,تنازعہ,ایک سنگین اختلاف یا طویل جدوجہد۔,دنیا کے مختلف خطوں میں مسلح تصادم لاکھوں لوگوں کو بے گھر کرنے کا سلسلہ جاری ہے۔
174,معاہدہ,فریقین کے درمیان ایک باقاعدہ قانونی معاہدہ۔,کسی بھی دستاویز پر دستخط کرنے سے پہلے کارکنوں کو ہمیشہ ملازمت کے معاہدے کو بغور پڑھنا چاہیے۔
175,نمٹنے,مشکل صورت حال سے مؤثر طریقے سے نمٹنے کے لیے۔,بہت سی کمیونٹیز قدرتی آفات کی بڑھتی ہوئی تعدد سے نمٹنے کے لیے جدوجہد کر رہی ہیں۔
176,کرپٹ,بے ایمان یا فائدہ کے لئے غیر اخلاقی کام کرنے کو تیار۔,عوامی فنڈز کا غلط استعمال کرنے والے بدعنوان اہلکار حکومت میں شہریوں کے اعتماد کو مجروح کرتے ہیں۔
177,لاگت,کچھ خریدنے یا کرنے کے لیے درکار رقم۔,زندگی کے بڑھتے ہوئے اخراجات نے کم آمدنی والے خاندانوں کے لیے مکانات کے حصول کو مشکل سے مشکل بنا دیا ہے۔
178,جرم,ایک غیر قانونی عمل جو قانون کے ذریعہ قابل سزا ہے۔,پرتشدد جرائم کی شرح کو کم کرنے کے لیے غربت کی بنیادی وجوہات کو دور کرنا ضروری ہے۔
179,بحران,شدید مشکل یا خطرے کا وقت۔,2008 کے عالمی مالیاتی بحران نے یہ ظاہر کیا کہ کس طرح ایک دوسرے سے جڑی ہوئی جدید معیشتیں بن چکی ہیں۔
180,تنقیدی,محتاط تجزیہ شامل؛ بہت اہمیت کی.,تعلیمی اور پیشہ ورانہ زندگی میں پیچیدہ مسائل کا تجزیہ کرنے کے لیے تنقیدی سوچ ایک ضروری مہارت ہے۔
181,کمی,سائز یا مقدار میں چھوٹا بننا یا بنانا۔,عالمی سطح پر انتہائی غربت میں رہنے والے لوگوں کی تعداد میں مسلسل کمی واقع ہوئی ہے۔
182,جمہوریت,منتخب نمائندوں کے ذریعے حکومت کا نظام۔,ایک متحرک جمہوریت کا دارومدار باخبر شہری اور آزاد صحافت پر ہے۔
183,پتہ لگانا,کسی چیز کی موجودگی کو دریافت یا پہچاننا۔,اعلی درجے کی اسکریننگ کے اوزار ابتدائی اور زیادہ قابل علاج مرحلے میں بعض کینسروں کا پتہ لگاسکتے ہیں۔
184,بیماری,انفیکشن یا خرابی کی وجہ سے ایک بیماری۔,متعدی بیماری کے پھیلاؤ کو روکنے کے لیے صحت عامہ کے بنیادی ڈھانچے میں اہم سرمایہ کاری کی ضرورت ہے۔
185,گھریلو,گھر یا اپنے ملک سے متعلق۔,ملکی پالیسی کے فیصلوں کے کسی ملک کی بین الاقوامی حیثیت کے لیے اہم نتائج ہو سکتے ہیں۔
186,غلبہ,دوسروں پر سب سے زیادہ طاقت یا اثر و رسوخ رکھنا۔,کثیر القومی کارپوریشنوں کی ایک چھوٹی تعداد خوراک کی پیداوار میں عالمی تجارت پر حاوی ہے۔
187,معیشت,کسی ملک میں پیداوار اور کھپت کا نظام۔,قومی معیشت کو متنوع بنانے سے اجناس کی قیمتوں کے جھٹکے سے کسی ملک کے خطرے کو کم کیا جاتا ہے۔
188,اخراج,فضا میں گیس کی پیداوار اور اخراج۔,کاربن کے اخراج کو کم کرنا موسمیاتی تبدیلی سے نمٹنے کے لیے بین الاقوامی کوششوں میں مرکزی حیثیت رکھتا ہے۔
189,نافذ کرنا,کسی قانون یا اصول کی تعمیل پر مجبور کرنا۔,مناسب وسائل کے بغیر، حکومتیں ماحولیاتی تحفظ کے قوانین کو مؤثر طریقے سے نافذ نہیں کر سکتیں۔
190,شناخت,کسی چیز کی شناخت یا شناخت قائم کرنا۔,اس مطالعے کا مقصد نوجوانوں کی بے روزگاری کی بڑھتی ہوئی سطح میں کردار ادا کرنے والے اہم عوامل کی نشاندہی کرنا ہے۔
191,مشاہدہ,کسی چیز کو غور سے دیکھنا یا نوٹ کرنا۔,سائنسدان ماحولیاتی نظام کو بہتر طور پر سمجھنے کے لیے قدرتی رہائش گاہوں میں جانوروں کے رویے کا مشاہدہ کرتے ہیں۔
192,زمرہ,مشترکہ خصوصیات کے ساتھ چیزوں کا ایک طبقہ یا گروپ۔,رپورٹ میں فضلہ کو تین اہم اقسام میں تقسیم کیا گیا ہے: ری سائیکل، نامیاتی اور مضر صحت۔
193,اصول,ایک بنیادی سچائی یا اصول رہنمائی کرنے والا رویہ۔,مساوات کا اصول بین الاقوامی انسانی حقوق کے قانون اور جمہوری طرز حکمرانی کی بنیاد رکھتا ہے۔
194,شائع کریں,معلومات یا کام کو عوام تک پہنچانا۔,سائنسی علم میں حصہ ڈالنے کے لیے محققین کو اپنے نتائج کو معتبر جرائد میں شائع کرنا چاہیے۔
195,اختراع,نئے آئیڈیاز یا طریقے متعارف کروانا۔,وہ کمپنیاں جو خطرے کو اختراع کرنے میں ناکام رہتی ہیں ان کا مقابلہ بازار میں زیادہ چست حریفوں سے ہوتا ہے۔
196,انضمام,حصوں کو یکجا یا مکمل میں شامل کرنا۔,پناہ گزینوں کو ان کی میزبان برادریوں میں ضم کرنے میں مدد کے لیے موثر پالیسیوں کی ضرورت ہے۔
197,مختص,کسی خاص مقصد کے لیے وسائل کی تقسیم۔,حکومتوں کو صحت عامہ کی خدمات کو برقرار رکھنے اور بہتر بنانے کے لیے کافی فنڈز مختص کرنے چاہییں۔
198,کوآرڈینیٹ,لوگوں یا گروہوں کو ایک ساتھ کام کرنے کے لیے منظم کرنا۔,بین الاقوامی ایجنسیوں کو اپنی آفات سے نمٹنے کی کوششوں کو زیادہ سے زیادہ مؤثر بنانے کے لیے مربوط کرنا چاہیے۔
199,بحث,مخالف نقطہ نظر کی ایک رسمی بحث۔,معاشی ماہرین کے درمیان عدم مساوات پر عالمگیریت کے طویل مدتی اثرات کے بارے میں بحث جاری ہے۔
200,بے نقاب,ظاہر کرنا یا کسی چیز سے غیر محفوظ چھوڑنا۔,میڈیا میں تشدد کا نشانہ بننے والے بچے نقصان پہنچانے کے لیے غیر حساس رویہ پیدا کر سکتے ہیں۔
201,تیز کرنا,رفتار یا شرح میں اضافہ کرنا۔,تکنیکی جدت نے بہت سے ترقی پذیر ممالک میں اقتصادی ترقی کو تیز کیا ہے۔
202,ایڈجسٹ,ضروریات کے لیے جگہ فراہم کرنے یا ان کے مطابق ڈھالنے کے لیے۔,شہروں کو بڑھتی ہوئی شہری آبادی کو ایڈجسٹ کرنے کے لیے بنیادی ڈھانچے کو بڑھانا چاہیے۔
203,جمع کرنا,وقت کے ساتھ ساتھ بتدریج جمع ہونا یا جمع ہونا۔,ترقی یافتہ ممالک میں گھرانے نسل در نسل زیادہ دولت جمع کرتے رہتے ہیں۔
204,تسلیم کرنا,کسی چیز کے وجود کو تسلیم کرنا یا تسلیم کرنا۔,حکومتوں کو معاشرتی عدم مساوات کو آگے بڑھانے میں غربت کے کردار کو تسلیم کرنا چاہیے۔
205,حصول,کسی چیز کو حاصل کرنے یا حاصل کرنے کا عمل۔,ابتدائی زبان کا حصول بچے کی طویل مدتی تعلیمی کامیابی کے لیے اہم ہے۔
206,منفی,اثر میں نقصان دہ یا ناگوار۔,آلودگی کی طویل نمائش سے صحت عامہ پر منفی اثرات مرتب ہو سکتے ہیں۔
207,وکیل,عوامی طور پر کسی مقصد یا پالیسی کی حمایت کرنا۔,بہت سے ماہرین تعلیم سیکھنے کے نتائج کو بہتر بنانے کے لیے چھوٹے طبقے کے سائز کی وکالت کرتے ہیں۔
208,کم کرنا,تکلیف یا پریشانی کو کم سنگین بنانا۔,غیر ملکی امدادی پروگراموں کا مقصد دنیا کی سب سے کم ترقی یافتہ ممالک میں غربت کو ختم کرنا ہے۔
209,مہتواکانکشی,مشکل اہداف کو حاصل کرنے کی شدید خواہش کا ہونا۔,حکومت نے 2030 تک کاربن کے اخراج کو 50 فیصد تک کم کرنے کا مہتواکانکشی ہدف مقرر کیا ہے۔
210,بڑھانا,کسی چیز کی طاقت یا اثر کو بڑھانا۔,سوشل میڈیا عوامی گفتگو کو بڑھا سکتا ہے لیکن غلط معلومات بھی تیزی سے پھیلا سکتا ہے۔
211,متوقع,کسی چیز کے ہونے سے پہلے اس کی توقع یا پیش گوئی کرنا۔,عوامی خدمات کی منصوبہ بندی کرتے وقت پالیسی سازوں کو مستقبل میں آبادیاتی تبدیلیوں کا اندازہ لگانا چاہیے۔
212,ظاہر,واضح طور پر نظر آنے والا یا واضح؛ سچ لگتا ہے.,یہ ظاہر ہے کہ معیاری تعلیم تک رسائی سماجی طبقات میں غیر مساوی ہے۔
213,وصف,کسی چیز کو کسی عنصر کی وجہ سے سمجھنا۔,محققین موٹاپے میں اضافے کی بڑی وجہ غذائی عادات اور غیرفعالیت کو قرار دیتے ہیں۔
214,خود مختار,بیرونی کنٹرول کے بغیر آزادانہ طور پر کام کرنا۔,خود مختار گاڑیوں سے عالمی نقل و حمل کی صنعت کو تبدیل کرنے کی امید ہے۔
215,حیاتیاتی تنوع,رہائش گاہ میں پودوں اور حیوانی زندگی کی مختلف اقسام۔,جنگلات کی کٹائی اشنکٹبندیی بارشی جنگلات میں حیاتیاتی تنوع کے لیے ایک اہم خطرہ ہے۔
216,بوجھ,ایک بھاری بوجھ یا ذمہ داری؛ اوورلوڈ کرنے کے لئے.,صحت کی دیکھ بھال کے بڑھتے ہوئے اخراجات افراد اور حکومتوں دونوں پر کافی بوجھ ڈالتے ہیں۔
217,صلاحیت,زیادہ سے زیادہ رقم جو کوئی چیز رکھ سکتی ہے یا کر سکتی ہے۔,ترقی پذیر ممالک کو موسمیاتی تبدیلیوں سے مؤثر طریقے سے نمٹنے کے لیے اپنی ادارہ جاتی صلاحیت کو بڑھانا چاہیے۔
218,کاربن فوٹ پرنٹ,کسی ہستی کے ذریعہ تیار کردہ کل گرین ہاؤس گیسیں۔,افراد پودوں پر مبنی غذا کو اپنا کر اپنے کاربن فوٹ پرنٹ کو نمایاں طور پر کم کر سکتے ہیں۔
219,دائمی,طویل عرصے تک برقرار رہنا؛ مسلسل بار بار.,دیہی علاقوں میں دائمی بے روزگاری بڑے پیمانے پر غربت اور سماجی اخراج میں معاون ہے۔
220,شہری,شہریوں اور ان کی ذمہ داریوں سے متعلق۔,ایک صحت مند اور فعال جمہوریت کو برقرار رکھنے کے لیے شہری مصروفیت ضروری ہے۔
221,تعاون,کسی مقصد کے حصول کے لیے دوسروں کے ساتھ مل کر کام کرنا۔,ماحولیاتی تبدیلی جیسے عالمی چیلنجوں سے نمٹنے کے لیے بین الاقوامی تعاون ضروری ہے۔
222,قابلیت,مؤثر طریقے سے کچھ کرنے کی صلاحیت۔,آجر روایتی تعلیمی قابلیت کے ساتھ ساتھ ڈیجیٹل قابلیت کو تیزی سے اہمیت دیتے ہیں۔
223,تعمیل,قواعد، معیار، یا قوانین کے مطابق.,پائیدار صنعتی ترقی کے لیے ماحولیاتی ضوابط کی سختی سے تعمیل ضروری ہے۔
224,جامع,تمام پہلوؤں سمیت؛ مکمل اور مکمل.,صحت عامہ کے لیے ایک جامع نقطہ نظر کو روک تھام اور علاج دونوں پر توجہ دینا چاہیے۔
225,رکاوٹ,عمل پر ایک حد یا پابندی۔,بجٹ کی رکاوٹیں اکثر حکومتوں کو عوامی انفراسٹرکچر میں مناسب سرمایہ کاری کرنے سے روکتی ہیں۔
226,کھپت,سامان، وسائل، یا توانائی کا استعمال۔,توانائی کی کھپت کو کم کرنا عالمی سطح پر موسمیاتی تبدیلیوں سے نمٹنے کے لیے ایک کلیدی حکمت عملی ہے۔
227,ہم عصر,موجودہ وقت میں موجود یا ہونے والا۔,عصری معاشرے کو ڈیجیٹل ٹیکنالوجی اور رازداری سے متعلق بے مثال چیلنجز کا سامنا ہے۔
228,متنازعہ,شدید اختلاف یا بحث کا سبب بننا۔,ماحولیاتی بحثوں میں ایٹمی توانائی کا استعمال ایک انتہائی متنازعہ موضوع بنا ہوا ہے۔
229,باہمی تعلق,دو چیزوں کے درمیان باہمی تعلق کو ظاہر کرنا۔,تحقیق سے پتہ چلتا ہے کہ اعلیٰ تعلیم کی سطحیں بہتر معاشی نتائج کے ساتھ مضبوطی سے تعلق رکھتی ہیں۔
230,نصاب,اسکول یا کورس میں پڑھائے جانے والے مضامین۔,بہت سے ماہرین تعلیم کا کہنا ہے کہ قومی نصاب میں مزید تنقیدی سوچ کی مہارتیں شامل ہونی چاہئیں۔
231,جنگلات کی کٹائی,انسانوں کی طرف سے بڑے پیمانے پر جنگلات کا صفایا کرنا۔,ایمیزون میں جنگلات کی کٹائی زیادہ تر زرعی توسیع اور مویشی پالنے کی وجہ سے ہوتی ہے۔
232,آبادیاتی,آبادی کے گروپ سے متعلق شماریاتی ڈیٹا۔,عمر رسیدہ آبادی کی طرف آبادیاتی تبدیلی پنشن کے نظام پر اہم دباؤ ڈالے گی۔
233,ختم کرنا,کسی چیز کی فراہمی کو کم کرنا یا ختم کرنا۔,حد سے زیادہ ماہی گیری خطرناک اور غیر پائیدار شرح سے سمندری وسائل کو ختم کر رہی ہے۔
234,بگڑنا,معیار میں بتدریج بدتر بننا۔,فوری مداخلت کے بغیر، شہری علاقوں میں ماحولیاتی حالات خراب ہوتے رہیں گے۔
235,ڈیجیٹل,کمپیوٹر ٹیکنالوجی اور انٹرنیٹ سے متعلق۔,امیر اور غریب ممالک کے درمیان ڈیجیٹل تقسیم عالمی عدم مساوات کو مزید بڑھانے کا خطرہ ہے۔
236,کم کرنا,چھوٹا یا کم اہم بنانا یا بننا۔,آٹومیشن مینوفیکچرنگ سیکٹر میں کم ہنر مند لیبر کی مانگ کو کم کر سکتی ہے۔
237,تضاد,ان چیزوں کے درمیان فرق جو مماثل ہونا چاہئے۔,حکومت کے بیان کردہ اہداف اور اس کی حقیقی پالیسیوں میں نمایاں فرق ہے۔
238,امتیاز,گروپ کی رکنیت کی بنیاد پر غیر منصفانہ سلوک۔,خواتین کے خلاف کام کی جگہ پر امتیازی سلوک صنفی مساوات کی راہ میں ایک اہم رکاوٹ ہے۔
239,تفاوت,چیزوں یا گروہوں کے درمیان بہت بڑا فرق۔,امیر ترین اور غریب ترین شہریوں کے درمیان بڑھتی ہوئی دولت کا تفاوت سماجی ہم آہنگی کے لیے خطرہ ہے۔
240,نقل مکانی,لوگوں کو ان کے گھروں سے زبردستی نکالنا۔,مسلح تصادم کی وجہ سے پورے مشرق وسطی میں لاکھوں افراد بے گھر ہوئے ہیں۔
241,خلل,ایک خلل جو معمول کی سرگرمی میں خلل ڈالتا ہے۔,ڈیجیٹل جدت نے روایتی کاروباری ماڈلز اور صنعتوں میں بڑے پیمانے پر خلل ڈالا ہے۔
242,غالب,سب سے طاقتور، اہم، یا بااثر۔,انگریزی بین الاقوامی کاروبار اور علمی تحقیق کی غالب زبان بن چکی ہے۔
243,خشک سالی,غیر معمولی طور پر کم بارش کا ایک طویل عرصہ۔,سب صحارا افریقہ میں طویل خشک سالی نے زرعی پیداوار اور غذائی تحفظ کو تباہ کر دیا ہے۔
244,ماحولیاتی,حیاتیات اور ماحول کے درمیان تعلق سے متعلق۔,صنعتی کاشتکاری کے طریقوں نے مٹی اور آبی گزرگاہوں کو شدید ماحولیاتی نقصان پہنچایا ہے۔
245,زور,کسی چیز کو خاص اہمیت دی جاتی ہے۔,جدید تعلیمی نصاب میں نرم مہارتوں کو فروغ دینے پر زور دیا جا رہا ہے۔
246,وباء,کسی علاقے میں بیماری کی ایک وسیع موجودگی۔,امیر ممالک میں موٹاپے کی وبا کا تعلق بیہودہ طرز زندگی اور ناقص خوراک سے ہے۔
247,مساوات,مساوی حقوق اور مواقع کی حالت۔,کام کی جگہ پر صنفی مساوات کے حصول کے لیے قانون سازی میں اصلاحات اور ثقافتی تبدیلی دونوں کی ضرورت ہے۔
248,اخلاقی,اخلاقی اصولوں اور صحیح طرز عمل سے متعلق۔,مصنوعی ذہانت کا استعمال رازداری اور احتساب کے بارے میں اہم اخلاقی سوالات کو جنم دیتا ہے۔
249,اخراجات,کسی چیز پر خرچ ہونے والی رقم۔,تعلیم پر حکومتی اخراجات میں اضافے سے اہم طویل مدتی اقتصادی فوائد حاصل ہو سکتے ہیں۔
250,استحصال,غیر منصفانہ استعمال کرنا یا وسائل کا استعمال کرنا۔,ترقی پذیر ممالک میں سستی لیبر کا استحصال کرنے پر ملٹی نیشنل کارپوریشنز کو تنقید کا نشانہ بنایا جاتا رہا ہے۔
251,معدومیت,مکمل طور پر ایک نوع کے وجود کا خاتمہ۔,انسانی سرگرمیاں متعدد پودوں اور جانوروں کی انواع کو تیزی سے معدومیت کی طرف لے جا رہی ہیں۔
252,سہولت فراہم کرنا,کسی عمل یا عمل کو آسان بنانے کے لیے۔,بہتر ٹرانسپورٹ انفراسٹرکچر تجارت کو آسان بنا سکتا ہے اور معاشی ترقی کو نمایاں طور پر بڑھا سکتا ہے۔
253,مالی,حکومتی محصول اور ٹیکس سے متعلق۔,ضرورت سے زیادہ قومی قرضوں کے جمع ہونے سے بچنے کے لیے حکومتوں کو ہوشیار مالیاتی پالیسیاں اپنانی چاہئیں۔
254,لچکدار,بدلتے ہوئے حالات کو آسانی سے ڈھالنے کے قابل۔,ملازمین کی فلاح و بہبود اور پیداواری صلاحیت کو بہتر بنانے کے لیے لچکدار کام کے انتظامات کو دکھایا گیا ہے۔
255,جیواشم ایندھن,قدیم نامیاتی مادے سے بننے والا توانائی کا ذریعہ۔,جیواشم ایندھن کا مسلسل جلانا عالمی موسمیاتی تبدیلی کا بنیادی محرک ہے۔
256,نازک,آسانی سے ٹوٹا یا خراب؛ نازک اور کمزور.,چھوٹے جزیروں کے ممالک میں خاص طور پر نازک ماحولیاتی نظام ہوتے ہیں جنہیں سمندر کی سطح میں اضافے سے خطرہ لاحق ہے۔
257,فریم ورک,رہنمائی کے لیے ایک بنیادی ڈھانچہ یا نظام۔,مصنوعی ذہانت کے استعمال کو اخلاقی طور پر منظم کرنے کے لیے ایک واضح قانونی فریم ورک کی ضرورت ہے۔
258,بنیادی,ایک ضروری بنیاد یا کور بنانا۔,صاف پانی تک رسائی ایک بنیادی انسانی حق ہے جس سے بہت سے لوگ اب بھی محروم ہیں۔
259,عالمگیریت,دنیا بھر میں اقتصادی اور ثقافتی انضمام میں اضافہ۔,گلوبلائزیشن نے تجارت کے لیے نئے مواقع پیدا کیے ہیں بلکہ معاشی مسابقت میں بھی اضافہ کیا ہے۔
260,صحت کی دیکھ بھال,لوگوں کو طبی خدمات کی منظم فراہمی۔,یونیورسل ہیلتھ کیئر اس بات کو یقینی بناتا ہے کہ آمدنی سے قطع نظر تمام شہریوں کو طبی علاج حاصل ہو۔
261,مفروضہ,ایک مجوزہ وضاحت جس کے لیے مزید جانچ کی ضرورت ہے۔,محقق نے ایک مفروضہ تجویز کیا کہ خوراک بچوں میں علمی نشوونما کو براہ راست متاثر کرتی ہے۔
262,ایک جیسی,ہر تفصیل میں بالکل یکساں۔,اس تحقیق میں مختلف تعلیمی پس منظر والے دو گروہوں میں تقریباً ایک جیسے نتائج برآمد ہوئے۔
263,مضمرات,ممکنہ نتیجہ یا تجویز کردہ معنی۔,آٹومیشن کے عروج کے مستقبل کے روزگار اور آمدنی کی تقسیم کے لیے اہم مضمرات ہیں۔
264,ترغیب,کوئی ایسی چیز جو مطلوبہ عمل کی حوصلہ افزائی کرتی ہو۔,ٹیکس مراعات کاروباری اداروں کو قابل تجدید توانائی کی ٹیکنالوجیز میں سرمایہ کاری کرنے کی ترغیب دے سکتی ہیں۔
265,عدم مساوات,وسائل یا مواقع کی غیر مساوی تقسیم۔,بڑھتی ہوئی آمدنی میں عدم مساوات جدید دور کے سب سے اہم سماجی چیلنجوں میں سے ایک ہے۔
266,ناگزیر,ہونا یقینی؛ سے بچنا ناممکن ہے.,کچھ ماہرین اقتصادیات کا کہنا ہے کہ تکنیکی بے روزگاری آٹومیشن کا ناگزیر نتیجہ ہے۔
267,افراط زر,وقت کے ساتھ قیمتوں میں عمومی اضافہ۔,زیادہ مہنگائی قوت خرید کو ختم کرتی ہے اور غیر متناسب طور پر کم آمدنی والے گھرانوں کو متاثر کرتی ہے۔
