id,front,back,example
220,cívico,Relativo a los ciudadanos y sus responsabilidades.,La participación cívica es esencial para mantener una democracia sana y funcional.
221,colaboración,Trabajar conjuntamente con otros para lograr un objetivo.,La colaboración internacional es necesaria para abordar desafíos globales como el cambio climático.
222,competencia,La capacidad de hacer algo eficazmente.,Los empleadores valoran cada vez más la competencia digital junto con las cualificaciones académicas tradicionales.
223,cumplimiento,"Cumplir con reglas, normas o leyes.",El estricto cumplimiento de las regulaciones ambientales es esencial para el desarrollo industrial sostenible.
224,integral,Incluyendo todos los aspectos; exhaustivo y completo.,Un enfoque integral de la salud pública debe abordar tanto la prevención como el tratamiento.
225,restricción,Una limitación o restricción a la acción.,Las restricciones presupuestarias a menudo impiden que los gobiernos inviertan adecuadamente en infraestructura pública.
226,consumo,"El uso de bienes, recursos o energía.",Reducir el consumo de energía es una estrategia clave para combatir el cambio climático a nivel mundial.
227,contemporáneo,Existente o que ocurre en el tiempo presente.,La sociedad contemporánea enfrenta desafíos sin precedentes relacionados con la tecnología digital y la privacidad.
228,controversial,Provocar un fuerte desacuerdo o debate.,El uso de la energía nuclear sigue siendo un tema muy controvertido en los debates medioambientales.
229,correlación,Para mostrar una relación mutua entre dos cosas.,Las investigaciones muestran que los niveles de educación más altos se correlacionan fuertemente con mejores resultados económicos.
230,plan de estudios,Materias que se enseñan en una escuela o curso.,Muchos educadores sostienen que el currículo nacional debería incluir más habilidades de pensamiento crítico.
231,deforestación,Tala a gran escala de bosques por parte del ser humano.,La deforestación en la Amazonia está impulsada en gran medida por la expansión agrícola y la ganadería.
232,demográfico,Datos estadísticos relativos a un grupo de población.,Los cambios demográficos hacia poblaciones envejecidas ejercerán una presión significativa sobre los sistemas de pensiones.
233,agotar,Reducir o agotar el suministro de algo.,La sobrepesca continúa agotando los recursos marinos a un ritmo alarmante e insostenible.
234,deteriorarse,Ir empeorando progresivamente en calidad.,"Sin una intervención urgente, las condiciones ambientales en las zonas urbanas seguirán deteriorándose."
235,digital,Relativo a la tecnología informática e Internet.,La brecha digital entre países ricos y pobres corre el riesgo de exacerbar aún más la desigualdad global.
236,disminuir,Hacer o volverse más pequeño o menos significativo.,La automatización puede disminuir la demanda de mano de obra poco calificada en los sectores manufactureros.
237,discrepancia,Una diferencia entre cosas que deberían coincidir.,Existe una notable discrepancia entre los objetivos declarados del gobierno y sus políticas reales.
238,discriminación,Trato injusto basado en la pertenencia a un grupo.,La discriminación contra las mujeres en el lugar de trabajo sigue siendo un obstáculo importante para la igualdad de género.
239,disparidad,Una gran diferencia entre cosas o grupos.,La creciente disparidad de riqueza entre los ciudadanos más ricos y los más pobres amenaza la cohesión social.
240,desplazamiento,Expulsión forzosa de personas de sus hogares.,Los conflictos armados han provocado el desplazamiento de millones de personas en todo Oriente Medio.
241,ruptura,Una perturbación que interrumpe la actividad normal.,La innovación digital ha provocado una disrupción generalizada en los modelos de negocio y las industrias tradicionales.
242,dominante,"El más poderoso, importante o influyente.",El inglés se ha convertido en el idioma dominante en los negocios internacionales y en la investigación académica.
243,sequía,Un período prolongado de precipitaciones anormalmente bajas.,La sequía prolongada en el África subsahariana ha devastado la producción agrícola y la seguridad alimentaria.
244,ecológico,Relativo a la relación entre los organismos y el medio ambiente.,Las prácticas agrícolas industriales han causado graves daños ecológicos al suelo y a las vías fluviales.
245,énfasis,Importancia especial dada a algo.,Cada vez se hace más hincapié en el desarrollo de habilidades blandas en los programas educativos modernos.
246,epidemia,Una aparición generalizada de enfermedad en una región.,La epidemia de obesidad en los países ricos está relacionada con estilos de vida sedentarios y una mala alimentación.
247,igualdad,El estado de tener igualdad de derechos y oportunidades.,Lograr la igualdad de género en el lugar de trabajo requiere tanto una reforma legislativa como un cambio cultural.
248,ético,Relativo a los principios morales y la conducta correcta.,El uso de inteligencia artificial plantea importantes cuestiones éticas sobre la privacidad y la responsabilidad.
249,gasto,La cantidad de dinero gastada en algo.,Un mayor gasto público en educación puede generar importantes beneficios económicos a largo plazo.
250,explotar,Utilizar injustamente o hacer uso de un recurso.,Se ha criticado a las corporaciones multinacionales por explotar la mano de obra barata en los países en desarrollo.
251,extinción,El fin de la existencia de una especie por completo.,La actividad humana está llevando a numerosas especies vegetales y animales a una rápida extinción.
252,facilitar,Hacer más fácil una acción o un proceso.,Una mejor infraestructura de transporte puede facilitar el comercio e impulsar significativamente el desarrollo económico.
253,fiscal,Relativo a los ingresos y a los impuestos del gobierno.,Los gobiernos deben adoptar políticas fiscales prudentes para evitar la acumulación excesiva de deuda nacional.
254,flexible,Capaz de adaptarse fácilmente a condiciones cambiantes.,Se ha demostrado que los acuerdos de trabajo flexibles mejoran el bienestar y la productividad de los empleados.
255,combustible fósil,Fuente de energía formada a partir de materia orgánica antigua.,La quema continua de combustibles fósiles es la principal causa del cambio climático global.
256,frágil,Fácilmente roto o dañado; delicado y vulnerable.,Los pequeños estados insulares tienen ecosistemas particularmente frágiles que están amenazados por el aumento del nivel del mar.
257,estructura,Una estructura o sistema básico para guiar la acción.,Se necesita un marco legal claro para regular éticamente el uso de la inteligencia artificial.
258,fundamental,Formar una base o núcleo esencial.,El acceso al agua potable es un derecho humano fundamental del que aún carecen muchas personas.
259,globalización,Creciente integración económica y cultural a nivel mundial.,"La globalización ha creado nuevas oportunidades para el comercio, pero también ha aumentado la competencia económica."
260,cuidado de la salud,Prestación organizada de servicios médicos a la población.,La atención sanitaria universal garantiza que todos los ciudadanos reciban tratamiento médico independientemente de sus ingresos.
261,hipótesis,Una explicación propuesta que requiere más pruebas.,El investigador propuso la hipótesis de que la dieta influye directamente en el desarrollo cognitivo de los niños.
262,idéntico,Exactamente lo mismo en cada detalle.,El estudio encontró resultados casi idénticos en dos grupos con diferentes niveles educativos.
263,implicación,Una consecuencia probable o un significado sugerido.,El auge de la automatización tiene implicaciones importantes para el empleo futuro y la distribución del ingreso.
264,incentivo,Algo que incentiva una acción deseada.,Los incentivos fiscales pueden alentar a las empresas a invertir en tecnologías de energía renovable.
265,desigualdad,Distribución desigual de recursos u oportunidades.,La creciente desigualdad de ingresos es uno de los desafíos sociales más urgentes de la era moderna.
266,inevitable,"Cierto que sucederá, imposible evitarlo.",Algunos economistas sostienen que el desempleo tecnológico es una consecuencia inevitable de la automatización.
267,inflación,Un aumento general de los precios a lo largo del tiempo.,La alta inflación erosiona el poder adquisitivo y afecta desproporcionadamente a los hogares de bajos ingresos.
268,innovación,"Introducción de nuevas ideas, métodos o productos.",La innovación continua en energía renovable es esencial para alcanzar los objetivos globales de sostenibilidad.
269,interacción,Acción o comunicación recíproca entre partes.,La interacción cara a cara es vital para desarrollar habilidades sociales esenciales en los niños pequeños.
270,intervención,Acción tomada para mejorar o prevenir una situación.,La intervención temprana del gobierno es esencial para evitar el empeoramiento de una crisis financiera.
271,inversión,Asignar recursos esperando beneficios futuros.,La inversión extranjera directa desempeña un papel crucial en la aceleración del crecimiento económico en los países en desarrollo.
272,legislación,Leyes o un conjunto de leyes promulgadas por el gobierno.,Se necesita una legislación más estricta para proteger a los trabajadores de condiciones inseguras en el lugar de trabajo.
273,alfabetismo,"La capacidad de leer, escribir o utilizar una habilidad.",Las altas tasas de alfabetización están fuertemente asociadas con una mejor productividad económica y resultados sociales.
274,marginar,Tratar a un grupo como poco importante o periférico.,Las políticas económicas que ignoran las zonas rurales tienden a marginar aún más a las comunidades ya vulnerables.
275,mecanismo,Un sistema o proceso para lograr un resultado.,Los mecanismos regulatorios eficaces son vitales para prevenir prácticas monopolísticas en los mercados libres.
276,metodología,Un sistema de métodos utilizados en la investigación.,Las conclusiones del estudio fueron cuestionadas debido a fallas significativas en su metodología de investigación.
277,migración,Movimiento de personas de un lugar a otro.,La migración económica hacia los centros urbanos se ha acelerado en muchos países en desarrollo en las últimas décadas.
278,mentalidad,Un conjunto establecido de actitudes o creencias.,Una mentalidad de crecimiento anima a los estudiantes a ver los errores como oportunidades de aprendizaje.
279,movilidad,La capacidad de moverse libremente entre posiciones.,La educación es ampliamente considerada como el principal motor de la movilidad social en las sociedades modernas.
280,mortalidad,La tasa de muertes en una población.,La mejora del saneamiento ha reducido drásticamente las tasas de mortalidad infantil en los países en desarrollo.
281,motivación,La razón o impulso detrás de la acción de una persona.,Los estudiantes con alta motivación intrínseca tienden a tener mejor desempeño que aquellos motivados únicamente por recompensas externas.
282,municipal,Relativo a un gobierno de una ciudad o pueblo.,Las autoridades municipales son responsables de gestionar los sistemas de recolección de residuos y de transporte público.
283,narrativo,Un relato hablado o escrito de acontecimientos.,Los medios de comunicación desempeñan un papel importante a la hora de configurar la narrativa pública en torno a la inmigración.
284,negociar,Llegar a un acuerdo mediante la discusión.,Los líderes mundiales deben negociar acuerdos vinculantes para abordar eficazmente el cambio climático global.
285,obesidad,La condición de tener sobrepeso excesivo.,Las tasas de obesidad infantil han aumentado drásticamente en muchos países debido a hábitos alimentarios poco saludables.
286,obligación,Un deber moral o legal de hacer algo.,Las naciones ricas tienen la obligación moral de ayudar a los países más afectados por el cambio climático.
287,obstáculo,Algo que bloquea el progreso o el logro.,La falta de financiación sigue siendo un obstáculo importante para la reforma educativa en muchos países.
288,oposición,Resistencia o conflicto contra algo.,La propuesta de ampliación de la carretera ha encontrado una feroz oposición por parte de los grupos ambientalistas locales.
289,orgánico,Producido sin químicos artificiales; de origen natural.,La demanda de alimentos orgánicos ha crecido significativamente a medida que los consumidores se vuelven más conscientes de la salud.
290,superpoblación,Demasiada gente en un espacio limitado.,La rápida urbanización ha provocado un grave hacinamiento en las principales ciudades del mundo en desarrollo.
291,pandemia,Una enfermedad que se está extendiendo por países enteros en todo el mundo.,La pandemia de COVID-19 expuso debilidades críticas en la infraestructura de salud pública mundial.
292,pena,Un castigo por romper una regla o ley.,La introducción de sanciones financieras más severas por la contaminación podría disuadir a las industrias de cometer violaciones ambientales.
293,percepción,Una creencia o interpretación de algo.,La percepción pública de la inmigración a menudo está determinada por la cobertura mediática más que por la evidencia estadística.
294,perspectiva,Un punto de vista particular o forma de ver las cosas.,Es esencial considerar la cuestión desde la perspectiva de los más directamente afectados.
295,fenómeno,"Un hecho o acontecimiento observable, a menudo notable.",La urbanización es un fenómeno global que presenta tanto oportunidades como desafíos importantes.
296,pobreza,El estado de ser extremadamente pobre.,La erradicación de la pobreza extrema sigue siendo uno de los objetivos más importantes del desarrollo internacional.
297,prejuicio,Una opinión injusta que no se basa en la razón.,La lucha contra los prejuicios raciales requiere tanto una reforma jurídica como iniciativas educativas generalizadas.
298,prioridad,Algo clasificado como lo más importante.,Mejorar el acceso a una educación de calidad debería ser la máxima prioridad de cualquier gobierno responsable.
299,productividad,La eficiencia de la producción por unidad de insumo.,Invertir en la capacitación de los empleados es una de las formas más efectivas de aumentar la productividad en el lugar de trabajo.
300,progresivo,Favorecer la reforma y el avance social.,Un sistema tributario progresivo garantiza que quienes tienen mayores ingresos contribuyan con una proporción mayor.
301,proporción,Una parte de un todo; una relación comparativa.,Una parte desproporcionada de la riqueza nacional pertenece a una pequeña proporción de la población.
302,psicológico,Relativo a la mente y a los procesos mentales.,"El desempleo puede tener graves consecuencias psicológicas, incluida la depresión y la pérdida de identidad."
303,recesión,Un período de importante declive económico.,"Durante una recesión, el aumento del desempleo y la reducción del gasto de consumo crean un ciclo negativo."
304,rehabilitación,Proceso de restablecer la salud o la vida normal.,Invertir en programas de rehabilitación reduce las tasas de reincidencia de manera más efectiva que el encarcelamiento por sí solo.
305,renovables,Un recurso que puede reponerse de forma natural.,La inversión en fuentes de energía renovables es vital para reducir la dependencia de los combustibles fósiles a nivel mundial.
306,restricción,Una regla o condición que limita la actividad.,Las restricciones de viaje impuestas durante la pandemia provocaron importantes perturbaciones en el turismo mundial.
307,ganancia,Ingresos generados por un gobierno o empresa.,Los gobiernos dependen de los ingresos fiscales para financiar servicios públicos esenciales como la atención sanitaria y la educación.
308,revolución,Un cambio dramático y fundamental en la sociedad.,La revolución industrial transformó fundamentalmente la economía global y los patrones del trabajo humano.
309,saneamiento,Sistemas para mantener la higiene y gestión de residuos.,El saneamiento inadecuado en zonas urbanas densamente pobladas contribuye a la propagación de enfermedades infecciosas.
310,escasez,Suministro insuficiente de un recurso necesario.,La escasez de agua plantea una de las amenazas más graves para la supervivencia humana en las próximas décadas.
311,escéptico,Inclinado a cuestionar o dudar de las afirmaciones.,Muchos economistas siguen siendo escépticos sobre la sostenibilidad a largo plazo del gasto público actual.
312,movilidad social,Capacidad de moverse entre clases sociales.,La educación es ampliamente considerada como la herramienta más poderosa para mejorar la movilidad social.
313,estereotipo,Una imagen fija y simplificada de un grupo.,Las representaciones mediáticas a menudo refuerzan estereotipos dañinos sobre las comunidades minoritarias.
314,estímulo,Algo que provoca una respuesta o actividad.,El gobierno lanzó un gran paquete de estímulo para reactivar la economía después de la recesión.
315,suburbio,Una zona residencial en las afueras de una ciudad.,El crecimiento de los suburbios ha aumentado la dependencia del automóvil y ha contribuido a la expansión urbana.
316,vigilancia,"Observación cercana, especialmente por parte de las autoridades.",La vigilancia masiva por parte de los gobiernos plantea serias preocupaciones sobre la privacidad individual y las libertades civiles.
317,impuestos,El sistema de imposición de impuestos a los ciudadanos.,Una tributación justa y progresiva es esencial para financiar los servicios públicos y reducir la desigualdad.
318,transición,Un cambio de un estado a otro.,Una transición rápida hacia la energía renovable es esencial para limitar el aumento de la temperatura global.
319,transparencia,Apertura y claridad en los procesos o gobernanza.,Una mayor transparencia en el gasto público puede ayudar a reducir la corrupción y generar confianza pública.
320,desempleo,El estado de estar sin trabajo remunerado.,El desempleo estructural causado por la automatización plantea un gran desafío a los gobiernos de todo el mundo.
321,urbanización,Cada vez hay más personas viviendo en ciudades.,"La rápida urbanización en Asia ha creado megaciudades, pero también graves desafíos de infraestructura."
322,vacunación,Tratamiento que proporciona inmunidad contra las enfermedades.,Los programas de vacunación masiva han erradicado enfermedades como la viruela y controlado la polio en todo el mundo.
323,voluntario,Hecho voluntariamente y sin compulsión externa.,Las organizaciones del sector voluntario desempeñan un papel crucial en el apoyo a los miembros vulnerables de la sociedad.
324,vulnerabilidad,Estar expuesto a daño o dificultad.,Los pequeños estados insulares enfrentan una vulnerabilidad extrema a las consecuencias del aumento del nivel del mar.
325,generalizado,Se encuentra o distribuye en un área extensa.,El acceso generalizado a Internet ha transformado la comunicación y el acceso a la información a nivel global.
326,personal,Todas las personas disponibles para empleo.,Una fuerza laboral que envejece plantea desafíos importantes para los sistemas de pensiones en los países desarrollados.
327,producir,Producir o proporcionar un resultado o cosecha.,Las técnicas agrícolas mejoradas han ayudado a los agricultores a obtener cosechas más abundantes en regiones propensas a la sequía.
328,exacerbar,Empeorar un problema o una situación.,Se espera que el cambio climático agrave los problemas de seguridad alimentaria existentes en las regiones vulnerables.
329,asignación,La distribución de recursos para un propósito.,La asignación eficaz de fondos públicos es esencial para mejorar los resultados de la atención sanitaria a nivel nacional.
330,integración,El proceso de combinar partes para formar un todo.,La integración social exitosa de los inmigrantes requiere inversión en educación lingüística y apoyo comunitario.
331,responsabilidad,Responsabilidad por las propias acciones y decisiones.,Una mayor rendición de cuentas en las instituciones públicas es esencial para mantener la confianza de los ciudadanos en el gobierno.
332,adaptado,Capaz de adaptarse a nuevas condiciones.,Las estrategias de gestión adaptativa permiten a las organizaciones responder eficazmente a entornos que cambian rápidamente.
333,agravar,Hacer más grave un problema o una situación.,Una respuesta gubernamental inadecuada puede agravar las consecuencias sociales de una recesión económica.
334,antropogénico,Causado o producido por la actividad humana.,Los científicos coinciden en que las emisiones antropogénicas de gases de efecto invernadero son el principal impulsor del calentamiento global.
335,asimilación,La absorción de un grupo en una cultura dominante.,La asimilación cultural forzada de los pueblos indígenas ha sido ampliamente condenada por organizaciones de derechos humanos.
336,austeridad,Severos recortes del gasto público para reducir la deuda.,Las medidas de austeridad impuestas después de la crisis financiera resultaron en severos recortes a los servicios públicos.
337,automatización,Uso de tecnología para realizar tareas de forma automática.,La automatización de los procesos de fabricación ha reducido significativamente la necesidad de mano de obra no calificada.
338,biodegradable,Capaz de ser descompuesto por organismos naturales.,Reemplazar el plástico por envases biodegradables es un paso clave para reducir la contaminación ambiental.
339,burocracia,Un sistema complejo de reglas y procesos oficiales.,La burocracia excesiva en las instituciones públicas puede obstaculizar la prestación eficiente de servicios esenciales.
340,catalizador,Algo que desencadena o acelera un proceso.,La pandemia actuó como catalizador para la adopción generalizada de prácticas de trabajo remoto a nivel mundial.
341,compromiso cívico,Participación activa en la vida comunitaria y política.,Los bajos niveles de compromiso cívico entre los jóvenes plantean una amenaza importante para la gobernanza democrática.
342,coexistencia,Existir juntos pacíficamente a pesar de las diferencias.,Lograr una coexistencia pacífica entre diversas comunidades étnicas requiere respeto y comprensión mutuos.
343,cognitivo,Relativo a los procesos mentales del pensamiento y del aprendizaje.,La educación de la primera infancia tiene un profundo impacto en el desarrollo cognitivo y el rendimiento académico a largo plazo.
344,cohesión,La cualidad de formar un todo unido.,Los altos niveles de desigualdad socavan la cohesión social y aumentan el riesgo de disturbios civiles.
345,mercantilizar,Tratar algo como un producto comercial.,Los críticos argumentan que los gobiernos no deberían mercantilizar la educación tratándola como un producto de mercado.
346,obligatorio,Requerido por ley o reglas; obligatorio.,Las leyes de educación obligatoria han contribuido decisivamente a mejorar las tasas de alfabetización en todo el mundo.
347,concebir,Formar o desarrollar una idea o plan.,Es difícil concebir un futuro sostenible sin un cambio radical en el consumo de energía.
348,consolidar,Combinar o fortalecer en un todo unificado.,La fusión permitió a las dos empresas consolidar recursos y mejorar la eficiencia operativa.
349,contaminación,La presencia de contaminantes nocivos en una sustancia.,Los desechos industriales han provocado una contaminación generalizada de las aguas subterráneas en las comunidades rurales circundantes.
350,contención,Un punto de disputa o discusión acalorada.,La política de inmigración sigue siendo un importante punto de discordia en los debates políticos en muchos países.
351,descentralizar,Transferir poder de la autoridad central a la autoridad local.,Los esfuerzos por descentralizar la gobernanza pueden empoderar a las comunidades locales y mejorar la prestación de servicios públicos.
352,adrede,Hecho intencionalmente; para considerar cuidadosamente.,La exclusión de las voces minoritarias de los debates sobre políticas parece ser una estrategia política deliberada.
353,dependencia,El estado de depender en gran medida de algo.,Muchos países en desarrollo luchan por reducir su dependencia económica de un solo producto de exportación.
354,privación,Una perjudicial falta de necesidades básicas.,Los niños criados en zonas de grave privación tienen significativamente menos probabilidades de lograr el éxito académico.
355,desertificación,Degradación de la tierra hasta condiciones similares a las del desierto.,La desertificación amenaza los medios de vida de millones de personas que viven en regiones semiáridas de todo el mundo.
356,deterioro,Un proceso de empeoramiento progresivo.,El deterioro de la infraestructura urbana plantea graves riesgos de seguridad para los residentes de muchas ciudades.
357,desproporcionado,Demasiado grande o pequeño en relación a otra cosa.,Las comunidades marginadas soportan una carga desproporcionada de las consecuencias de la contaminación ambiental.
358,electoral,Relativo a las elecciones o al proceso de votación.,La reforma electoral es esencial para garantizar que todos los ciudadanos estén justamente representados en el gobierno.
359,emigración,Abandonar el propio país para establecerse en otro lugar.,Las altas tasas de emigración pueden privar a los países en desarrollo de sus ciudadanos más capacitados y educados.
360,empírico,Basado en observación y evidencia más que en teoría.,Las decisiones políticas acertadas deberían basarse en evidencia empírica y no en supuestos ideológicos.
361,aprobación,Declaración pública de apoyo o aprobación.,El respaldo de una celebridad puede influir significativamente en la opinión pública sobre cuestiones sociales y políticas importantes.
362,emprendimiento,La actividad de crear y gestionar empresas.,Los gobiernos pueden estimular el crecimiento económico creando condiciones que apoyen el espíritu emprendedor y la innovación.
363,dilema ético,Un conflicto que requiere una elección entre principios morales.,Los avances en ingeniería genética plantean a la sociedad profundos dilemas éticos que requieren una cuidadosa deliberación.
364,exacerbación,El proceso de hacer que un problema sea más grave.,El rápido crecimiento demográfico agrava la escasez de recursos en regiones que ya atraviesan dificultades.
365,exclusión,El acto de negar el acceso o la membresía.,La exclusión social de los grupos vulnerables es un obstáculo importante para lograr una verdadera igualdad social.
366,explotación,Uso injusto de alguien o algo para obtener un beneficio.,La explotación de mano de obra barata en los países en desarrollo por parte de empresas multinacionales plantea graves preocupaciones éticas.
367,exponencial,Aumentando o disminuyendo a un ritmo rápidamente acelerado.,El crecimiento exponencial del uso de las redes sociales ha transformado la forma en que las personas consumen información a nivel mundial.
368,fluctuación,Variación o cambio irregular a lo largo del tiempo.,Las fuertes fluctuaciones en los precios mundiales del petróleo pueden desestabilizar las economías de los países que dependen del petróleo.
369,formular,Crear o idear sistemáticamente.,Los gobiernos deben formular cuidadosamente políticas que equilibren el crecimiento económico con la protección del medio ambiente.
370,fragmentación,La ruptura de algo en partes pequeñas y aisladas.,La fragmentación de los partidos políticos ha hecho cada vez más difícil la formación de gobiernos estables.
371,producto interno bruto,Valor monetario total de la producción anual de un país.,Muchos economistas sostienen que el producto interno bruto es una medida inadecuada del bienestar nacional.
372,hegemonía,Dominio de un grupo sobre otros.,La hegemonía cultural de las naciones occidentales ha influido significativamente en los medios de comunicación y las preferencias de los consumidores globales.
373,homogeneización,Hacer que las cosas sean uniformes o similares en todas partes.,Los críticos argumentan que la globalización conduce a la homogeneización cultural de las sociedades a expensas de la diversidad.
374,humanitario,Preocupado por mejorar el bienestar y el sufrimiento humano.,La ayuda humanitaria internacional es vital para apoyar a las poblaciones afectadas por conflictos armados y desastres.
375,ideología,Un sistema de creencias que sustenta la acción política.,La política económica a menudo está determinada más por la ideología política que por la evidencia empírica y la investigación.
376,imponer,Imponer algo a otros mediante autoridad.,Los organismos internacionales pueden imponer sanciones a los gobiernos que violen los acuerdos de derechos humanos.
377,encarcelamiento,El estado de estar encarcelado.,Las altas tasas de encarcelamiento en algunos países plantean serios interrogantes sobre la justicia y la rehabilitación.
378,comienzo,El comienzo o establecimiento de algo.,"Desde su creación, la organización ha logrado avances significativos en el alivio de la pobreza mundial."
379,inclusivo,Sin excluir a ningún grupo o individuo.,Un sistema educativo inclusivo garantiza que los niños con discapacidades reciban igualdad de oportunidades de aprendizaje.
380,indígena,Originario de forma natural de una región determinada.,Los derechos de los pueblos indígenas a sus tierras ancestrales deben estar protegidos por el derecho internacional.
381,industrialización,Transición hacia la fabricación industrial a gran escala.,"La industrialización de los países en desarrollo ha traído consigo crecimiento económico, pero también importantes daños ambientales."
382,ineficacia,No aprovechar al máximo el tiempo o los recursos.,La ineficiencia burocrática generalizada impide que los gobiernos presten servicios de manera eficaz y equitativa.
383,institucional,Relativo a organizaciones o sistemas establecidos.,El racismo institucional arraigado en los sistemas jurídicos sigue perjudicando a las comunidades minoritarias en todo el mundo.
384,interdependencia,Confianza mutua entre dos o más grupos.,La pandemia mundial demostró la profunda interdependencia de las economías nacionales en el mundo moderno.
385,intimidación,Usar el miedo o las amenazas para coaccionar a alguien.,La intimidación de los votantes socava el proceso democrático e impide que se celebren elecciones libres y justas.
386,jurisdicción,La autoridad oficial para administrar leyes.,El ciberdelito presenta desafíos complejos porque con frecuencia ocurre en múltiples jurisdicciones legales.
387,yuxtaponer,Colocar dos cosas juntas para resaltar el contraste.,El informe compara los estilos de vida de la élite rica con los de quienes viven en la pobreza extrema.
388,legítimo,Conforme a la ley o normas aceptadas.,Un gobierno legítimo debe rendir cuentas a sus ciudadanos y respetar los derechos humanos fundamentales.
389,desnutrición,Mala salud por una dieta insuficiente o desequilibrada.,La desnutrición generalizada en las zonas de conflicto representa una crisis humanitaria mundial grave y urgente.
390,manifestación,Un signo o expresión visible de algo.,La falta de vivienda es una clara manifestación del fracaso de la política de vivienda en muchas ciudades desarrolladas.
391,marginación,El proceso de tratar a un grupo como periférico.,La marginación de las minorías étnicas en el mercado laboral perpetúa ciclos de pobreza y desigualdad.
392,meritocracia,Un sistema donde el avance se basa en la capacidad.,Los críticos sostienen que una meritocracia genuina es imposible mientras no se aborde la desigualdad sistémica.
393,mitigación,Acción para reducir la gravedad de algo dañino.,Se necesitan urgentemente estrategias de mitigación eficaces para limitar los peores impactos del cambio climático global.
394,monopolio,Control exclusivo de un mercado por una sola entidad.,"Los monopolios sin control reducen la competencia y, en última instancia, conducen a precios más altos para los consumidores."
395,multilateral,Involucra a más de dos partidos o naciones.,Para abordar eficazmente el cambio climático se necesita la cooperación multilateral entre todos los principales países emisores.
396,descuido,No cuidar ni atender algo.,Años de negligencia política han dejado a muchas comunidades rurales sin atención sanitaria ni educación adecuadas.
397,neoliberal,"Favorecer el libre mercado, la privatización y la desregulación.",Los críticos argumentan que las políticas económicas neoliberales han ampliado la brecha entre ricos y pobres a nivel mundial.
398,normas,Normas de comportamiento aceptadas en una sociedad.,Los cambios en las normas sociales en torno a los roles de género han transformado gradualmente el lugar de trabajo moderno.
399,obsoleto,"Fuera de uso, obsoleto y obsoleto.",El rápido avance tecnológico ha dejado prácticamente obsoletas muchas técnicas de fabricación tradicionales.
400,opresión,Autoridad o control injusto y prolongado sobre otros.,La opresión histórica de los grupos minoritarios ha creado desigualdades profundamente arraigadas que persisten hoy en día.
401,brote,Aparición repentina de enfermedad o violencia.,El brote de una nueva enfermedad viral provocó medidas inmediatas de emergencia de salud pública internacional.
402,per cápita,Para cada persona de una población determinada.,El PIB per cápita se utiliza comúnmente para comparar el nivel de vida promedio entre diferentes países.
403,polarización,División en dos grupos marcadamente contrastantes.,La polarización política ha hecho cada vez más difícil la cooperación bipartidista en cuestiones nacionales importantes.
404,privatización,Transferencia de activos estatales a propiedad privada.,La privatización de servicios públicos como el agua y la energía ha sido ampliamente criticada por reducir la accesibilidad.
405,proliferación,Aumento rápido del número de algo.,La proliferación de desinformación en las redes sociales supone una grave amenaza para los procesos democráticos.
406,proximidad,"Cercanía en el espacio, tiempo o relación.",La proximidad geográfica a los centros económicos influye significativamente en el desarrollo y el crecimiento de una región.
407,ratificar,Aprobar formalmente un acuerdo o ley.,Más países deben ratificar el Acuerdo de París para que los compromisos climáticos globales tengan un impacto significativo.
408,reincidencia,Tendencia a reincidir después de una condena previa.,Se ha demostrado que los programas de rehabilitación eficaces reducen las tasas de reincidencia entre ex delincuentes.
409,redistribución,Reasignación de recursos para lograr una mayor igualdad.,La tributación progresiva permite la redistribución de la riqueza desde los más ricos hacia los más desfavorecidos.
410,reforzarse,Fortalecer o apoyar una idea o estructura existente.,Las representaciones mediáticas del crimen pueden reforzar inadvertidamente estereotipos negativos sobre determinados grupos sociales.
411,resiliencia,Capacidad de recuperarse rápidamente de las dificultades.,Desarrollar la resiliencia comunitaria es esencial para ayudar a las poblaciones a soportar los impactos del cambio climático.
412,represalias,Acción tomada en respuesta a una lesión o ataque.,Las represalias comerciales entre las principales economías pueden desencadenar un ciclo perjudicial de aumento de aranceles.
413,segregación,La separación forzada de grupos en la sociedad.,La segregación racial en los sistemas educativos tiene efectos negativos duraderos sobre la igualdad social.
414,socioeconómico,Relativo a factores tanto sociales como económicos.,El entorno socioeconómico de un niño sigue siendo uno de los predictores más fuertes del rendimiento educativo.
415,soberanía,Autoridad suprema e independencia de un estado.,Los acuerdos internacionales a veces entran en conflicto con el deseo de las naciones de preservar la plena soberanía económica.
416,subvencionar,Apoyar financieramente con fondos gubernamentales.,Muchos gobiernos subsidian la energía renovable para hacerla más competitiva frente a los combustibles fósiles.
417,susceptible,Probablemente afectado o vulnerable a algo.,Las poblaciones de edad avanzada son particularmente susceptibles a sufrir enfermedades infecciosas respiratorias graves.
418,sistémico,Relativo a un sistema completo más que a una parte.,Para abordar la pobreza se necesita un cambio sistémico más que intervenciones fragmentadas dirigidas a síntomas individuales.
419,reformular,Expresar o idear nuevamente en una forma nueva.,"A la luz de nueva evidencia, los gobiernos tal vez necesiten reformular su enfoque de la política de salud pública."
420,contracción,Una reducción en la producción o actividad económica.,La fuerte contracción del comercio mundial durante la pandemia expuso la fragilidad de las cadenas de suministro.
421,aberración,Una desviación de lo normal o esperado.,Algunos economistas consideran que la crisis financiera de 2008 fue una aberración más que un fallo estructural de los mercados.
